SYNCount,NumberOfPackets,UniqSrcIPs,DNSCount,RSTCount,SSHCount
1,450,12,370,0,0
2,419,14,364,0,0
2,411,12,370,0,0
2,407,14,362,0,0
2,414,14,360,0,0
2,404,14,344,0,0
1,386,12,334,0,0
2,365,14,310,0,0
2,370,15,314,0,0
1,358,12,304,0,0
1,413,12,302,0,0
1,486,10,316,0,0
2,511,11,312,0,0
4,519,13,292,0,0
5,552,15,302,0,0
4,570,13,302,0,0
5,633,16,306,0,0
5,669,16,316,0,0
5,718,16,282,0,0
6,693,16,264,0,0
6,714,16,274,0,0
4,693,15,274,0,0
4,700,17,298,0,0
4,674,16,294,0,0
3,587,14,270,0,0
3,569,13,280,0,0
3,512,13,310,0,0
2,504,13,306,0,0
1,453,11,304,0,0
1,476,8,340,0,0
0,487,6,356,0,0
1,551,13,368,0,0
2,604,14,394,0,0
3,681,18,398,0,0
3,666,19,398,0,0
3,649,18,416,0,0
3,674,18,426,0,0
3,657,19,390,0,0
3,685,19,360,0,0
2,701,18,362,0,0
2,712,19,358,0,0
2,675,15,346,0,0
9,744,13,362,0,0
9,739,13,364,0,0
10,771,13,358,0,0
10,802,13,384,0,0
10,781,13,408,0,0
10,733,14,414,0,0
9,680,13,392,0,0
8,633,12,390,0,0
1,596,11,364,0,0
2,611,13,320,0,0
1,580,13,306,0,0
1,588,14,302,0,0
1,559,14,272,0,0
1,532,12,252,0,0
1,547,10,262,0,0
1,556,10,262,0,0
2,504,14,272,0,0
1,488,14,292,0,0
1,461,14,292,0,0
1,442,11,300,0,0
1,448,11,306,0,0
1,441,11,304,0,0
1,429,11,310,0,0
1,407,11,300,0,0
0,393,10,310,0,0
0,370,10,320,0,0
0,351,10,310,0,0
1,314,12,280,0,0
1,280,11,264,0,0
2,314,14,270,0,0
2,361,15,254,0,0
3,417,18,264,0,0
4,437,19,246,0,0
5,474,18,260,0,0
5,474,18,260,0,0
4,506,17,294,0,0
4,521,17,306,0,0
3,489,17,308,0,0
3,451,16,316,0,0
2,425,13,308,0,0
1,466,13,306,0,0
0,509,12,294,0,0
1,582,13,314,0,0
1,588,15,300,0,0
1,589,15,290,0,0
2,614,16,294,0,0
2,608,16,300,0,0
3,585,17,294,0,0
3,526,17,274,0,0
4,509,17,284,0,0
3,566,17,284,0,0
3,641,15,294,0,0
3,735,15,318,0,0
2,823,17,304,0,0
2,919,17,300,0,0
1,926,16,304,0,0
1,922,16,324,0,0
0,863,16,302,0,0
0,752,13,286,0,0
0,674,13,281,0,0
2,626,15,272,0,0
2,544,14,290,0,0
2,449,9,280,0,0
2,459,9,297,0,0
2,456,9,312,0,0
2,458,9,332,0,0
2,471,9,358,0,0
4,471,13,353,0,0
2,452,11,352,0,0
2,417,11,332,0,0
2,427,12,348,0,0
4,429,15,351,0,0
4,431,15,332,0,0
4,441,17,312,0,0
4,445,17,296,0,0
3,464,17,304,0,0
5,484,21,322,0,0
5,547,22,342,0,0
6,571,21,326,0,0
4,678,20,332,0,0
6,760,19,356,0,0
7,828,19,402,0,0
7,824,19,390,0,0
7,813,19,398,0,0
6,810,18,392,0,0
7,763,18,382,0,0
6,767,18,400,0,0
6,642,16,374,0,0
4,559,14,370,0,0
4,608,16,342,0,0
4,774,16,372,0,0
3,856,16,370,0,0
2,838,17,378,0,0
1,925,17,371,0,0
1,873,16,350,0,0
1,863,16,350,0,0
1,1033,16,356,0,0
0,1014,15,340,0,0
0,875,13,328,0,0
0,817,10,294,0,0
0,820,11,251,0,0
0,737,11,231,0,0
1,714,14,216,0,0
1,747,13,186,0,0
1,609,13,134,0,0
1,458,13,102,0,0
1,382,11,62,0,0
1,391,13,42,0,0
1,342,12,35,0,0
2,297,15,22,0,0
1,312,16,20,0,0
1,269,16,20,0,0
1,225,16,30,0,0
2,266,17,55,0,0
3,322,18,70,0,0
3,314,19,116,0,0
3,330,17,132,0,0
2,388,15,162,0,0
2,403,14,182,0,0
2,427,14,206,0,0
3,495,15,238,0,0
2,516,15,233,0,0
1,596,14,248,0,0
1,540,14,222,0,0
3,562,14,230,0,0
3,588,15,230,0,0
3,662,15,220,0,0
4,665,15,222,0,0
3,600,14,212,0,0
3,675,13,212,0,0
3,674,14,212,0,0
3,689,15,232,0,0
1,670,15,232,0,0
1,621,14,228,0,0
1,563,14,228,0,0
0,565,14,214,0,0
1,699,15,202,0,0
2,672,15,194,0,0
2,579,15,164,0,0
2,533,14,124,0,0
2,516,14,90,0,0
2,523,13,84,0,0
2,540,13,104,0,0
2,543,13,108,0,0
2,419,12,116,0,0
1,335,11,124,0,0
1,342,11,164,0,0
1,379,12,198,0,0
1,382,11,220,0,0
1,382,11,246,0,0
1,316,12,216,0,0
2,330,13,210,0,0
2,362,13,194,0,0
3,372,15,194,0,0
3,430,14,194,0,0
4,439,15,190,0,0
5,553,18,194,0,0
5,630,19,196,0,0
6,682,20,208,0,0
5,628,20,198,0,0
4,562,19,186,0,0
4,521,20,166,0,0
4,423,20,126,0,0
3,400,18,96,0,0
2,261,15,70,0,0
3,194,16,24,0,0
4,242,21,14,0,0
6,301,21,40,0,0
6,326,21,60,0,0
6,400,21,78,0,0
6,450,22,84,0,0
9,572,20,126,0,0
9,653,20,152,0,0
8,658,18,172,0,0
7,624,16,194,0,0
5,600,15,190,0,0
5,635,13,200,0,0
4,601,12,224,0,0
4,546,11,222,0,0
2,432,12,212,0,0
2,384,13,218,0,0
2,334,13,216,0,0
1,300,12,212,0,0
2,282,13,216,0,0
2,254,11,206,0,0
2,301,14,198,0,0
3,427,16,238,0,0
3,436,16,244,0,0
3,457,15,260,0,0
3,462,15,260,0,0
3,450,16,260,0,0
2,495,16,276,0,0
2,534,17,282,0,0
2,536,17,282,0,0
2,519,14,280,0,0
1,511,14,252,0,0
1,501,14,224,0,0
1,509,13,234,0,0
1,528,13,228,0,0
1,479,12,212,0,0
1,441,12,226,0,0
1,355,12,192,0,0
0,262,12,170,0,0
0,246,14,170,0,0
0,256,13,180,0,0
1,291,13,190,0,0
2,305,16,196,0,0
2,414,18,190,0,0
2,406,18,180,0,0
2,441,19,200,0,0
2,484,20,230,0,0
3,547,21,262,0,0
4,504,24,234,0,0
3,459,22,206,0,0
2,442,20,216,0,0
2,354,22,216,0,0
3,356,25,216,0,0
3,332,25,206,0,0
3,308,24,186,0,0
3,255,22,164,0,0
3,329,23,194,0,0
3,369,24,222,0,0
3,379,23,212,0,0
3,357,20,204,0,0
2,348,17,200,0,0
2,386,17,226,0,0
2,396,17,236,0,0
1,386,17,226,0,0
0,322,13,204,0,0
1,290,13,184,0,0
1,260,12,164,0,0
1,261,12,178,0,0
2,291,14,192,0,0
2,247,14,166,0,0
2,248,14,146,0,0
2,281,14,186,0,0
2,282,12,198,0,0
1,281,12,208,0,0
1,375,10,218,0,0
1,483,10,222,0,0
0,529,12,216,0,0
0,592,12,232,0,0
0,567,12,240,0,0
0,527,12,202,0,0
1,583,14,232,0,0
1,637,14,232,0,0
1,612,14,242,0,0
1,585,12,236,0,0
1,529,10,228,0,0
1,496,9,242,0,0
2,507,12,250,0,0
3,511,14,252,0,0
2,476,11,230,0,0
3,550,13,260,0,0
3,573,13,250,0,0
3,547,14,266,0,0
3,539,15,270,0,0
3,544,15,260,0,0
2,538,14,248,0,0
1,538,12,250,0,0
1,536,10,250,0,0
2,456,15,222,0,0
2,366,15,202,0,0
2,337,16,192,0,0
2,338,16,202,0,0
2,331,16,202,0,0
3,418,17,238,0,0
3,519,17,262,0,0
4,518,16,256,0,0
2,484,13,258,0,0
2,508,14,304,0,0
3,503,13,304,0,0
3,485,13,284,0,0
3,512,15,286,0,0
2,470,12,266,0,0
2,423,13,256,0,0
1,469,15,266,0,0
3,504,17,252,0,0
4,472,17,222,0,0
3,466,16,226,0,0
3,495,18,236,0,0
6,498,20,238,0,0
6,522,21,250,0,0
6,497,21,250,0,0
6,443,21,236,0,0
4,417,18,248,0,0
3,457,16,252,0,0
4,514,18,272,0,0
4,535,15,282,0,0
1,527,14,268,0,0
1,458,12,216,0,0
2,443,14,194,0,0
3,451,16,206,0,0
3,440,14,194,0,0
3,409,14,204,0,0
2,333,12,170,0,0
2,263,14,130,0,0
2,248,14,146,0,0
2,256,12,182,0,0
1,258,8,196,0,0
0,241,7,174,0,0
0,229,6,174,0,0
0,232,6,174,0,0
0,240,6,184,0,0
0,257,6,204,0,0
0,254,6,210,0,0
0,239,6,200,0,0
0,241,6,212,0,0
0,248,5,232,0,0
0,258,5,252,0,0
0,266,6,262,0,0
0,266,6,262,0,0
0,277,4,276,0,0
0,251,3,250,0,0
1,275,7,234,0,0
1,285,7,220,0,0
1,298,7,210,0,0
1,301,7,190,0,0
2,323,8,190,0,0
2,348,8,200,0,0
2,364,9,196,0,0
2,385,11,190,0,0
1,398,12,220,0,0
1,427,12,244,0,0
1,449,12,254,0,0
1,451,13,266,0,0
0,421,11,250,0,0
0,415,11,250,0,0
0,401,9,250,0,0
0,402,9,272,0,0
0,377,9,260,0,0
0,320,9,226,0,0
0,262,8,196,0,0
0,227,6,164,0,0
0,207,8,140,0,0
0,175,8,100,0,0
0,164,8,80,0,0
0,246,10,48,0,0
0,293,9,54,0,0
1,351,11,90,0,0
1,401,12,128,0,0
2,424,14,144,0,0
2,465,12,186,0,0
2,525,11,221,0,0
2,576,13,246,0,0
2,504,14,276,0,0
2,480,14,282,0,0
2,450,13,260,0,0
2,450,13,266,0,0
1,511,13,302,0,0
1,506,13,260,0,0
2,506,16,237,0,0
2,503,15,222,0,0
2,564,15,238,0,0
2,564,15,222,0,0
1,621,13,248,0,0
2,712,14,234,0,0
2,706,14,182,0,0
2,688,13,192,0,0
1,669,10,224,0,0
1,626,11,220,0,0
1,569,11,214,0,0
1,536,9,200,0,0
1,457,9,160,0,0
0,355,7,170,0,0
0,322,7,222,0,0
0,343,9,240,0,0
0,345,10,206,0,0
0,364,9,190,0,0
0,358,9,167,0,0
1,385,12,184,0,0
1,384,12,192,0,0
1,356,11,164,0,0
1,301,11,112,0,0
1,254,11,86,0,0
1,218,10,96,0,0
1,192,10,116,0,0
1,167,10,119,0,0
0,168,11,142,0,0
0,170,13,144,0,0
0,179,11,152,0,0
0,256,13,194,0,0
0,343,13,212,0,0
1,349,13,196,0,0
1,379,13,226,0,0
1,396,13,236,0,0
1,385,14,218,0,0
1,375,13,208,0,0
2,380,14,210,0,0
4,342,20,198,0,0
5,294,21,212,0,0
5,311,22,246,0,0
6,317,23,228,0,0
6,312,23,228,0,0
6,322,21,230,0,0
6,370,23,270,0,0
5,374,22,272,0,0
3,351,16,258,0,0
2,341,15,258,0,0
1,320,12,246,0,0
0,308,12,254,0,0
0,328,12,260,0,0
0,329,13,276,0,0
0,314,11,272,0,0
0,308,11,278,0,0
0,312,11,282,0,0
0,318,11,288,0,0
0,332,11,302,0,0
0,297,9,272,0,0
0,254,7,246,0,0
1,283,9,236,0,0
1,316,9,224,0,0
1,368,11,224,0,0
1,423,12,240,0,0
1,416,12,230,0,0
1,411,12,220,0,0
1,432,11,240,0,0
1,461,11,260,0,0
1,414,10,250,0,0
1,381,10,256,0,0
1,324,9,250,0,0
1,298,7,260,0,0
2,312,9,254,0,0
2,333,9,250,0,0
2,348,9,248,0,0
2,352,9,244,0,0
1,339,7,234,0,0
1,321,7,218,0,0
1,339,8,230,0,0
1,315,8,204,0,0
1,312,12,210,0,0
1,285,12,204,0,0
1,272,12,206,0,0
1,278,10,224,0,0
1,279,10,230,0,0
1,311,10,266,0,0
2,343,11,250,0,0
2,465,11,250,0,0
1,494,9,254,0,0
1,503,9,250,0,0
2,529,11,254,0,0
2,526,11,246,0,0
2,535,11,240,0,0
2,533,11,220,0,0
1,520,9,250,0,0
1,437,9,280,0,0
2,449,10,298,0,0
2,437,10,302,0,0
1,426,7,318,0,0
1,417,9,316,0,0
1,419,11,328,0,0
1,393,11,320,0,0
2,381,14,314,0,0
3,342,18,274,0,0
2,291,17,256,0,0
2,399,17,272,0,0
3,446,19,266,0,0
3,479,17,252,0,0
3,512,15,272,0,0
3,511,15,250,0,0
2,483,16,206,0,0
1,476,11,196,0,0
1,500,11,194,0,0
1,394,10,168,0,0
0,325,8,134,0,0
0,297,8,138,0,0
0,282,10,102,0,0
1,320,12,132,0,0
1,355,13,166,0,0
1,513,13,202,0,0
1,578,12,192,0,0
1,593,12,204,0,0
3,643,16,226,0,0
3,626,16,212,0,0
3,619,16,226,0,0
2,606,14,217,0,0
2,599,13,214,0,0
2,463,17,188,0,0
2,372,14,198,0,0
2,347,14,194,0,0
0,275,10,162,0,0
2,298,13,192,0,0
3,319,15,192,0,0
6,361,16,199,0,0
6,344,16,188,0,0
7,324,17,188,0,0
8,330,19,176,0,0
8,354,21,188,0,0
10,402,23,212,0,0
8,407,23,208,0,0
7,366,21,188,0,0
5,345,18,180,0,0
5,348,18,190,0,0
4,355,14,204,0,0
3,366,14,210,0,0
3,385,14,204,0,0
1,396,12,216,0,0
1,398,13,210,0,0
2,455,13,222,0,0
1,427,15,229,0,0
2,451,14,232,0,0
2,485,14,248,0,0
2,477,14,242,0,0
2,470,13,248,0,0
2,466,13,252,0,0
2,457,13,242,0,0
2,468,12,272,0,0
4,519,15,265,0,0
3,536,13,266,0,0
3,509,13,242,0,0
3,502,14,252,0,0
3,488,13,262,0,0
3,462,14,256,0,0
4,434,16,252,0,0
3,384,15,244,0,0
2,317,18,240,0,0
2,270,16,216,0,0
2,269,15,210,0,0
2,280,14,210,0,0
2,262,14,180,0,0
9,385,16,192,0,0
9,411,16,206,0,0
9,420,17,202,0,0
10,439,16,194,0,0
10,462,16,204,0,0
10,482,15,218,0,0
10,491,15,214,0,0
10,552,16,240,0,0
3,423,14,200,0,0
2,398,13,180,0,0
2,366,15,150,0,0
0,371,14,174,0,0
0,350,14,174,0,0
0,340,15,178,0,0
0,334,15,193,0,0
0,295,13,190,0,0
0,286,13,188,0,0
0,293,13,194,0,0
0,287,11,194,0,0
0,252,11,162,0,0
0,256,12,162,0,0
0,235,12,144,0,0
0,226,12,133,0,0
0,207,11,110,0,0
0,225,9,126,0,0
0,212,11,120,0,0
0,221,10,130,0,0
1,231,12,140,0,0
1,214,12,130,0,0
1,246,12,150,0,0
1,251,13,140,0,0
1,258,13,140,0,0
1,241,12,120,0,0
3,271,13,114,0,0
3,275,15,114,0,0
3,316,18,124,0,0
3,464,18,134,0,0
3,507,19,124,0,0
3,517,19,128,0,0
3,509,19,124,0,0
4,551,19,144,0,0
2,560,18,164,0,0
2,595,16,170,0,0
1,581,14,170,0,0
1,488,14,190,0,0
1,452,12,200,0,0
1,429,12,176,0,0
1,469,13,200,0,0
0,460,10,210,0,0
0,485,12,206,0,0
0,536,15,220,0,0
0,504,15,200,0,0
0,467,17,182,0,0
0,467,17,202,0,0
0,469,17,232,0,0
1,439,17,222,0,0
1,438,17,220,0,0
1,364,17,202,0,0
1,252,12,162,0,0
2,229,13,152,0,0
2,199,13,130,0,0
2,158,14,84,0,0
2,159,14,75,0,0
1,144,13,60,0,0
1,142,11,72,0,0
1,166,11,80,0,0
1,215,12,110,0,0
0,269,11,124,0,0
0,324,10,146,0,0
0,344,8,170,0,0
0,355,9,175,0,0
0,376,11,194,0,0
0,353,11,170,0,0
0,409,11,200,0,0
0,414,12,190,0,0
0,396,12,200,0,0
0,377,12,204,0,0
0,391,12,210,0,0
1,378,12,200,0,0
1,454,12,216,0,0
1,562,16,210,0,0
1,648,16,210,0,0
1,639,15,220,0,0
1,635,16,216,0,0
1,679,16,220,0,0
1,718,16,220,0,0
0,791,14,240,0,0
1,766,15,226,0,0
2,655,16,232,0,0
2,516,14,212,0,0
2,505,14,212,0,0
2,515,15,232,0,0
2,463,15,232,0,0
3,413,16,228,0,0
3,325,15,202,0,0
3,287,12,216,0,0
2,299,12,230,0,0
3,311,14,230,0,0
3,330,14,224,0,0
3,329,14,200,0,0
3,329,14,190,0,0
2,318,13,184,0,0
3,326,15,190,0,0
3,302,14,170,0,0
4,318,17,180,0,0
3,334,19,194,0,0
3,304,19,186,0,0
3,296,19,202,0,0
3,304,17,210,0,0
3,303,16,210,0,0
2,327,14,200,0,0
1,429,13,230,0,0
0,469,11,216,0,0
0,522,9,236,0,0
1,558,10,260,0,0
1,557,10,258,0,0
1,531,10,240,0,0
1,510,10,226,0,0
1,473,10,230,0,0
2,374,13,200,0,0
2,335,14,194,0,0
2,310,15,190,0,0
1,330,12,170,0,0
1,464,12,160,0,0
2,623,13,192,0,0
2,637,13,202,0,0
2,657,13,222,0,0
1,657,11,232,0,0
1,635,11,242,0,0
1,586,11,226,0,0
1,531,11,232,0,0
2,392,14,240,0,0
1,255,10,220,0,0
1,285,10,234,0,0
1,313,14,228,0,0
1,365,16,210,0,0
1,456,16,210,0,0
1,531,15,186,0,0
1,615,15,190,0,0
0,640,12,192,0,0
1,653,14,190,0,0
1,660,12,180,0,0
1,665,12,186,0,0
1,640,12,200,0,0
1,578,14,192,0,0
1,555,14,240,0,0
1,491,14,230,0,0
1,504,14,240,0,0
0,499,13,260,0,0
7,563,14,282,0,0
7,534,14,272,0,0
8,557,16,276,0,0
8,603,15,296,0,0
8,609,15,258,0,0
10,659,17,282,0,0
10,641,17,282,0,0
10,622,17,262,0,0
4,533,17,246,0,0
5,514,17,236,0,0
4,476,20,246,0,0
4,392,20,224,0,0
4,330,19,236,0,0
2,278,12,234,0,0
2,257,12,224,0,0
2,262,14,234,0,0
1,269,16,224,0,0
0,343,14,264,0,0
0,372,11,244,0,0
1,423,15,264,0,0
1,441,14,264,0,0
1,491,13,270,0,0
2,550,16,260,0,0
2,551,17,240,0,0
2,551,17,250,0,0
2,472,17,200,0,0
2,452,17,220,0,0
3,428,18,226,0,0
4,418,19,225,0,0
4,353,19,201,0,0
3,297,17,211,0,0
3,282,17,207,0,0
4,328,17,207,1,0
5,399,17,251,2,0
6,436,16,261,2,0
5,463,13,251,3,0
5,511,12,270,4,0
6,551,15,266,4,0
6,574,15,246,5,0
7,641,18,272,5,0
6,643,17,290,4,0
5,598,16,256,3,0
4,562,17,236,3,0
3,532,17,214,2,0
2,484,17,170,1,0
1,475,17,160,1,0
1,476,16,160,0,0
0,454,15,148,0,0
0,416,9,101,0,0
1,494,11,120,0,0
1,554,10,124,0,0
1,590,10,136,0,0
1,627,12,160,0,0
1,631,12,170,0,0
1,802,12,210,0,0
1,875,12,200,0,0
1,865,12,219,0,0
0,795,12,214,0,0
0,729,12,214,0,0
0,765,12,226,0,0
0,817,13,226,0,0
0,868,14,220,0,0
0,702,14,180,0,0
0,637,13,180,0,0
1,661,13,162,0,0
1,665,13,148,0,0
1,699,15,124,0,0
1,635,15,96,0,0
2,559,17,66,0,0
2,540,15,82,0,0
2,511,15,72,0,0
2,510,15,72,0,0
1,514,14,100,0,0
1,501,16,110,0,0
2,521,18,122,0,0
2,505,18,142,0,0
2,500,18,142,0,0
2,473,18,132,0,0
2,482,18,156,0,0
9,582,19,198,0,0
9,580,17,192,0,0
9,591,17,188,0,0
8,559,17,198,0,0
8,570,17,178,0,0
7,581,14,208,0,0
7,572,14,208,0,0
7,620,15,214,0,0
0,524,15,192,0,0
0,539,15,198,0,0
0,555,15,202,0,0
0,537,14,192,0,0
0,532,13,192,0,0
1,528,17,174,0,0
1,478,18,154,0,0
1,413,14,134,0,0
2,359,15,108,0,0
3,422,16,80,0,0
3,507,18,60,0,0
3,576,18,38,0,0
3,632,18,28,0,0
2,609,15,40,0,0
2,605,15,44,0,0
2,626,17,40,0,0
1,667,17,46,0,0
1,573,16,46,0,0
1,521,15,46,0,0
1,501,12,46,0,0
1,441,13,84,0,0
1,422,12,74,0,0
1,424,12,80,0,0
2,420,13,114,0,0
2,388,13,134,0,0
3,370,15,142,0,0
3,303,15,158,0,0
4,278,15,172,0,0
4,269,14,154,0,0
5,310,15,160,0,0
5,352,17,170,0,0
4,349,16,150,0,0
5,372,16,140,0,0
4,378,13,160,0,0
5,395,15,156,0,0
5,385,20,162,0,0
7,542,20,164,0,0
6,537,20,172,0,0
7,530,21,178,0,0
7,506,20,158,0,0
6,503,23,138,0,0
5,549,21,108,0,0
4,591,20,96,0,0
3,555,21,76,0,0
1,384,20,54,0,0
1,346,19,32,0,0
0,337,16,32,0,0
0,340,16,32,0,0
1,304,17,32,0,0
2,284,17,62,0,0
4,248,18,92,0,0
5,277,18,112,0,0
5,361,20,122,0,0
5,524,18,140,0,0
5,668,18,140,0,0
5,727,20,160,0,0
4,744,19,176,0,0
3,728,18,180,0,0
2,711,19,150,0,0
1,693,17,160,0,0
1,623,15,170,0,0
1,492,17,176,0,0
1,334,16,160,0,0
1,273,15,150,0,0
1,247,15,136,0,0
1,245,16,130,0,0
1,296,14,164,0,0
1,348,14,206,0,0
1,397,14,232,0,0
2,428,15,228,0,0
2,494,15,218,0,0
2,551,15,228,0,0
3,613,15,228,0,0
3,582,15,200,0,0
2,535,14,188,0,0
2,498,15,130,0,0
2,453,14,100,0,0
2,429,14,100,0,0
2,363,14,120,0,0
2,322,14,128,0,0
2,390,11,160,0,0
2,486,11,192,0,0
3,485,11,194,0,0
3,449,10,200,0,0
3,428,11,194,0,0
2,403,12,188,0,0
2,390,13,168,0,0
2,384,13,142,0,0
1,289,15,108,0,0
1,211,14,78,0,0
0,199,13,54,0,0
0,203,13,34,0,0
1,226,14,36,0,0
3,245,16,28,0,0
3,251,16,28,0,0
3,242,17,28,0,0
3,213,14,28,0,0
3,198,15,26,0,0
3,209,15,56,0,0
3,209,17,66,0,0
2,213,15,74,0,0
0,204,10,72,0,0
1,243,14,82,0,0
2,288,16,106,0,0
2,315,16,112,0,0
2,361,16,146,0,0
2,381,16,152,0,0
2,400,16,162,0,0
3,401,18,166,0,0
3,412,18,186,0,0
2,385,14,188,0,0
1,376,11,200,0,0
2,375,10,216,0,0
2,328,9,202,0,0
2,317,13,166,0,0
3,430,14,176,0,0
2,541,14,202,0,0
2,545,16,182,0,0
3,587,17,188,0,0
3,568,17,184,0,0
2,563,14,194,0,0
2,553,14,184,0,0
2,536,14,214,0,0
1,413,13,214,0,0
2,296,14,194,0,0
2,286,13,224,0,0
1,247,10,236,0,0
1,243,10,232,0,0
1,235,9,224,0,0
1,260,11,244,0,0
1,258,11,242,0,0
2,278,11,240,0,0
1,280,11,240,0,0
1,266,10,224,0,0
2,298,12,234,0,0
2,401,16,220,0,0
2,480,19,216,0,0
3,510,20,210,0,0
3,529,20,204,0,0
2,518,18,206,0,0
2,515,16,186,0,0
2,544,16,194,0,0
1,560,17,208,0,0
1,484,17,208,0,0
1,462,17,212,0,0
0,455,16,222,0,0
0,455,16,234,0,0
1,466,19,224,0,0
2,507,20,266,0,0
2,507,21,254,0,0
2,494,20,234,0,0
2,522,19,264,0,0
2,522,18,260,0,0
2,571,17,256,0,0
2,617,17,252,0,0
1,649,17,272,0,0
0,618,13,250,0,0
1,592,14,250,0,0
1,563,17,226,0,0
1,599,17,200,0,0
1,655,17,210,0,0
1,619,15,200,0,0
1,553,15,180,0,0
1,498,15,164,0,0
1,470,13,144,0,0
0,467,11,141,0,0
0,471,12,150,0,0
0,412,14,158,0,0
0,309,14,150,0,0
0,294,13,160,0,0
0,345,13,190,0,0
0,345,14,190,0,0
0,374,15,216,0,0
0,421,12,239,0,0
0,450,11,240,0,0
0,452,13,248,0,0
0,545,13,260,0,0
0,647,14,240,0,0
0,742,14,220,0,0
0,752,15,216,0,0
1,751,17,200,0,0
1,730,15,181,0,0
3,748,19,204,0,0
3,733,18,188,0,0
3,658,19,178,0,0
3,565,18,184,0,0
3,444,17,176,0,0
3,477,17,182,0,0
2,476,15,166,0,0
2,494,15,165,0,0
1,468,13,134,0,0
1,471,13,154,0,0
1,462,13,164,0,0
2,458,15,188,0,0
2,485,15,196,0,0
3,514,18,190,0,0
3,616,18,226,0,0
4,696,21,236,0,0
3,891,17,266,0,0
3,977,19,236,0,0
3,1014,20,242,0,0
2,1011,18,212,0,0
3,1111,18,216,0,0
3,1097,17,222,0,0
3,1068,18,208,0,0
2,1015,17,198,0,0
2,838,16,177,0,0
3,766,20,200,0,0
3,742,20,170,0,0
4,732,20,186,0,0
3,609,18,178,0,0
2,537,17,162,0,0
2,460,17,156,0,0
2,385,17,156,0,0
2,388,18,181,0,0
1,465,16,168,0,0
1,448,16,188,0,0
0,445,14,192,0,0
1,400,18,176,0,0
1,451,18,210,0,0
1,454,17,220,0,0
1,522,18,238,0,0
1,555,19,212,0,0
1,494,19,192,0,0
1,462,20,162,0,0
1,421,20,132,0,0
0,410,18,132,0,0
0,360,16,98,0,0
0,322,16,68,0,0
0,236,15,30,0,0
0,146,18,30,0,0
0,84,15,50,0,0
0,94,14,64,0,0
0,115,13,84,0,0
1,152,15,90,0,0
2,195,14,104,0,0
2,258,14,120,0,0
2,311,14,140,0,0
2,318,11,145,0,0
2,344,11,168,0,0
2,362,11,186,0,0
2,353,9,176,0,0
1,345,9,190,0,0
0,312,8,190,0,0
0,262,8,190,0,0
1,222,12,182,0,0
1,213,12,171,0,0
1,218,14,154,0,0
3,233,18,146,0,0
3,278,20,171,0,0
3,290,20,155,0,0
3,329,20,158,0,0
3,345,21,152,0,0
2,382,17,170,0,0
2,386,17,162,0,0
3,401,20,166,0,0
1,406,16,176,0,0
1,380,16,161,0,0
1,400,16,207,0,0
1,365,19,200,0,0
1,386,18,210,0,0
1,393,16,226,0,0
2,405,18,254,0,0
1,379,15,264,0,0
1,445,15,264,0,0
1,474,14,272,0,0
1,444,12,250,0,0
1,429,10,240,0,0
1,437,11,270,0,0
1,430,11,274,0,0
0,471,11,290,0,0
0,510,12,280,0,0
0,483,12,246,0,0
1,541,11,232,0,0
1,563,11,214,0,0
2,589,14,204,0,0
2,564,14,154,0,0
2,513,14,104,0,0
2,445,14,66,0,0
2,366,12,36,0,0
2,273,13,36,0,0
1,151,10,22,0,0
2,129,11,26,0,0
1,99,9,38,0,0
1,78,9,56,0,0
1,85,7,66,0,0
1,110,9,88,0,0
1,116,11,88,0,0
1,144,10,108,0,0
1,232,10,138,0,0
0,308,11,154,0,0
0,369,11,162,0,0
0,389,11,144,0,0
0,378,10,134,0,0
0,359,12,106,0,0
0,367,14,112,0,0
0,364,16,112,0,0
0,300,19,92,0,0
1,255,21,82,0,0
1,214,21,72,0,0
2,235,21,96,0,0
2,261,21,106,0,0
2,300,19,130,0,0
2,330,19,156,0,0
2,345,21,146,0,0
2,370,23,160,0,0
1,359,19,167,0,0
1,362,19,168,0,0
1,357,21,172,0,0
1,379,21,192,0,0
1,370,20,178,0,0
1,371,19,150,0,0
1,363,20,152,0,0
1,350,16,138,0,0
1,412,17,131,0,0
1,580,18,150,0,0
0,600,16,132,0,0
1,635,16,136,0,0
1,605,14,120,0,0
1,590,14,116,0,0
1,586,14,126,0,0
1,576,15,136,0,0
2,491,17,130,0,0
2,330,16,130,0,0
2,294,16,146,0,0
1,247,14,132,0,0
1,237,14,132,0,0
1,225,12,142,0,0
1,216,11,130,0,0
1,209,12,126,0,0
0,200,10,128,0,0
0,175,11,108,0,0
0,153,11,92,0,0
0,151,11,102,0,0
0,169,11,122,0,0
3,187,19,138,0,0
3,189,19,148,0,0
3,175,18,132,0,0
3,194,19,136,0,0
3,215,18,146,0,0
3,237,20,156,0,0
3,247,22,146,0,0
5,275,25,136,0,0
2,319,17,140,0,0
2,372,18,160,0,0
2,426,16,180,0,0
2,430,16,160,0,0
2,450,16,140,0,0
2,481,16,126,0,0
2,508,17,110,0,0
0,544,15,100,0,0
0,553,15,90,0,0
0,563,14,70,0,0
0,563,13,60,0,0
0,587,13,92,0,0
1,558,17,104,0,0
1,535,17,124,0,0
2,500,15,138,0,0
2,570,16,152,0,0
2,515,16,138,0,0
3,506,20,132,0,0
3,484,20,142,0,0
3,434,19,120,0,0
2,435,16,118,0,0
