NumberOfPackets1,SYNCount60,UniqSrcIps60,DNSCount60,RSTCount32,RSTCount60,SSHCount60
9,181,35,74,0,0,300
218,201,36,74,0,0,300
94,209,36,74,0,0,300
8,191,34,72,0,0,300
9,191,34,72,0,0,300
43,190,34,76,0,0,300
6,190,33,76,0,0,300
4,190,33,76,0,0,300
3,190,33,76,0,0,300
4,190,33,76,0,0,300
22,190,33,76,0,0,300
33,190,33,76,0,0,300
21,190,33,76,0,0,300
5,190,33,76,0,0,300
11,190,33,76,0,0,300
30,190,33,76,0,0,300
55,190,33,76,0,0,300
50,191,33,74,0,0,300
7,190,33,72,0,0,300
17,183,33,58,0,0,300
58,184,34,58,0,0,300
291,185,34,58,0,0,300
32,186,34,60,0,0,298
6,185,34,60,0,0,298
41,188,34,60,0,0,298
13,188,34,60,0,0,298
24,188,34,60,0,0,304
14,187,34,58,0,0,306
11,159,34,58,0,0,306
7,133,35,58,0,0,304
30,122,34,58,0,0,304
29,122,34,58,0,0,304
85,129,35,60,0,0,271
206,142,36,60,0,0,215
34,142,36,60,0,0,172
29,142,36,60,0,0,172
322,165,38,66,1,1,170
60,167,38,66,2,2,172
116,161,37,68,2,2,172
66,161,37,68,2,2,172
89,161,37,68,2,2,172
45,161,37,68,2,2,172
67,161,37,68,2,2,172
43,161,37,68,2,2,172
44,161,37,68,2,2,153
21,161,36,68,2,2,58
14,161,36,68,2,2,37
15,161,36,68,2,2,37
0,161,36,68,2,2,37
3,161,36,68,2,2,37
20,163,38,68,2,2,37
46,163,38,68,2,2,57
70,139,37,20,2,2,90
76,139,37,20,2,2,127
86,120,37,18,2,2,168
46,115,36,20,2,2,181
3,115,36,20,2,2,181
7,114,36,18,2,2,177
5,88,36,18,2,2,163
4,87,35,18,2,2,159
1,87,35,18,2,2,159
33,66,35,20,2,2,159
43,58,34,20,2,2,159
150,58,34,20,2,2,161
81,59,34,22,2,2,161
31,58,34,18,2,2,161
19,59,34,20,2,2,163
0,59,34,20,2,2,163
4,59,34,20,1,2,165
0,59,34,20,0,2,165
3,59,34,20,0,2,165
78,59,34,20,0,2,208
74,59,34,20,0,2,250
85,59,34,20,0,2,296
18,59,34,20,0,2,305
5,59,34,20,0,2,305
6,59,34,20,0,2,305
2,58,34,20,0,2,305
8,58,34,20,0,2,305
0,58,34,20,0,2,305
1,57,34,20,0,2,305
0,56,33,20,0,2,305
184,69,36,22,0,2,305
112,76,36,22,0,2,305
4,73,34,22,0,2,305
0,73,33,22,0,2,305
211,93,34,22,0,2,299
24,94,34,22,0,2,297
0,94,34,22,0,2,297
247,115,38,22,0,2,297
3,115,38,22,0,2,297
0,115,38,22,0,2,297
45,109,38,20,0,2,299
3,96,35,20,0,2,299
8,96,35,20,0,2,299
4,96,35,20,0,2,299
24,74,35,16,0,1,299
14,72,33,16,0,0,297
32,71,34,14,0,0,299
16,72,35,14,0,0,299
25,72,35,14,0,0,299
92,72,35,14,0,0,299
102,78,36,16,1,1,299
36,78,36,16,1,1,301
199,90,38,16,1,1,301
211,103,39,16,1,1,300
68,107,39,16,1,1,298
9,107,39,16,1,1,298
93,107,39,16,1,1,298
14,109,39,16,1,1,298
34,108,38,16,1,1,298
118,110,38,32,1,1,278
43,110,38,32,1,1,245
6,110,38,32,1,1,208
97,110,38,32,1,1,169
107,110,38,32,1,1,156
14,110,38,32,1,1,156
12,110,38,32,1,1,156
15,110,38,32,1,1,156
166,110,38,32,1,1,154
96,111,38,34,1,1,154
112,110,38,32,1,1,156
18,110,38,32,1,1,156
122,110,38,32,1,1,160
100,109,38,30,1,1,172
111,109,38,30,1,1,187
71,108,38,28,1,1,190
65,108,38,28,1,1,190
60,108,38,28,1,1,190
50,108,38,28,1,1,190
180,120,41,30,1,1,190
40,120,41,30,1,1,147
13,120,41,30,1,1,105
39,120,41,30,1,1,61
60,120,41,30,0,1,52
38,120,41,30,0,1,52
56,120,41,30,0,1,53
71,120,41,30,0,1,54
63,120,41,30,0,1,54
49,120,41,30,0,1,54
46,120,41,30,0,1,54
65,122,41,36,0,1,54
53,108,40,32,0,1,54
43,101,38,32,0,1,54
15,101,38,32,0,1,54
31,101,38,32,0,1,54
112,81,38,32,0,1,54
73,80,37,32,0,1,56
55,80,37,32,0,1,56
273,75,36,36,0,1,56
21,75,36,36,0,1,56
10,75,36,36,0,1,56
1,74,35,36,0,1,54
41,75,35,38,0,1,54
92,75,35,38,0,1,54
137,75,35,38,0,1,54
7,74,35,36,0,1,54
1,74,35,36,0,1,54
26,74,35,36,0,1,52
16,73,35,36,0,1,52
16,73,35,36,0,1,52
18,73,35,36,0,1,52
18,67,34,34,0,0,52
63,67,34,34,0,0,67
232,71,35,36,0,0,74
302,81,37,38,0,0,74
179,89,36,38,0,0,74
52,89,36,38,0,0,75
39,90,36,40,0,0,77
17,88,36,40,0,0,77
17,87,35,40,0,0,77
138,95,37,24,0,0,77
25,96,36,24,0,0,77
134,103,37,26,0,0,77
76,105,38,42,0,0,75
60,105,38,42,0,0,75
60,105,38,42,0,0,75
8,105,38,42,0,0,75
8,105,38,42,0,0,75
105,106,39,46,0,0,75
103,105,39,44,0,0,75
166,105,39,44,0,0,73
65,106,39,62,0,0,73
61,106,39,62,0,0,67
138,106,39,62,0,0,57
185,111,39,62,0,0,42
144,117,40,95,0,0,37
18,118,40,99,0,0,39
24,118,40,99,0,0,37
161,133,40,99,0,0,37
62,125,40,103,3,3,37
15,125,40,103,3,3,39
32,127,42,104,3,3,39
189,143,42,104,3,3,37
10,143,42,104,3,3,39
6,143,42,104,3,3,39
10,143,42,104,3,3,40
6,143,42,104,3,3,39
9,143,42,104,3,3,39
11,143,42,106,3,3,39
187,151,43,110,3,3,39
14,149,43,104,3,3,39
9,149,43,104,3,3,39
9,149,43,104,3,3,39
7,149,43,105,3,3,39
14,149,43,105,3,3,39
10,149,43,105,3,3,41
11,149,43,105,3,3,39
8,149,43,105,3,3,39
37,135,44,101,3,3,39
181,149,45,103,3,3,39
8,149,45,103,3,3,39
8,149,44,103,3,3,39
12,148,44,101,3,3,39
87,150,44,101,3,3,39
46,151,43,104,3,3,39
11,151,42,104,3,3,39
27,151,42,104,3,3,41
30,151,42,104,3,3,41
30,151,42,104,3,3,41
51,153,43,106,3,3,41
41,153,43,106,3,3,41
201,171,43,106,0,3,41
2,171,43,106,0,3,24
138,167,44,106,2,5,17
1,144,42,104,2,5,17
4,132,40,104,2,5,19
0,132,40,104,2,5,18
3,131,40,102,2,5,16
4,131,40,102,2,5,18
1,131,40,102,2,5,18
0,121,39,102,2,5,18
4,120,39,102,2,5,20
60,116,41,108,2,5,34
42,114,41,92,2,5,36
5,114,41,90,2,5,36
9,114,41,90,2,5,38
69,117,42,92,2,5,38
154,118,42,94,2,5,38
9,117,42,90,2,5,38
1,117,41,90,2,5,38
8,117,41,90,2,5,40
7,116,41,72,2,5,40
22,118,43,72,2,5,42
5,118,42,72,2,5,40
19,113,42,72,2,5,40
16,107,41,39,2,5,40
10,106,41,35,2,5,38
18,106,41,35,2,5,38
25,91,41,35,2,5,38
84,90,39,31,2,2,38
28,90,39,31,2,2,36
27,88,38,30,2,2,36
31,73,36,30,2,2,36
136,73,36,30,2,2,34
47,73,36,42,2,2,34
33,74,36,46,0,2,32
33,74,36,46,0,2,32
56,76,39,46,0,2,32
17,76,38,44,0,2,32
19,68,37,40,0,2,32
10,68,37,40,0,2,32
9,68,37,40,0,2,32
42,71,38,44,1,3,32
11,71,38,43,1,3,34
39,72,38,43,1,3,36
39,73,38,43,1,3,36
61,73,38,43,1,3,40
159,73,38,43,1,3,40
126,73,40,61,1,3,40
37,61,40,59,1,3,40
87,64,40,61,1,3,57
123,66,40,61,1,3,95
43,66,40,61,1,3,95
44,64,40,61,1,3,95
31,63,40,60,1,3,95
69,64,40,60,1,3,95
20,64,40,60,1,3,93
29,64,40,60,1,3,97
123,69,41,62,1,3,123
136,74,43,60,1,3,142
60,74,43,60,1,3,163
89,60,41,62,1,3,183
169,65,42,66,1,3,207
203,69,43,66,1,1,231
322,93,43,66,1,1,233
5,93,43,66,1,1,231
68,93,43,66,1,1,260
99,93,43,66,1,1,327
47,93,43,66,1,1,357
4,93,43,66,1,1,357
8,93,43,66,1,1,357
33,93,43,66,1,1,357
171,90,43,58,1,1,367
86,90,41,58,1,1,389
37,89,41,58,0,1,413
36,89,41,58,0,1,435
39,86,40,56,0,1,461
34,85,40,54,0,1,481
18,85,39,54,0,1,485
17,85,39,54,0,1,485
13,85,39,54,0,1,485
14,85,40,54,0,1,485
14,83,38,56,0,1,483
9,83,38,56,0,1,483
15,83,37,56,0,1,485
9,83,37,56,0,1,485
23,83,37,56,0,1,495
96,83,37,56,0,1,545
102,84,37,56,0,1,587
80,81,37,54,0,1,629
40,83,37,54,0,1,629
22,84,37,56,0,1,629
17,83,37,56,0,1,629
17,83,37,56,0,1,629
14,83,37,44,0,1,629
9,82,37,40,0,1,629
66,83,37,42,0,1,629
56,83,35,56,0,1,629
62,87,35,56,0,1,629
161,95,34,56,0,1,629
0,95,34,56,0,1,629
62,97,36,56,0,1,631
17,95,35,52,0,0,635
114,103,34,52,0,0,637
62,106,36,52,0,0,637
38,106,36,52,0,0,635
3,106,36,52,0,0,631
30,107,36,52,0,0,631
24,106,37,34,0,0,631
82,109,37,34,0,0,631
267,130,37,32,0,0,614
127,136,36,32,0,0,576
25,137,36,32,0,0,576
29,137,36,32,0,0,576
14,137,36,30,0,0,576
47,136,36,30,0,0,579
54,136,36,30,0,0,593
24,136,36,30,0,0,590
9,131,36,28,0,0,564
21,124,36,28,0,0,545
22,124,36,28,0,0,526
30,121,37,26,0,0,506
12,116,36,22,0,0,482
15,100,36,20,0,0,458
141,84,38,26,0,0,456
77,85,38,26,0,0,456
53,85,38,26,0,0,427
40,85,38,26,0,0,360
44,86,38,28,0,0,328
21,86,38,28,0,0,328
8,86,38,28,0,0,328
8,86,38,28,0,0,326
10,86,38,28,0,0,302
16,86,38,28,0,0,280
15,86,38,28,0,0,257
116,96,40,28,0,0,234
18,96,40,28,0,0,210
87,99,42,30,0,0,191
154,114,42,30,0,0,189
66,119,42,30,0,0,189
3,119,42,30,0,0,187
7,119,42,30,0,0,189
3,119,42,28,0,0,189
9,119,42,28,0,0,191
9,119,42,28,0,0,189
0,119,42,28,0,0,189
32,120,42,28,0,0,181
17,120,42,28,0,0,131
23,119,42,28,0,0,91
14,120,42,28,0,0,49
70,118,41,28,0,0,49
74,117,41,26,0,0,49
56,117,41,26,0,0,49
3,117,41,26,0,0,49
96,117,41,26,0,0,51
45,117,41,26,0,0,51
78,116,41,24,0,0,52
7,114,41,10,0,0,56
31,112,41,10,0,0,56
121,104,38,10,0,0,56
35,104,38,10,0,0,56
123,113,39,10,0,0,54
6,112,39,10,0,0,50
3,104,38,10,0,0,46
333,123,38,14,1,1,44
13,122,38,14,1,1,44
3,122,38,14,1,1,44
109,131,38,14,1,1,44
34,130,39,14,1,1,44
41,125,39,14,1,1,44
42,101,38,14,1,1,44
42,93,36,14,1,1,44
40,94,36,18,1,1,44
16,94,36,18,1,1,44
20,94,36,18,1,1,44
27,94,36,18,1,1,43
13,94,36,18,1,1,29
0,94,36,18,1,1,28
10,94,36,18,1,1,28
4,94,36,18,1,1,28
18,94,36,22,1,1,29
27,94,36,24,1,1,29
17,94,36,24,1,1,29
16,94,36,24,1,1,31
9,86,34,18,1,1,31
13,85,33,18,1,1,31
50,85,33,18,1,1,33
7,85,33,18,1,1,33
16,85,34,16,1,1,33
17,85,34,16,1,1,33
7,85,34,16,1,1,33
10,85,34,16,1,1,35
6,85,34,16,1,1,35
9,85,34,16,1,1,33
26,85,33,16,1,1,40
16,75,33,16,1,1,43
6,75,33,16,0,1,41
3,72,32,14,0,1,40
12,57,32,14,0,1,38
16,53,32,14,0,1,38
139,66,32,14,0,1,38
89,72,32,14,0,1,38
9,72,32,14,0,1,38
26,73,32,14,0,1,36
11,73,32,14,0,1,36
33,74,32,14,0,1,36
12,74,33,14,0,1,34
31,74,33,14,0,1,34
9,74,33,14,0,1,32
58,76,37,14,0,1,32
195,92,37,14,0,1,34
12,92,37,14,0,1,34
6,92,37,14,0,1,34
6,92,37,14,0,1,34
17,92,37,14,0,1,34
18,92,37,14,0,1,38
12,92,37,14,0,1,41
6,92,37,14,0,1,37
9,90,37,14,0,1,37
10,90,37,14,0,1,37
9,90,37,14,0,1,37
3,79,36,14,0,1,37
3,79,36,14,0,1,37
3,79,36,14,0,1,37
73,56,35,10,0,0,60
173,66,34,10,0,0,74
89,72,35,10,0,0,91
327,82,32,10,0,0,137
56,84,34,10,0,0,143
26,84,34,10,0,0,145
27,84,34,10,0,0,149
169,97,34,12,0,0,155
24,95,34,8,0,0,159
22,95,34,8,0,0,161
54,96,34,10,0,0,162
11,96,34,10,0,0,161
113,103,34,10,0,0,161
41,107,34,10,0,0,161
7,107,34,10,0,0,163
1,107,34,10,0,0,163
5,107,34,6,0,0,160
6,106,34,4,0,0,160
44,107,35,6,0,0,160
12,107,34,6,0,0,158
15,107,35,6,0,0,158
49,109,37,8,0,0,160
16,109,37,8,0,0,161
42,110,37,10,0,0,167
42,109,37,10,0,0,169
35,109,36,10,0,0,171
21,109,36,10,0,0,173
20,109,36,10,0,0,171
23,109,36,10,0,0,171
22,109,36,10,0,0,173
50,109,36,10,0,0,183
55,109,36,10,0,0,191
24,109,36,10,0,0,191
28,109,36,10,0,0,193
37,109,36,10,0,0,193
33,108,36,10,0,0,193
33,95,36,10,0,0,197
34,89,36,10,0,0,197
34,89,36,10,0,0,201
26,88,36,10,0,0,205
21,88,36,10,0,0,207
15,87,36,10,0,0,207
16,86,36,10,0,0,207
8,86,35,10,0,0,207
35,86,35,10,0,0,221
40,83,35,10,0,0,237
13,67,35,10,0,0,236
43,68,35,10,0,0,238
0,68,35,10,0,0,238
2,68,35,10,0,0,238
36,71,37,10,1,1,238
108,80,39,16,1,1,236
318,104,39,16,1,1,234
147,117,39,16,1,1,234
17,117,39,16,1,1,234
20,117,39,16,1,1,236
164,128,39,16,1,1,236
50,128,39,16,1,1,236
72,128,39,16,1,1,240
105,128,39,16,1,1,258
101,129,39,18,1,1,246
35,119,39,18,1,1,232
52,114,39,20,1,1,216
21,94,39,20,1,1,170
25,92,38,20,1,1,164
23,92,38,20,1,1,164
21,92,38,20,1,1,160
14,79,36,18,1,1,154
18,79,36,18,1,1,150
88,85,38,20,1,1,150
29,84,38,18,1,1,151
56,84,38,18,1,1,152
70,77,37,18,1,1,156
59,73,37,18,1,1,156
59,73,37,18,1,1,158
19,73,37,18,1,1,162
47,73,37,18,1,1,164
35,73,37,18,1,1,168
5,72,36,16,1,1,170
3,72,36,16,1,1,172
6,72,36,16,1,1,174
12,70,34,14,1,1,174
49,71,34,14,0,1,173
50,70,34,12,0,1,169
36,70,34,12,0,1,175
113,70,34,12,0,1,194
176,74,35,20,1,2,221
107,75,35,26,1,2,231
66,76,35,30,1,2,238
32,77,35,30,1,2,236
86,78,35,30,1,2,234
95,78,35,32,1,2,240
32,79,35,32,1,2,243
10,79,35,32,1,2,241
101,82,35,38,4,5,242
58,84,37,52,4,5,242
40,85,37,54,4,5,238
120,87,37,86,4,5,244
59,88,38,86,4,5,250
39,88,38,86,4,5,249
135,98,38,86,4,5,253
93,106,38,86,4,5,253
8,106,38,86,4,5,255
30,108,38,86,4,5,257
28,108,38,86,4,5,243
175,109,38,86,4,5,231
24,111,38,88,4,5,230
61,111,38,88,4,5,228
44,112,39,88,4,5,228
3,112,39,88,4,5,228
8,109,37,88,4,4,226
35,102,38,82,4,4,224
0,78,38,82,4,4,222
33,66,38,82,4,4,222
0,66,38,82,4,4,222
7,66,38,82,4,4,220
30,55,34,82,4,4,220
6,55,34,82,4,4,220
8,55,34,82,3,4,216
35,56,34,82,3,4,198
12,55,34,80,3,4,190
92,63,34,80,3,4,190
33,64,37,78,3,4,189
348,92,37,96,3,4,191
10,92,37,96,3,4,193
14,92,37,96,3,4,191
21,93,37,96,0,4,191
12,93,36,96,0,4,191
6,93,36,96,0,4,191
17,87,35,94,0,4,189
69,87,35,94,0,4,187
63,87,35,94,0,4,185
298,108,37,94,0,4,181
40,109,37,96,0,4,181
18,109,37,96,0,4,177
61,110,38,96,0,4,173
128,120,40,96,0,4,171
22,120,40,96,0,4,167
64,120,40,96,0,4,165
67,120,40,96,0,4,163
27,120,40,96,0,4,161
19,120,40,96,0,4,159
21,119,40,96,0,4,157
9,119,40,96,0,4,155
20,119,40,96,0,4,147
21,119,40,96,0,4,126
73,116,41,88,0,3,97
6,115,41,82,0,3,87
181,131,43,78,0,3,80
80,134,43,78,0,3,80
45,-1,-1,-1,-1,-1,-1
42,-1,-1,-1,-1,-1,-1
97,-1,-1,-1,-1,-1,-1
73,-1,-1,-1,-1,-1,-1
175,-1,-1,-1,-1,-1,-1
79,-1,-1,-1,-1,-1,-1
74,-1,-1,-1,-1,-1,-1
316,-1,-1,-1,-1,-1,-1
122,-1,-1,-1,-1,-1,-1
73,-1,-1,-1,-1,-1,-1
53,-1,-1,-1,-1,-1,-1
65,-1,-1,-1,-1,-1,-1
54,-1,-1,-1,-1,-1,-1
42,-1,-1,-1,-1,-1,-1
25,-1,-1,-1,-1,-1,-1
30,-1,-1,-1,-1,-1,-1
98,-1,-1,-1,-1,-1,-1
25,-1,-1,-1,-1,-1,-1
49,-1,-1,-1,-1,-1,-1
49,-1,-1,-1,-1,-1,-1
62,-1,-1,-1,-1,-1,-1
73,-1,-1,-1,-1,-1,-1
61,-1,-1,-1,-1,-1,-1
120,-1,-1,-1,-1,-1,-1
105,-1,-1,-1,-1,-1,-1
46,-1,-1,-1,-1,-1,-1
40,-1,-1,-1,-1,-1,-1
40,-1,-1,-1,-1,-1,-1
30,-1,-1,-1,-1,-1,-1
63,-1,-1,-1,-1,-1,-1
111,-1,-1,-1,-1,-1,-1
33,-1,-1,-1,0,-1,-1
40,-1,-1,-1,0,-1,-1
79,-1,-1,-1,0,-1,-1
33,-1,-1,-1,0,-1,-1
45,-1,-1,-1,0,-1,-1
153,-1,-1,-1,0,-1,-1
69,-1,-1,-1,0,-1,-1
74,-1,-1,-1,0,-1,-1
80,-1,-1,-1,0,-1,-1
63,-1,-1,-1,0,-1,-1
85,-1,-1,-1,0,-1,-1
93,-1,-1,-1,0,-1,-1
368,-1,-1,-1,0,-1,-1
44,-1,-1,-1,0,-1,-1
23,-1,-1,-1,0,-1,-1
176,-1,-1,-1,0,-1,-1
317,-1,-1,-1,0,-1,-1
124,-1,-1,-1,0,-1,-1
41,-1,-1,-1,0,-1,-1
30,-1,-1,-1,0,-1,-1
79,-1,-1,-1,0,-1,-1
39,-1,-1,-1,0,-1,-1
218,-1,-1,-1,0,-1,-1
47,-1,-1,-1,0,-1,-1
50,-1,-1,-1,0,-1,-1
40,-1,-1,-1,0,-1,-1
53,-1,-1,-1,0,-1,-1
43,-1,-1,-1,0,-1,-1
31,148,46,2069,0,0,148
30,148,46,2070,0,0,140
43,148,46,2090,0,0,130
68,148,47,2080,0,0,120
30,147,47,2079,0,0,113
60,140,47,2066,0,0,103
104,141,48,2056,0,0,103
177,140,48,2044,0,0,105
47,118,47,2004,0,0,105
37,115,45,1982,0,0,103
44,115,45,1962,0,0,97
56,114,45,1972,0,0,97
147,119,45,1970,0,0,93
34,120,45,1961,0,0,93
20,120,45,1942,0,0,92
23,120,45,1942,0,0,92
33,120,45,1942,0,0,92
68,119,44,1922,0,0,92
53,122,44,1910,0,0,92
0,122,44,1870,0,0,92
41,122,44,1880,0,0,92
33,122,44,1880,0,0,92
118,122,44,1860,0,0,92
117,122,44,1850,0,0,92
63,122,44,1840,0,0,92
41,122,44,1840,0,0,92
37,123,44,1830,0,0,92
62,123,44,1820,0,0,100
79,125,44,1810,0,0,118
101,125,44,1810,0,0,137
41,124,44,1799,0,0,137
48,118,42,1790,0,0,137
39,118,42,1790,0,0,137
66,119,42,1794,0,0,139
40,117,42,1786,0,0,141
49,118,42,1776,0,0,143
38,118,43,1766,0,0,144
53,110,41,1766,0,0,147
55,111,40,1760,0,0,149
42,111,40,1756,0,0,153
87,112,41,1752,0,0,157
37,111,41,1736,0,0,157
93,115,44,1736,0,0,157
52,115,44,1736,0,0,153
594,121,42,1744,0,0,123
50,121,42,1744,0,0,123
34,121,42,1744,0,0,127
53,110,42,1744,0,0,129
33,82,42,1734,0,0,131
50,75,40,1724,0,0,133
37,75,40,1704,0,0,137
98,78,40,1718,0,0,143
78,78,42,1728,0,0,151
56,78,42,1720,0,0,157
68,60,40,1718,0,0,161
269,76,42,1718,0,0,161
66,76,41,1728,0,0,161
54,77,41,1708,0,0,161
77,78,41,1708,0,0,161
120,83,41,1700,0,0,161
91,87,42,1710,0,0,161
127,94,42,1710,0,0,163
43,94,42,1710,0,0,163
52,93,39,1700,0,0,164
30,93,39,1700,0,0,164
56,93,39,1710,0,0,158
30,91,39,1710,0,0,152
101,94,41,1725,0,0,144
38,94,41,1758,0,0,136
35,94,41,1778,0,0,131
80,95,42,1788,0,0,130
251,115,43,1778,0,0,122
89,114,42,1770,0,0,122
82,113,42,1798,0,0,132
112,117,42,1808,0,0,141
112,122,42,1818,0,0,149
198,136,42,1808,0,0,153
40,133,42,1816,0,0,153
38,130,40,1838,0,0,153
44,130,40,1878,0,0,154
47,130,40,1858,0,0,154
139,131,41,1860,0,0,154
33,131,41,1870,0,0,154
40,131,41,1890,0,0,154
20,131,41,1880,0,0,154
30,131,41,1880,0,0,154
123,133,43,1902,0,0,154
79,135,43,1912,0,0,151
283,156,45,1904,0,0,133
197,168,45,1914,0,0,114
159,175,46,1916,0,0,118
232,188,46,1908,0,0,126
73,188,46,1918,0,0,139
48,187,46,1908,0,0,143
60,187,46,1916,0,0,143
39,186,46,1928,0,0,141
61,186,46,1938,0,0,140
64,186,46,1938,0,0,137
29,185,45,1928,0,0,135
42,185,44,1928,0,0,131
37,183,42,1926,0,0,127
33,183,42,1936,0,0,125
45,179,42,1936,0,0,123
48,179,42,1936,0,0,121
44,155,42,1936,0,0,117
36,155,42,1926,0,0,115
69,156,42,1946,0,0,111
26,156,42,1926,0,0,109
166,163,42,1946,1,1,107
106,163,42,1936,1,1,105
41,163,42,1950,1,1,101
69,162,43,1936,2,2,95
91,161,42,1926,2,2,87
55,161,42,1928,2,2,81
134,161,44,1928,2,2,81
145,145,44,1928,2,2,95
205,149,45,1930,2,2,106
121,148,45,1940,3,3,123
69,146,45,1950,4,4,136
106,143,45,1944,4,4,152
79,139,45,1944,4,4,152
11,132,44,1924,4,4,150
44,132,44,1928,4,4,150
38,132,44,1928,4,4,155
46,132,44,1928,4,4,160
98,134,46,1908,4,4,168
83,135,47,1898,4,4,175
60,131,46,1893,4,4,175
84,132,46,1898,4,4,175
205,134,46,1902,4,4,174
131,134,46,1902,4,4,175
102,114,45,1912,4,4,175
195,112,47,1906,4,4,173
68,113,47,1898,4,4,163
167,109,44,1898,4,4,154
132,104,44,1898,4,4,146
37,90,41,1908,4,4,142
49,90,41,1908,4,4,142
200,103,40,1914,4,4,142
89,107,40,1914,4,4,141
88,107,40,1914,3,4,141
84,106,40,1912,3,4,141
124,107,41,1912,3,4,141
35,107,41,1902,2,4,141
40,107,41,1922,2,4,141
131,107,41,1922,2,4,141
41,104,40,1910,2,4,141
37,103,40,1900,2,4,138
104,80,40,1898,2,4,138
94,70,40,1888,1,4,138
90,63,40,1892,0,4,134
37,49,38,1880,0,4,126
184,57,38,1868,0,4,115
119,59,38,1868,0,4,109
66,63,38,1850,0,4,108
113,63,38,1858,11,15,108
148,65,40,1850,11,15,108
136,66,40,1842,11,15,108
70,66,40,1862,11,15,110
158,66,40,1862,11,15,110
72,66,40,1862,11,15,111
87,67,41,1854,11,15,112
168,69,41,1844,11,15,115
176,70,41,1836,11,15,116
121,72,41,1845,11,15,118
101,73,41,1848,11,15,129
264,72,41,1838,11,15,160
83,72,41,1848,11,15,160
56,66,41,1828,11,14,160
139,68,42,1830,11,14,160
207,69,42,1818,11,14,162
174,68,42,1808,11,13,162
191,75,42,1808,11,13,162
49,76,42,1806,11,13,165
49,77,42,1806,11,13,161
81,77,42,1808,11,13,147
159,83,41,1802,11,13,136
60,83,41,1812,11,12,119
64,87,40,1812,11,11,106
34,85,40,1816,11,11,90
71,88,40,1806,11,11,90
84,89,40,1818,11,11,90
44,89,40,1804,11,11,90
41,90,40,1804,11,11,84
61,92,40,1818,11,11,79
59,90,40,1828,11,11,71
57,90,40,1838,11,11,70
79,90,40,1840,0,11,72
47,89,40,1832,0,11,74
97,87,40,1820,0,11,74
80,87,41,1810,0,11,72
100,89,40,1810,0,11,74
66,88,39,1806,0,11,78
94,87,38,1806,0,11,80
86,88,39,1806,0,11,82
247,110,39,1796,0,11,84
160,123,39,1798,0,11,84
42,123,39,1798,0,11,84
35,111,38,1792,0,11,84
99,107,38,1804,0,11,84
21,107,38,1804,0,11,84
33,107,38,1804,0,11,84
34,106,38,1804,0,11,84
150,106,38,1804,0,11,84
185,111,39,1798,8,19,84
104,112,40,1818,8,19,84
30,112,40,1818,8,19,84
26,111,40,1808,8,19,82
30,111,40,1818,8,19,82
32,109,40,1818,8,19,82
44,109,40,1822,8,19,82
24,109,39,1832,8,19,84
25,102,40,1824,8,19,82
62,100,40,1834,8,19,82
33,96,40,1844,8,19,81
129,105,39,1842,8,8,82
61,103,39,1850,8,8,82
45,102,39,1858,8,8,83
40,102,39,1858,8,8,81
30,102,38,1848,8,8,81
41,102,38,1848,8,8,82
45,101,38,1866,8,8,82
125,99,38,1876,8,8,83
85,98,38,1864,8,8,85
77,97,37,1867,8,8,87
42,96,37,1864,8,8,80
45,96,36,1864,8,8,52
57,96,36,1869,8,8,56
69,95,37,1884,8,8,63
67,94,37,1882,8,8,65
49,93,36,1890,8,8,63
42,92,35,1890,8,8,66
86,85,35,1900,8,8,74
75,84,35,1900,8,8,79
106,84,35,1902,8,8,85
19,83,35,1870,8,8,90
92,76,36,1842,0,8,91
175,88,38,1824,0,8,91
42,84,38,1814,0,8,91
43,84,38,1804,0,8,91
50,81,38,1804,0,8,91
38,80,38,1812,0,8,91
135,80,37,1812,0,8,91
74,78,37,1824,0,8,91
33,76,37,1810,0,8,91
129,77,37,1790,0,8,91
110,76,37,1780,0,8,85
49,76,37,1768,0,8,83
72,76,36,1768,0,8,81
44,76,36,1776,0,8,81
31,75,36,1776,0,8,81
66,73,36,1766,0,8,79
148,72,36,1770,0,8,75
90,72,36,1764,0,8,73
45,74,37,1764,0,8,71
55,52,37,1764,0,8,69
111,39,36,1742,0,8,69
41,39,36,1742,0,8,69
22,38,36,1732,0,8,69
214,45,36,1710,0,8,69
158,52,36,1724,1,9,69
48,52,36,1724,1,9,69
56,52,36,1724,1,9,69
205,52,36,1714,1,9,69
76,47,34,1700,1,1,69
145,47,34,1682,1,1,69
214,47,34,1672,1,1,69
120,47,34,1676,1,1,69
255,48,34,1674,1,1,69
51,48,33,1674,1,1,69
24,48,33,1654,1,1,69
199,50,34,1674,1,1,69
88,50,35,1694,1,1,69
163,50,34,1684,1,1,69
136,50,34,1684,1,1,71
53,41,34,1678,1,1,70
103,42,36,1668,1,1,72
41,42,36,1660,2,2,71
96,45,37,1651,2,2,71
61,45,37,1661,2,2,71
160,45,37,1666,2,2,69
101,47,37,1658,2,2,68
47,47,37,1658,2,2,64
192,49,39,1688,2,2,61
137,48,39,1666,2,2,58
72,48,39,1666,2,2,54
66,48,39,1665,2,2,51
48,48,39,1661,2,2,47
21,48,39,1646,2,2,40
80,47,39,1646,2,2,42
151,48,39,1648,2,2,46
135,48,39,1658,2,2,49
42,48,39,1648,1,2,43
48,48,39,1658,1,2,37
39,47,39,1660,1,2,34
48,48,39,1690,1,2,34
41,45,39,1718,1,2,33
