UniqSrcIPs,DNSCount,ARPCount,UDPCount,HTTPCount,CorJSCount
16,244,0,0,2,0
15,260,0,0,2,0
15,260,0,0,2,0
16,260,0,0,2,0
16,276,0,0,2,0
17,282,0,0,2,0
17,282,0,0,2,0
14,280,2,0,0,2
14,252,2,0,0,6
14,224,2,0,0,6
13,234,2,0,0,6
13,228,2,0,0,6
12,212,2,0,0,6
12,226,4,0,0,6
12,192,4,0,0,6
12,170,2,0,0,4
14,170,2,0,0,0
13,180,2,0,0,0
13,190,2,0,0,0
16,196,2,0,0,0
18,190,2,0,0,0
18,180,0,0,0,0
19,200,0,0,0,0
20,230,0,0,0,0
21,262,0,0,2,0
24,234,0,0,2,0
22,206,0,0,2,0
20,216,0,0,2,0
22,216,0,0,2,0
25,216,0,0,2,0
25,206,0,0,2,0
24,186,0,0,2,0
22,164,0,0,0,0
23,194,0,0,0,1
24,222,0,0,0,1
23,212,0,0,0,1
20,204,0,0,0,1
17,200,0,0,0,1
17,226,0,0,0,1
17,236,0,0,0,1
17,226,0,0,0,1
13,204,0,0,0,0
13,184,0,0,0,0
12,164,0,0,0,0
12,178,0,0,0,0
14,192,0,0,2,0
14,166,0,0,2,0
14,146,0,0,2,0
14,186,0,0,2,0
12,198,0,0,2,0
12,208,0,0,2,0
10,218,0,0,2,0
10,222,0,0,2,0
12,216,2,0,0,0
12,232,2,0,0,0
12,240,2,0,0,0
12,202,2,0,0,0
14,232,2,0,0,0
14,232,2,0,0,0
14,242,2,0,0,0
12,236,2,0,0,0
10,228,0,0,0,0
9,242,0,0,0,0
12,250,0,0,0,0
14,252,0,0,0,0
11,230,0,0,0,0
13,260,0,0,0,0
13,250,0,0,0,0
14,266,0,0,0,0
15,270,2,0,0,0
15,260,2,0,0,0
14,248,2,0,0,0
12,250,2,0,0,0
10,250,4,0,0,0
15,222,4,0,0,0
15,202,4,0,0,0
16,192,4,0,0,0
16,202,2,0,0,0
16,202,2,0,0,0
17,238,2,0,0,0
17,262,2,0,0,0
16,256,0,0,2,1
13,258,0,0,2,1
14,304,0,0,2,1
13,304,0,0,2,1
13,284,0,0,2,1
15,286,0,0,2,1
12,266,0,0,2,1
13,256,0,0,2,1
15,266,0,0,0,0
17,252,0,0,2,0
17,222,0,0,2,0
16,226,0,0,2,0
18,236,0,0,2,0
20,238,0,0,2,4
21,250,0,0,2,6
21,250,0,0,2,6
21,236,0,0,2,6
18,248,0,0,0,6
16,252,0,0,0,6
18,272,0,0,2,6
15,282,0,0,2,6
14,268,0,0,2,2
12,216,0,0,2,0
14,194,0,0,2,0
16,206,2,0,2,0
14,194,2,0,2,1
14,204,2,0,2,1
12,170,2,0,0,1
14,130,2,0,0,1
14,146,2,0,0,1
12,182,2,0,0,1
8,196,2,0,0,1
7,174,0,0,0,1
6,174,0,0,0,0
6,174,0,0,0,0
6,184,0,0,0,0
6,204,0,0,0,0
6,210,0,0,0,0
6,200,0,0,0,0
6,212,0,0,0,0
5,232,0,0,0,0
5,252,0,0,0,0
6,262,0,0,0,0
6,262,0,0,0,0
4,276,0,0,0,0
3,250,0,0,0,0
7,234,0,0,0,1
7,220,0,0,0,1
7,210,0,0,0,1
7,190,0,0,0,1
8,190,0,0,0,1
8,200,0,0,0,1
9,196,0,0,0,1
11,190,0,0,0,1
12,220,0,0,0,0
12,244,0,0,0,0
12,254,0,0,0,0
13,266,0,0,0,0
11,250,0,0,0,0
11,250,0,0,0,0
9,250,0,0,0,0
9,272,0,0,0,0
9,260,0,0,0,0
9,226,0,0,0,0
8,196,0,0,0,0
6,164,0,0,0,0
8,140,0,0,0,0
8,100,0,0,0,0
8,80,0,0,0,0
10,48,0,0,0,0
9,54,0,0,0,0
11,90,0,0,2,0
12,128,0,0,2,0
14,144,0,0,2,0
12,186,0,0,2,0
11,221,0,0,2,0
13,246,0,0,2,0
14,276,0,0,2,0
14,282,0,0,2,0
13,260,0,0,0,0
13,266,0,0,0,0
13,302,0,0,0,0
13,260,0,0,0,0
16,237,0,0,0,0
15,222,0,0,0,0
15,238,0,0,0,0
15,222,0,0,0,0
13,248,0,0,0,0
14,234,0,0,0,0
14,182,0,0,0,0
13,192,0,0,0,0
10,224,0,0,0,0
11,220,0,0,0,0
11,214,0,0,0,0
9,200,0,0,0,0
9,160,0,0,0,0
7,170,0,0,0,0
7,222,0,0,0,0
9,240,0,0,0,0
10,206,0,0,0,0
9,190,0,0,0,0
9,167,0,0,0,0
12,184,0,0,2,0
12,192,0,0,2,0
11,164,0,0,2,0
11,112,0,0,2,0
11,86,0,0,2,0
10,96,0,0,2,0
10,116,0,0,2,0
10,119,0,0,2,0
11,142,0,0,0,0
13,144,0,0,0,0
11,152,0,0,0,0
13,194,0,0,0,0
13,212,0,0,0,0
13,196,0,0,2,0
13,226,0,0,2,0
13,236,0,0,2,0
14,218,0,0,2,0
13,208,0,0,2,0
14,210,0,0,2,0
20,198,0,0,2,0
21,212,0,0,2,0
22,246,0,0,0,0
23,228,0,0,0,1
23,228,0,0,0,1
21,230,0,0,0,1
23,270,0,0,0,1
22,272,0,0,0,1
16,258,0,0,0,1
15,258,0,0,0,1
12,246,0,0,0,1
12,254,0,0,0,0
12,260,0,0,0,0
13,276,0,0,0,0
11,272,0,0,0,0
11,278,0,0,0,0
11,282,0,0,0,0
11,288,0,0,0,0
11,302,0,0,0,0
9,272,0,0,0,0
7,246,0,0,0,0
9,236,0,0,0,0
9,224,0,0,0,0
11,224,0,0,0,0
12,240,0,0,0,0
12,230,0,0,0,0
12,220,0,0,0,0
11,240,0,0,0,0
11,260,0,0,0,0
10,250,0,0,0,0
10,256,0,0,0,0
9,250,0,0,0,0
7,260,0,0,0,0
9,254,2,0,0,0
9,250,2,0,0,0
9,248,2,0,0,0
9,244,2,0,0,0
7,234,2,0,0,0
7,218,2,0,0,0
8,230,2,0,0,0
8,204,2,0,0,0
12,210,0,0,0,0
12,204,0,0,0,0
12,206,0,0,0,0
10,224,0,0,0,0
10,230,0,0,0,0
10,266,0,0,0,0
11,250,0,0,0,0
11,250,0,0,0,0
9,254,0,0,0,0
9,250,0,0,0,0
11,254,4,0,0,0
11,246,4,0,0,0
11,240,4,0,0,0
11,220,4,0,0,0
9,250,4,0,0,0
9,280,4,0,0,0
10,298,4,0,0,1
10,302,4,0,0,1
7,318,0,0,0,1
9,316,0,0,0,1
11,328,0,0,0,1
11,320,0,0,0,1
14,314,0,0,0,1
18,274,0,0,0,1
17,256,0,0,0,0
17,272,0,0,0,0
19,266,0,0,0,0
17,252,0,0,0,0
15,272,0,0,0,0
15,250,0,0,0,0
16,206,0,0,0,0
11,196,0,0,0,0
11,194,0,0,0,0
10,168,0,0,0,0
8,134,0,0,0,0
8,138,0,0,0,0
10,102,0,0,0,0
12,132,0,0,0,0
13,166,0,0,0,0
13,202,0,0,0,0
12,192,0,0,0,0
12,204,0,0,0,0
16,226,0,0,0,1
16,212,0,0,0,1
16,226,0,0,0,1
14,217,0,0,0,1
13,214,0,0,0,1
17,188,0,0,0,1
14,198,0,0,0,1
14,194,0,0,0,1
10,162,2,0,0,0
13,192,2,0,0,0
15,192,2,0,0,2
16,199,4,0,0,4
16,188,4,0,0,4
17,188,4,0,0,4
19,176,4,0,0,4
21,188,4,0,0,4
23,212,2,0,0,4
23,208,2,0,0,4
21,188,2,0,0,2
18,180,0,0,0,0
18,190,0,0,0,0
14,204,0,0,0,0
14,210,0,0,0,0
14,204,0,0,0,0
12,216,0,0,0,0
13,210,0,0,0,0
13,222,0,0,2,0
15,229,0,0,2,0
14,232,0,0,2,0
14,248,0,0,2,0
14,242,0,0,2,0
13,248,0,0,2,0
13,252,0,0,2,0
13,242,0,0,2,0
12,272,0,0,0,0
15,265,0,0,0,1
13,266,0,0,0,2
13,242,0,0,0,2
14,252,0,0,0,2
13,262,0,0,0,2
14,256,0,0,0,2
16,252,0,0,0,2
15,244,0,0,0,2
18,240,0,0,0,1
16,216,0,0,0,0
15,210,0,0,0,0
14,210,0,0,0,0
14,180,0,0,0,0
16,192,0,0,14,0
16,206,0,0,14,0
17,202,0,0,14,0
16,194,0,0,18,0
16,204,0,0,18,0
15,218,0,0,18,0
15,214,0,0,18,0
16,240,0,0,18,0
14,200,0,0,4,0
13,180,0,0,4,0
15,150,0,0,4,0
14,174,0,0,0,0
14,174,0,0,0,0
15,178,0,0,0,0
15,193,0,0,0,0
13,190,0,0,0,0
13,188,0,0,0,0
13,194,0,0,0,0
11,194,0,0,0,0
11,162,0,0,0,0
12,162,0,0,0,0
12,144,0,0,0,0
12,133,0,0,0,0
11,110,0,0,0,0
9,126,0,0,0,0
11,120,0,0,0,0
10,130,0,0,0,0
12,140,0,0,0,0
12,130,0,0,0,0
12,150,0,0,0,0
13,140,0,0,0,0
13,140,0,0,0,0
12,120,0,0,0,0
13,114,0,0,2,0
15,114,0,0,2,0
18,124,0,0,2,0
18,134,0,0,2,0
19,124,0,0,2,0
19,128,0,0,2,0
19,124,0,0,2,0
19,144,2,0,2,0
18,164,2,0,0,0
16,170,2,0,0,0
14,170,2,0,0,0
14,190,2,0,0,0
12,200,2,0,0,0
12,176,2,0,0,0
13,200,2,0,0,0
10,210,0,0,0,0
12,206,0,0,0,0
15,220,0,0,0,0
15,200,0,0,0,0
17,182,0,0,0,0
17,202,0,0,0,0
17,232,0,0,0,0
17,222,0,0,0,0
17,220,0,0,0,0
17,202,0,0,0,0
12,162,0,0,0,0
13,152,0,0,0,0
13,130,0,0,0,0
14,84,0,0,0,0
14,75,0,0,0,0
13,60,0,0,0,0
11,72,0,0,0,0
11,80,0,0,0,0
12,110,0,0,0,0
11,124,0,0,0,0
10,146,0,0,0,0
8,170,0,0,0,0
9,175,0,0,0,0
11,194,0,0,0,0
11,170,0,0,0,0
11,200,0,0,0,0
12,190,0,0,0,0
12,200,0,0,0,0
12,204,0,0,0,0
12,210,0,0,0,0
12,200,0,0,0,0
12,216,0,0,0,0
16,210,6,0,0,0
16,210,6,0,0,0
15,220,6,0,0,0
16,216,6,0,0,0
16,220,6,0,0,0
16,220,6,0,0,0
14,240,6,0,0,0
15,226,6,0,2,0
16,232,0,0,2,0
14,212,0,0,2,0
14,212,0,0,2,0
15,232,0,0,2,0
15,232,0,0,2,0
16,228,0,0,2,0
15,202,0,0,2,0
12,216,0,0,0,0
12,230,2,0,0,2
14,230,2,0,0,2
14,224,2,0,0,2
14,200,2,0,0,2
14,190,4,0,0,2
13,184,4,0,0,2
15,190,4,0,0,2
14,170,4,0,0,2
17,180,2,0,0,0
19,194,2,0,0,0
19,186,2,0,0,0
19,202,2,0,0,0
17,210,0,0,0,0
16,210,0,0,0,0
14,200,0,0,0,0
13,230,0,0,0,0
11,216,0,0,0,0
9,236,0,0,0,0
10,260,0,0,0,0
10,258,0,0,0,0
10,240,0,0,0,0
10,226,0,0,0,0
10,230,0,0,0,0
13,200,0,0,0,0
14,194,0,0,0,0
15,190,0,0,0,0
12,170,0,0,0,0
12,160,0,0,0,0
13,192,0,0,2,1
13,202,0,0,2,1
13,222,0,0,2,1
11,232,0,0,2,1
11,242,0,0,2,1
11,226,0,0,2,1
11,232,0,0,2,1
14,240,0,0,2,1
10,220,0,0,0,0
10,234,0,0,0,0
14,228,0,0,0,0
16,210,0,0,0,0
16,210,0,0,0,0
15,186,0,0,0,0
15,190,0,0,0,0
12,192,0,0,0,0
14,190,2,0,0,0
12,180,2,0,0,0
12,186,2,0,0,0
12,200,2,0,0,0
14,192,2,0,0,0
14,240,2,0,0,0
14,230,2,0,0,0
14,240,2,0,0,0
13,260,0,0,0,0
14,282,0,0,14,0
14,272,0,0,14,0
16,276,0,0,14,0
15,296,0,0,14,0
15,258,0,0,14,0
17,282,0,0,16,1
17,282,0,0,16,1
17,262,0,0,16,1
17,246,0,0,2,1
17,236,0,0,2,1
20,246,0,0,2,1
20,224,0,0,2,1
19,236,0,0,2,1
12,234,0,0,0,0
12,224,0,0,0,0
14,234,0,0,0,0
16,224,0,0,0,0
14,264,0,0,0,0
11,244,0,0,0,0
15,264,0,0,0,0
14,264,0,0,0,0
13,270,0,0,0,0
16,260,0,0,0,0
17,240,0,0,0,0
17,250,0,0,0,0
17,200,0,0,0,0
17,220,0,0,0,0
18,226,0,0,0,0
19,225,2,0,0,0
19,201,2,0,0,0
17,211,2,0,0,0
17,207,2,0,0,0
17,207,2,0,0,0
17,251,2,0,0,0
16,261,2,0,0,0
13,251,2,0,0,0
12,270,0,0,0,0
15,266,0,0,0,0
15,246,0,0,0,0
18,272,0,0,0,0
17,290,0,0,0,0
16,256,0,0,0,0
17,236,0,0,0,0
17,214,0,0,0,0
17,170,0,0,0,0
17,160,0,0,0,0
16,160,0,0,0,0
15,148,0,0,0,0
9,101,0,0,0,0
11,120,0,0,0,0
10,124,0,0,0,0
10,136,0,0,0,0
12,160,0,0,0,0
12,170,0,0,0,0
12,210,0,0,0,0
12,200,0,0,0,0
12,219,0,0,0,0
12,214,0,0,0,0
12,214,0,0,0,0
12,226,2,0,0,0
13,226,2,0,0,0
14,220,2,0,0,0
14,180,2,0,0,0
13,180,2,0,0,0
13,162,2,0,2,0
13,148,2,0,2,0
15,124,2,0,2,0
15,96,0,0,2,0
17,66,0,0,2,0
15,82,0,0,2,0
15,72,0,0,2,0
15,72,0,0,2,0
14,100,0,0,0,0
16,110,0,0,0,0
18,122,0,0,0,0
18,142,0,0,0,0
18,142,0,0,0,0
18,132,0,0,0,0
18,156,0,0,0,0
19,198,0,0,14,0
17,192,0,0,14,0
17,188,0,0,14,0
17,198,0,0,14,0
17,178,0,0,14,0
14,208,0,0,14,0
14,208,0,0,14,0
15,214,0,0,14,0
15,192,0,0,0,0
15,198,0,0,0,0
15,202,0,0,0,0
14,192,0,0,0,0
13,192,0,0,0,0
17,174,0,0,0,0
18,154,0,0,0,0
14,134,0,0,0,0
15,108,0,0,1,1
16,80,0,0,4,2
18,60,0,0,4,2
18,38,0,0,4,2
18,28,0,0,4,2
15,40,0,0,4,2
15,44,0,0,4,2
17,40,0,0,4,2
17,46,0,0,3,1
16,46,0,0,2,0
15,46,0,0,2,0
12,46,0,0,2,0
13,84,0,0,2,0
12,74,0,0,2,0
12,80,0,0,2,0
13,114,0,0,2,0
13,134,0,0,2,0
15,142,2,0,0,1
15,158,2,0,0,1
15,172,2,0,0,1
14,154,2,0,0,1
15,160,2,0,0,1
17,170,2,0,0,1
16,150,2,0,0,1
16,140,2,0,0,1
13,160,0,0,0,0
15,156,0,0,0,0
20,162,0,0,0,0
20,164,0,0,2,0
20,172,0,0,2,0
21,178,0,0,2,0
20,158,0,0,2,0
23,138,0,0,2,0
21,108,0,0,2,0
20,96,0,0,2,0
21,76,0,0,2,0
20,54,4,0,0,0
19,32,4,0,0,0
16,32,4,0,0,0
16,32,4,0,0,0
17,32,4,0,0,0
17,62,4,0,0,1
18,92,4,0,0,1
18,112,4,0,0,2
20,122,0,0,0,3
18,140,0,0,0,3
18,140,0,0,0,3
20,160,2,0,0,3
19,176,2,0,0,3
18,180,2,0,0,2
19,150,2,0,0,2
17,160,2,0,0,1
15,170,2,0,0,0
17,176,2,0,0,0
16,160,2,0,0,0
15,150,0,0,0,0
15,136,0,0,0,0
16,130,0,0,0,0
14,164,2,0,2,0
14,206,2,0,2,0
14,232,2,0,2,0
15,228,2,0,2,0
15,218,2,0,2,1
15,228,2,0,2,1
15,228,2,0,4,1
15,200,2,0,4,1
14,188,0,0,2,1
15,130,0,0,2,1
14,100,0,0,2,1
14,100,0,0,4,1
14,120,0,0,4,0
14,128,0,0,4,0
11,160,0,0,2,0
11,192,0,0,2,0
11,194,0,0,4,0
10,200,0,0,4,0
11,194,2,0,4,0
12,188,2,0,2,0
13,168,2,0,2,0
13,142,2,0,2,0
15,108,2,0,2,0
14,78,2,0,2,0
13,54,2,0,0,0
13,34,2,0,0,0
14,36,0,0,0,0
16,28,0,0,2,0
16,28,0,0,2,0
17,28,0,0,2,0
14,28,0,0,2,0
15,26,0,0,2,0
15,56,0,0,2,0
17,66,0,0,2,0
15,74,0,0,2,0
10,72,0,0,0,0
14,82,0,0,0,0
16,106,0,0,0,0
16,112,0,0,0,0
16,146,0,0,0,0
16,152,0,0,0,0
16,162,0,0,0,0
18,166,0,0,2,0
18,186,0,0,2,0
14,188,0,0,2,0
11,200,0,0,2,0
10,216,0,0,2,0
9,202,0,0,2,0
13,166,0,0,2,0
14,176,0,0,2,0
14,202,0,0,0,0
16,182,0,0,0,0
17,188,0,0,2,0
17,184,0,0,2,0
14,194,0,0,2,0
14,184,0,0,2,0
14,214,0,0,2,0
13,214,0,0,2,0
14,194,0,0,2,0
13,224,0,0,2,0
10,236,0,0,0,0
10,232,0,0,0,0
9,224,0,0,0,0
11,244,0,0,0,0
11,242,0,0,0,0
11,240,0,0,0,0
11,240,0,0,0,0
10,224,0,0,0,0
12,234,0,0,0,0
16,220,2,0,0,0
19,216,2,0,0,0
20,210,2,0,2,0
20,204,2,0,2,0
18,206,2,0,2,0
16,186,2,0,2,0
16,194,2,0,2,0
17,208,2,0,2,0
17,208,2,0,2,0
17,212,2,0,2,0
16,222,2,0,0,0
16,234,2,0,0,0
19,224,2,0,0,0
20,266,2,0,0,0
21,254,2,0,0,0
20,234,2,0,0,0
19,264,0,0,0,0
18,260,0,0,0,0
17,256,0,0,0,0
17,252,0,0,0,0
17,272,0,0,0,0
13,250,0,0,0,0
14,250,0,0,0,0
17,226,0,0,0,0
17,200,0,0,0,0
17,210,0,0,0,0
15,200,0,0,0,0
15,180,0,0,0,0
15,164,0,0,0,0
13,144,2,0,0,0
11,141,2,0,0,0
12,150,2,0,0,0
14,158,2,0,0,0
14,150,2,0,0,0
13,160,2,0,0,0
13,190,2,0,0,0
14,190,2,0,0,0
15,216,0,0,0,0
12,239,0,0,0,0
11,240,0,0,0,0
13,248,0,0,0,0
13,260,0,0,0,0
14,240,0,0,0,0
14,220,0,0,0,0
15,216,0,0,0,0
17,200,0,0,0,0
15,181,0,0,0,0
19,204,0,0,2,0
18,188,0,0,2,0
19,178,0,0,2,0
18,184,0,0,2,0
17,176,0,0,2,0
17,182,0,0,2,0
15,166,0,0,2,0
15,165,0,0,2,0
13,134,0,0,2,0
13,154,0,0,2,0
13,164,0,0,2,0
15,188,0,0,2,0
15,196,0,0,2,0
18,190,0,0,2,0
18,226,0,0,2,0
21,236,0,0,2,0
17,266,0,0,0,0
19,236,0,0,0,0
20,242,0,0,0,0
18,212,0,0,0,0
18,216,0,0,2,0
17,222,0,0,2,1
18,208,4,0,2,1
17,198,4,0,2,1
16,177,4,0,2,1
20,200,4,0,2,1
20,170,4,0,2,1
20,186,4,0,2,1
18,178,4,0,0,1
17,162,4,0,0,0
17,156,4,0,0,0
17,156,4,0,0,0
18,181,4,0,0,0
16,168,4,0,0,0
16,188,4,0,0,0
14,192,4,0,0,0
18,176,4,0,0,0
18,210,4,0,0,0
17,220,0,0,0,0
18,238,0,0,0,0
19,212,0,0,0,0
19,192,0,0,0,0
20,162,0,0,0,0
20,132,0,0,0,0
18,132,0,0,0,0
16,98,0,0,0,0
16,68,0,0,0,0
15,30,0,0,0,0
18,30,0,0,0,0
15,50,0,0,0,0
14,64,0,0,0,0
13,84,0,0,0,0
15,90,0,0,0,0
14,104,0,0,0,0
14,120,0,0,0,0
14,140,0,0,0,0
11,145,0,0,0,0
11,168,0,0,0,0
11,186,0,0,0,0
9,176,0,0,0,0
9,190,0,0,0,0
8,190,0,0,0,0
8,190,0,0,0,0
12,182,0,0,0,0
12,171,0,0,0,0
14,154,0,0,0,0
18,146,0,0,0,0
20,171,0,0,0,0
20,155,0,0,0,0
20,158,0,0,0,0
21,152,0,0,0,0
17,170,0,0,0,0
17,162,0,0,0,0
20,166,0,0,0,0
16,176,0,0,0,0
16,161,0,0,0,0
16,207,0,0,0,0
19,200,0,0,0,0
18,210,0,0,0,0
16,226,0,0,0,0
18,254,0,0,0,0
15,264,0,0,0,0
15,264,0,0,0,0
14,272,0,0,0,0
12,250,0,0,0,0
10,240,0,0,0,0
11,270,0,0,0,0
11,274,0,0,0,0
11,290,0,0,0,0
12,280,0,0,0,0
12,246,0,0,0,0
11,232,0,0,2,0
11,214,0,0,2,0
14,204,0,0,2,0
14,154,0,0,2,0
14,104,0,0,2,0
14,66,0,0,2,0
12,36,0,0,2,0
13,36,0,0,2,0
10,22,0,0,0,0
11,26,0,0,2,0
9,38,0,0,2,0
9,56,0,0,2,0
7,66,0,0,2,0
9,88,0,0,2,0
11,88,0,0,2,0
10,108,0,0,2,0
10,138,0,0,2,0
11,154,0,0,0,0
11,162,0,0,0,0
11,144,0,0,0,0
10,134,0,0,0,0
12,106,0,0,0,0
14,112,0,0,0,0
16,112,0,0,0,0
19,92,0,0,0,0
21,82,0,0,0,0
21,72,0,0,0,0
21,96,0,0,2,0
21,106,0,0,2,0
19,130,0,0,2,0
19,156,0,0,2,0
21,146,0,0,2,0
23,160,0,0,2,0
19,167,0,0,2,0
19,168,0,0,2,0
21,172,0,0,0,0
21,192,0,0,0,0
20,178,0,0,0,0
19,150,0,0,0,0
20,152,0,0,0,0
16,138,0,0,0,0
17,131,0,0,0,0
18,150,0,0,0,0
16,132,0,0,0,0
16,136,0,0,2,0
14,120,0,0,2,0
14,116,0,0,2,0
14,126,0,0,2,0
15,136,0,0,2,0
17,130,0,0,2,0
16,130,0,0,2,0
16,146,0,0,2,0
14,132,0,0,0,0
14,132,0,0,0,0
12,142,0,0,0,0
11,130,0,0,0,0
12,126,0,0,0,0
10,128,0,0,0,0
11,108,0,0,0,0
11,92,0,0,0,0
11,102,0,0,0,0
11,122,0,0,0,0
19,138,0,0,0,0
19,148,0,0,0,0
18,132,0,0,0,0
19,136,0,0,0,0
18,146,0,0,0,0
20,156,0,0,0,0
22,146,0,0,0,0
25,136,4,0,0,0
17,140,4,0,0,0
18,160,4,0,0,0
16,180,4,0,0,0
16,160,4,0,0,0
16,140,4,0,0,0
16,126,4,0,0,0
17,110,4,0,0,0
15,100,0,0,0,0
15,90,0,0,0,0
14,70,0,0,0,0
13,60,0,0,0,0
13,92,0,0,0,0
17,104,0,0,0,0
17,124,0,0,0,0
15,138,0,0,0,0
16,152,0,0,0,0
16,138,0,0,0,0
20,132,0,0,2,0
20,142,0,0,2,0
19,120,0,0,2,0
16,118,0,0,2,0
16,108,0,0,4,0
18,110,0,0,4,0
18,116,0,0,4,0
17,138,0,0,4,0
15,126,0,0,2,0
15,108,0,0,2,0
15,108,0,0,2,0
14,118,0,0,2,0
14,124,0,0,0,0
13,134,0,0,0,0
13,114,0,0,0,0
14,96,0,0,0,0
12,110,0,0,0,0
13,124,0,0,0,0
13,128,0,0,0,0
15,116,0,0,0,0
14,94,0,0,0,0
14,74,0,0,0,0
16,74,0,0,0,0
15,96,0,0,0,0
15,110,0,0,0,0
15,104,0,0,0,0
13,114,0,0,0,0
13,112,0,0,0,0
14,136,0,0,2,0
15,146,0,0,2,0
15,156,0,0,2,0
16,168,0,0,16,0
16,164,0,0,16,0
15,174,0,0,16,0
15,160,0,0,16,0
16,170,0,0,16,0
16,190,0,0,16,0
14,170,0,0,16,0
14,170,0,0,16,0
14,154,0,0,2,0
14,154,0,0,2,0
14,158,0,0,2,0
14,176,0,0,2,0
15,174,0,0,4,0
15,154,2,0,2,0
15,160,2,0,2,0
16,160,2,0,2,0
15,144,2,0,2,0
17,130,2,0,2,0
16,136,2,0,2,0
16,132,2,0,2,0
14,124,2,0,0,0
15,134,0,0,0,0
12,154,0,0,0,0
12,154,0,0,0,0
13,170,0,0,0,0
13,172,0,0,0,0
12,182,0,0,0,0
12,178,0,0,0,0
13,182,0,0,0,0
13,178,0,0,0,0
13,176,0,0,0,0
13,182,0,0,0,0
10,184,0,0,0,0
12,190,0,0,0,0
13,184,0,0,0,0
14,193,0,0,0,0
15,220,0,0,0,0
15,210,0,0,0,0
15,210,0,0,0,0
13,220,0,0,0,0
14,200,0,0,0,0
14,200,0,0,0,0
15,180,0,0,0,0
17,167,0,0,0,0
16,150,0,0,0,0
16,130,0,0,0,0
14,120,0,0,0,0
16,116,0,0,0,0
16,124,0,0,0,0
16,150,0,0,0,0
16,166,0,0,0,0
15,160,0,0,0,0
14,150,0,0,0,0
13,160,2,0,0,0
15,160,2,0,0,0
13,154,2,0,0,0
13,176,2,0,0,0
13,140,2,0,0,0
13,124,2,0,0,0
14,136,2,0,0,0
14,152,4,0,0,0
14,170,2,0,0,0
14,186,2,0,0,0
12,190,2,0,0,0
10,176,2,0,0,0
10,184,2,0,0,0
10,186,2,0,0,0
10,164,2,0,0,0
10,158,0,0,0,0
12,146,2,0,0,2
13,140,2,0,0,2
14,152,2,0,0,2
14,146,2,0,0,2
17,154,4,0,0,3
18,170,4,0,0,3
18,198,4,0,0,11
17,190,4,0,0,12
17,195,2,0,0,11
17,204,2,0,0,12
19,178,2,0,0,13
20,180,2,0,0,13
21,166,0,0,0,12
18,156,0,0,0,12
22,156,0,0,0,4
23,148,0,0,0,3
21,173,2,0,0,2
21,150,2,0,0,2
19,184,2,0,0,1
18,180,2,0,0,19
16,178,2,0,0,32
17,196,2,0,0,32
14,178,2,0,0,32
14,214,2,0,0,32
16,214,0,0,0,32
17,208,0,0,2,31
17,192,0,0,2,31
17,212,0,0,2,13
16,242,0,0,2,0
15,224,0,0,2,0
15,244,0,0,2,0
18,226,0,0,2,0
15,210,0,0,2,0
14,226,0,0,0,0
14,232,0,0,0,0
15,204,0,0,0,0
15,206,2,0,0,0
17,224,2,0,0,0
18,204,2,0,0,0
16,212,2,0,0,0
16,206,2,0,0,0
17,196,2,0,0,0
18,172,2,0,0,0
18,172,2,0,0,0
15,150,0,0,0,0
14,130,0,0,0,0
15,160,0,0,0,0
14,150,0,0,0,0
14,166,0,0,0,0
14,196,0,0,0,1
14,224,0,0,0,1
14,240,0,0,0,1
16,258,0,0,2,1
15,264,0,0,2,2
15,234,0,0,2,2
17,244,0,0,2,2
19,214,0,0,2,2
19,196,0,0,2,1
19,192,0,0,2,1
19,186,0,0,2,1
19,170,0,0,0,1
18,164,0,0,0,1
22,168,0,0,0,1
22,172,0,0,0,1
21,200,2,0,0,1
22,190,4,0,0,1
23,186,4,0,0,1
23,184,4,0,0,1
23,190,4,0,0,1
21,200,4,0,0,0
18,216,4,0,0,0
17,222,4,0,0,0
17,196,2,0,0,0
15,194,0,0,0,0
14,190,0,0,0,0
16,196,0,0,0,0
16,188,0,0,0,0
14,164,0,0,0,0
12,174,0,0,0,0
13,136,0,0,0,1
17,150,0,0,0,1
17,164,0,0,0,1
18,152,0,0,0,1
19,166,0,0,14,1
19,180,0,0,14,1
19,200,0,0,14,1
17,170,0,0,14,1
17,194,0,0,14,0
14,182,0,0,18,0
14,188,0,0,18,0
14,188,0,0,18,0
11,182,0,0,4,0
11,192,0,0,4,0
10,176,0,0,4,0
11,198,0,0,4,0
16,192,0,0,4,0
17,212,0,0,0,0
18,212,0,0,2,0
18,242,0,0,2,0
18,228,0,0,2,0
17,206,0,0,2,0
17,232,0,0,2,0
16,220,0,0,2,0
12,240,0,0,2,0
11,246,4,0,2,0
13,246,4,0,0,0
13,232,4,0,0,0
13,252,4,0,0,0
11,254,4,0,0,0
11,256,4,0,0,0
14,272,4,0,0,0
14,244,4,0,0,0
14,242,0,0,0,0
13,212,0,0,0,0
15,192,0,0,0,0
16,170,0,0,0,0
16,166,0,0,0,0
16,152,0,0,0,0
16,122,0,0,0,0
16,148,0,0,0,0
16,121,0,0,0,0
14,154,0,0,0,0
15,168,0,0,0,0
17,194,0,0,0,1
14,174,0,0,0,2
13,150,0,0,0,2
13,144,0,0,0,2
13,110,0,0,0,2
13,109,0,0,0,2
16,76,0,0,0,2
15,62,0,0,0,2
18,26,0,0,0,1
20,36,0,0,0,0
20,58,0,0,0,2
