CVPacketSize60,UniqSrcIps32,RSTCount60
2.005361105,9,0
2.005361105,9,0
2.005361105,9,0
2.005361105,9,0
2.005361105,9,0
2.005361105,9,0
2.007539416,9,0
2.009698518,8,0
2.009205147,8,0
2.011266441,8,0
2.011266441,8,0
2.011266441,8,0
2.011837434,9,0
2.011837434,9,0
2.011837434,9,0
2.011837434,9,0
2.021164617,11,0
2.003085002,10,0
2.003085002,10,0
2.003085002,10,0
2.004046061,10,0
2.004003852,10,0
2.004003852,10,0
1.998388907,10,0
1.997543884,10,0
1.997557162,7,0
1.997557162,7,0
1.997557162,7,0
2.000346825,7,0
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,-1,-1
-1,15,-1
-1,15,-1
-1,15,-1
-1,17,-1
-1,18,-1
-1,18,-1
-1,18,-1
-1,18,-1
-1,18,-1
-1,18,-1
-1,19,-1
-1,19,-1
-1,19,-1
-1,19,-1
-1,19,-1
-1,19,-1
-1,19,-1
-1,19,-1
-1,19,-1
-1,19,-1
-1,19,-1
-1,19,-1
-1,19,-1
-1,19,-1
-1,19,-1
-1,19,-1
-1,19,-1
-1,17,-1
0.481109766,17,0
0.478074842,17,0
0.477123721,17,0
0.475797383,17,0
0.475001132,17,0
0.473354566,17,0
0.46868759,17,0
0.462753881,17,0
0.460414817,17,0
0.458435762,17,0
0.459399238,16,0
0.459861604,19,0
0.460133399,17,0
0.460359823,17,0
0.452800852,15,0
0.391427092,15,0
0.392874117,15,0
0.39378253,15,0
0.395699748,15,0
0.396374343,15,0
0.396379386,15,0
0.394877029,15,0
0.39133588,14,0
0.389928024,14,0
0.387121835,14,0
0.385251614,14,0
0.374953767,14,0
0.372382503,14,0
0.394999254,14,0
0.393108055,14,0
0.394243116,14,0
0.396254602,17,0
0.395049225,17,0
0.42579637,17,0
0.425316215,17,0
0.425735476,18,0
0.425387139,18,0
0.422630752,18,0
0.75098813,18,0
0.747969724,18,0
0.747112618,18,0
0.822444156,18,0
0.822414,18,0
0.823890479,18,0
0.830579147,18,0
0.827953691,18,0
0.827625794,19,0
0.831017378,19,0
0.834493196,19,0
0.838318981,19,0
0.834712107,20,0
0.943018203,20,0
0.970254752,20,0
0.968049558,19,0
0.963489514,19,0
0.968894047,19,0
0.966560259,19,0
0.964435961,20,0
0.97103033,20,0
0.971361277,20,0
0.967202242,20,0
0.965711665,20,0
0.963789566,20,0
0.964228425,20,0
0.967142738,20,0
0.962053378,20,0
0.968206465,20,0
0.970787072,19,0
0.977220836,18,0
0.987271949,18,0
0.989394874,19,0
0.992993435,19,0
0.990926812,19,0
0.991015203,19,0
0.992719872,19,0
0.987136044,19,0
0.991807438,19,0
0.988700656,19,0
0.990823705,18,0
0.987886198,18,0
0.986302696,18,0
0.99131929,18,0
0.993718611,18,0
0.988496549,18,0
0.992149001,16,0
1.000900768,16,0
1.008862154,16,0
1.010380711,16,0
1.003617074,16,0
1.017429468,18,0
1.020069708,18,0
1.019520152,18,0
1.021827863,17,0
1.010356087,17,0
1.060057088,17,0
1.107353102,17,0
1.105335278,16,0
1.099372123,16,0
0.945217197,16,0
0.939301219,16,0
0.93314599,16,0
0.869189235,16,0
0.867588341,16,0
0.863609159,16,0
0.851784897,16,0
0.848496699,16,0
0.866170243,16,0
0.867601912,17,0
0.864141558,17,0
0.864236745,17,0
0.863847622,18,0
0.726176647,18,0
0.667839019,18,0
0.667407754,18,0
0.671646002,18,0
0.667930955,18,0
0.666122236,18,0
0.666616032,18,0
0.694306043,21,0
0.730003471,21,0
0.756879816,22,0
0.77591777,20,0
0.775382163,20,0
0.772867787,20,0
0.773565252,20,0
0.777854316,20,0
0.776397621,20,0
0.779419791,19,0
0.776444883,20,0
0.768267963,20,0
0.76519204,20,0
0.76478826,20,0
0.771365893,20,0
0.779062052,20,0
0.78263677,20,0
0.792268576,20,0
0.785296502,20,0
0.785686492,20,0
0.779412429,19,0
0.776387402,20,0
0.776387402,20,0
0.776922708,19,0
0.776922708,18,0
0.777453266,18,0
0.778505286,20,0
0.777905058,21,0
0.772581979,21,0
0.769869373,21,0
0.770412858,21,0
0.76591449,21,0
0.763633629,19,0
0.763633629,19,0
0.763633629,19,0
0.768159108,18,0
0.692549446,18,0
0.590195652,18,0
0.59462736,18,0
0.600444973,18,0
0.607832283,18,0
0.612587339,18,0
0.615459174,18,0
0.611010577,18,0
0.609938814,18,0
0.616623088,18,0
0.625958401,18,0
0.624468093,17,0
0.604112449,17,0
0.607283931,17,0
0.608119131,17,0
0.60621453,17,0
0.604967708,17,0
0.608276807,17,0
0.606098175,17,0
0.607844996,17,0
0.604485918,18,0
0.605733116,18,0
0.611370965,18,0
0.611923845,19,0
0.57862543,19,0
0.538910547,19,0
0.497974672,19,0
0.454548922,19,0
0.453291642,19,0
0.453810421,19,0
0.453912084,19,0
0.453185402,19,0
0.453018283,19,0
0.454054634,19,0
0.455861201,19,0
0.45629543,19,0
0.45629543,17,0
0.45508382,17,0
0.448231008,18,0
0.440350395,18,0
0.445664133,21,0
0.510730776,21,0
0.512754792,21,0
0.514068013,21,0
0.515653942,21,0
0.51846558,21,0
0.519402152,19,0
0.515797055,19,0
0.513532322,19,0
0.51451855,19,0
0.513783603,19,0
0.508958624,19,0
0.50801234,18,0
0.505171902,19,0
0.50290034,19,0
0.502244758,19,0
0.509486613,19,0
0.509486613,19,0
0.518477197,18,0
0.516632701,18,0
0.513785219,18,0
0.515891781,18,0
0.510744699,18,0
0.503826212,18,0
0.492367987,18,0
0.489235159,18,0
0.488891706,18,0
0.491340118,18,0
0.493257724,18,0
0.478765274,18,0
0.46336007,17,0
0.463825511,17,0
0.452524966,16,0
0.430121884,12,0
0.431062886,14,0
0.432604465,14,0
0.431896863,14,0
0.433407038,16,0
0.456497429,18,0
0.460770627,18,0
0.463271053,18,0
0.464574584,18,0
0.464477126,18,0
0.466721182,18,0
0.470334998,19,0
0.473145406,19,0
0.473987891,19,0
0.477425873,19,0
0.481901035,19,0
0.483304719,19,0
0.482375397,17,0
0.481811876,17,0
0.478499091,17,0
0.481498435,18,0
0.484907787,18,0
0.488129446,18,0
0.491167169,20,0
0.544181967,21,0
0.553453524,21,0
0.557209751,21,0
0.551122446,21,0
0.500531215,21,0
0.500054577,21,0
0.498975499,21,0
0.499124539,21,0
0.498060034,21,0
0.497197322,21,0
0.497557257,20,0
0.516502463,20,0
0.517137544,20,0
0.538668035,21,0
0.610646932,22,0
0.622452067,22,0
0.6230153,22,0
0.622754875,22,0
0.625433593,22,0
0.621154916,21,0
0.622090977,20,0
0.617615252,20,0
0.615739115,20,0
0.617040565,20,0
0.619064998,18,0
0.618996816,18,0
0.618802015,18,0
0.62064936,18,0
0.619380847,18,0
0.61994163,18,0
0.623457157,18,0
0.625647442,18,0
0.629087119,18,0
0.626711984,18,0
0.627358471,18,0
0.628210451,18,0
0.629093283,18,0
0.627818142,17,0
0.629450326,17,0
0.631497485,17,0
0.628114673,17,0
0.618035549,17,0
0.615612862,17,0
0.619009409,17,0
0.621062331,17,0
0.623237989,17,0
0.624806854,16,0
0.625880183,15,0
0.626778466,15,0
0.63172656,15,0
0.635774862,17,0
0.642014397,18,0
0.649140356,18,0
0.656721451,19,0
0.660102915,19,0
0.666025362,19,0
0.665650284,18,0
0.666834036,18,0
0.670036825,19,0
0.669197455,19,0
0.622018737,19,0
0.617215394,19,0
0.616225194,19,0
0.619543074,17,0
0.624187188,16,0
0.624172431,15,0
0.628474753,15,0
0.628090871,15,0
0.631966239,15,0
0.638413147,15,0
0.640472668,15,0
0.620589233,15,0
0.620727164,15,0
0.594689373,15,0
0.474404404,14,0
0.439425941,14,0
0.447341047,14,0
0.455284468,14,0
0.448888066,14,0
0.45052769,14,0
0.450727411,15,0
0.452279638,14,0
0.453276802,14,0
0.453632199,14,0
0.454261009,14,0
0.455234652,14,0
0.457856457,12,0
0.459629208,12,0
0.461339079,12,0
0.461769105,12,0
0.458724237,12,0
0.455663387,12,0
0.452349942,12,0
0.458783375,11,0
0.468489673,12,0
0.471070797,15,0
0.473697137,15,0
0.531444854,15,0
0.534490067,15,0
0.563925438,15,0
0.567969112,15,0
0.574440847,14,0
0.576079155,14,0
0.573233027,15,0
0.571475717,15,0
0.5838143,15,0
0.583834468,15,0
0.628023645,15,0
1.162346381,15,0
1.152930615,15,0
1.4202421,15,0
1.797280452,15,0
1.777478978,15,0
1.766235801,16,0
1.765654254,18,0
1.75927448,19,0
1.765231186,19,0
1.771536303,19,0
1.768712745,19,0
1.767231775,19,0
1.766940879,19,0
1.754286696,19,0
1.754025891,19,0
1.757171318,20,0
1.754186706,20,0
1.75633722,20,0
1.746853495,20,0
1.75340889,20,0
1.750821,20,0
1.74086034,20,0
1.751357924,20,0
1.762482159,20,0
1.758015793,20,0
1.753743361,20,0
1.755000368,20,0
1.757009427,20,0
1.752535226,20,0
1.747805936,20,0
1.743319753,20,0
1.737121185,20,0
1.729727903,20,0
1.713711557,20,0
1.713250021,20,0
1.718131228,21,0
1.72058538,21,0
1.728414347,20,0
1.727456066,20,0
1.722669672,19,0
1.72225793,19,0
1.71482322,19,0
1.710822216,19,0
1.706203327,19,0
1.704920818,19,0
1.696499953,19,0
1.687668794,18,0
1.684225788,16,0
1.673417911,16,0
1.663140409,16,0
1.680013925,18,0
1.673184043,18,0
1.671801486,18,0
1.669015892,18,0
1.675967492,18,0
1.68235651,18,0
1.682666589,18,0
1.693359347,17,0
1.694918683,18,0
1.69512904,18,0
1.669867224,18,0
1.659091832,18,0
1.603754211,18,0
0.92244898,18,0
0.927304977,19,0
1.242617585,20,0
1.23789667,20,0
1.234329915,20,0
1.237248905,20,0
1.239175953,20,0
1.23500272,20,0
1.23354949,21,0
1.22389351,21,0
1.257864461,23,0
1.261506541,23,0
1.262209367,23,0
1.26966985,23,0
1.278508296,23,0
1.37097695,23,0
1.362364193,23,0
1.36258981,23,0
1.366893787,23,0
1.361607852,23,0
1.353892463,22,0
1.356644081,21,0
1.359920086,19,0
1.354856193,19,0
1.355075226,19,0
1.354738995,19,0
1.352408437,19,0
1.35271163,19,0
1.351874517,19,0
1.357376013,19,0
1.367708988,17,0
1.366859699,17,0
1.343155526,17,0
1.336830188,17,0
1.332837921,15,0
1.327572079,15,0
1.333111977,17,0
1.327985183,17,0
1.327081206,17,0
1.317433738,17,0
1.317528233,17,0
1.311848461,17,0
1.313120512,18,0
1.318671417,18,0
1.314623039,18,0
1.318276332,19,0
1.322861733,20,0
1.227105953,20,0
1.22089933,20,0
1.214932067,20,0
1.208753226,20,0
1.195156759,20,0
1.187979074,20,0
1.184034731,20,0
1.179416054,20,0
1.171182292,20,0
1.180730482,20,0
1.181621242,20,0
1.188409523,20,0
1.195362875,20,0
1.188597196,20,0
1.184986034,20,0
0.916832044,20,0
0.916439674,20,0
0.919694687,20,0
0.914849708,20,0
0.909940402,20,0
0.909513387,20,0
0.914991256,19,0
0.919870567,18,0
0.863017695,18,0
0.846731261,18,0
0.845709754,18,0
0.847624129,18,0
0.837887348,18,0
0.577909507,18,0
0.579153819,16,0
0.577864817,18,0
0.575538457,17,0
0.58997847,17,0
0.592062118,17,0
0.591026399,16,0
0.59071368,16,0
0.589526515,17,0
0.580231935,17,0
0.578579095,17,0
0.577122539,17,0
0.579586359,17,0
0.582630688,17,0
0.607742916,17,0
0.60676717,17,0
0.645483532,17,0
0.647486685,16,0
0.648600941,15,0
0.648006941,15,0
0.641063698,15,0
0.606601146,15,0
0.586532684,17,0
0.590356873,17,0
0.592650279,17,0
0.583094067,17,0
0.582763809,17,0
0.580010505,17,0
0.559762857,17,0
0.547603721,17,0
0.55059891,17,0
0.54797168,16,0
0.549703173,16,0
0.549127644,16,0
0.799474023,14,0
0.796221756,14,0
0.803417243,14,0
0.802454136,14,0
0.812871924,14,0
0.823041183,14,0
0.83536566,15,0
1.04001401,16,0
1.031969429,16,0
1.032536017,16,0
1.028405065,16,0
1.027053475,18,0
1.028421942,17,0
1.138566906,17,0
1.140508575,17,0
1.13962671,17,0
1.136565754,17,0
1.143400205,17,0
1.152956437,17,0
1.14466792,17,0
1.141604722,17,0
1.148884375,17,0
1.146369765,17,0
1.140808172,17,0
1.139443332,17,0
1.139450155,17,0
1.134801308,17,0
1.16897007,20,0
1.171832276,20,0
1.181029805,20,0
1.17777822,20,0
1.172456433,20,0
1.176516591,20,0
1.176115227,19,0
1.179612959,19,0
1.183335867,19,0
1.191832398,21,0
1.192641563,21,0
1.188689388,21,0
1.180334214,20,0
1.175746695,20,0
1.170984804,19,0
1.158111034,19,0
1.158305245,19,0
1.161205847,19,0
1.162512987,19,0
1.153379667,19,0
1.14633428,19,0
1.147544443,19,0
1.144447702,19,0
1.148051605,19,0
1.147669314,19,0
1.148963766,19,0
1.147865452,19,0
1.150488823,19,0
1.153067733,19,0
1.14844202,19,0
1.14844202,19,0
1.151037385,19,0
1.15384312,19,0
1.045134478,19,0
1.037234556,19,0
1.030432234,19,0
1.028119708,19,0
1.023601254,19,0
1.013524423,20,0
1.007782378,19,0
0.802098735,19,0
0.81117188,19,0
0.81446601,19,0
0.813902256,19,0
0.814408515,19,0
0.841250429,19,0
0.626349384,19,0
0.629739611,19,0
0.632124711,19,0
0.638123027,19,0
0.675265832,19,0
0.668607759,17,0
0.674278037,16,0
0.684961056,16,0
0.690652251,17,0
0.694176564,17,0
0.69939499,17,0
0.696982307,17,0
0.700907289,17,0
0.702280955,17,0
0.583299183,17,0
0.582909516,16,0
0.576137876,16,0
0.57400088,16,0
0.574649929,17,0
0.579845825,18,0
0.578419923,18,0
0.57643909,18,0
0.576400924,18,0
0.554379113,18,0
0.559421469,19,0
0.5663642,19,0
0.854293507,19,0
0.861159285,19,0
0.860731331,19,0
0.863562337,19,0
0.863887229,21,0
0.855823512,22,0
0.847201047,22,0
0.846810943,22,0
0.84849617,22,0
0.847948891,22,0
0.854777913,22,0
0.857038678,24,0
0.873512694,24,0
0.877865519,24,0
0.883964476,24,0
0.887036013,23,0
0.874212854,23,0
0.864919825,23,0
0.869938248,23,0
0.879319066,23,0
0.877793022,23,0
0.883230766,23,0
0.888040619,25,0
0.907279872,26,0
0.928187764,25,0
0.944056372,25,0
0.958273952,24,0
0.960722789,27,0
0.993813782,28,0
1.01573737,28,0
1.006615282,28,0
1.002085001,28,0
0.999265631,28,0
0.979148146,28,0
0.973562486,28,0
0.962256518,29,0
0.952091448,29,0
0.952175683,28,0
0.920965405,28,0
0.917457994,28,0
0.912102019,28,0
0.904577289,28,0
0.893004978,27,0
0.893094721,27,0
0.890922578,26,0
0.887963013,26,0
0.886418909,26,0
0.881304485,26,0
0.877752721,26,0
0.874613516,26,0
0.874323705,26,0
0.874315436,26,0
0.871095465,26,0
0.867207977,26,0
0.865264023,25,0
0.864937716,24,0
0.86717898,24,0
0.873543462,24,0
0.872981072,24,0
0.87540852,24,0
0.691001909,21,0
0.685260635,20,0
0.690113918,19,0
0.689343797,19,0
0.741727797,19,0
0.742273774,17,0
0.744609275,17,0
0.747816864,17,0
0.751167712,17,0
0.764383064,18,0
0.759962714,19,0
0.75942255,19,0
0.747955614,19,0
0.745032099,19,0
0.740327475,20,0
0.741070584,20,0
0.744776205,20,0
0.743410354,20,0
0.738925131,20,0
0.730900706,20,0
0.724340841,20,0
0.726190321,20,0
0.730765302,20,0
0.710311085,18,0
0.678057457,18,0
0.65507102,18,0
0.633752755,18,0
0.628597125,18,0
0.580941418,17,0
0.53145275,17,0
0.540809735,18,0
0.541595819,18,0
0.579097562,17,0
0.577568206,17,0
0.575577119,17,0
0.594632826,18,0
0.594520081,17,0
0.643675619,19,0
0.653687754,19,0
0.65481896,19,0
0.654448896,19,0
0.654421716,16,0
0.659138768,16,0
0.65325469,16,0
0.654444589,16,0
0.689978416,17,0
0.695529922,17,0
0.695259186,17,0
0.692809515,17,0
0.689861299,17,0
0.695127987,19,0
0.696835491,19,0
0.697548307,19,0
0.701802972,19,0
0.702483018,19,0
0.700965,19,0
0.699064758,19,0
0.700576685,19,0
0.704774504,19,0
0.714623404,20,0
0.712800266,22,0
0.71166875,22,0
0.710958652,22,0
0.707210456,22,0
0.652616926,22,0
0.654727666,21,0
0.65790814,21,0
0.661213515,21,0
0.65438935,21,0
0.640823927,20,0
0.639842474,19,0
0.636545643,19,0
0.637170702,19,0
0.637020788,19,0
0.640501519,19,0
0.643472151,19,0
0.652296084,20,0
0.666194801,19,0
0.672048888,19,0
0.67200233,19,0
0.677431068,19,0
0.678706736,19,0
0.679300202,19,0
0.684278174,19,0
0.688695329,19,0
0.691586482,19,0
0.694531393,19,0
0.700866252,20,0
0.704684746,20,0
0.704188222,20,0
0.709271082,20,0
0.715081776,19,0
0.688832868,18,0
0.687708082,18,0
0.692323112,18,0
0.679832969,18,0
1.128654169,18,0
1.110588095,18,0
1.113290639,18,0
1.115312474,18,0
1.122663211,19,0
1.127365858,19,0
1.132117248,19,0
1.148007289,19,0
1.151146687,19,0
1.148297216,21,0
1.155021217,21,0
1.19235891,21,0
1.212346431,20,0
1.232913067,19,0
1.22945365,17,0
1.233005469,17,0
1.244925177,18,0
1.244953444,18,0
1.273619828,22,0
1.286497392,22,0
1.306214411,22,0
1.302673413,22,0
1.297430933,22,0
1.297117423,22,0
1.30667579,22,0
1.315213215,22,0
1.377281454,22,0
1.439781755,22,0
1.458006059,23,0
1.466804812,24,0
1.474142948,24,0
1.472495411,24,0
1.496029054,24,0
1.510100753,24,0
1.52600135,25,0
1.55198507,25,0
1.555424969,25,0
1.560326477,25,0
1.553210653,25,0
1.54450752,25,0
1.536967693,26,0
1.538656141,26,0
1.527723572,26,0
1.532227976,26,0
1.53373835,26,0
1.532192317,26,0
1.512040758,26,0
1.506067685,26,0
1.507804045,26,0
1.493236166,27,0
1.481386933,26,0
1.473349347,26,0
1.453256832,26,0
1.445668235,26,0
1.438302976,26,0
1.43193259,26,0
1.422029402,26,0
1.449959007,26,0
1.435489301,26,0
1.421326823,25,0
1.181968833,25,0
1.191892296,25,0
1.197437824,25,0
1.183757859,25,0
1.207960703,25,0
1.20652738,24,0
1.209818946,23,0
1.204332126,22,0
1.196185548,22,0
1.187448306,22,0
1.175408235,22,0
1.158650235,22,0
1.146349678,21,0
1.137193509,21,0
1.131045764,22,0
1.126922682,22,0
1.121167853,22,0
1.112380751,22,0
1.090722444,21,0
1.081926065,21,0
1.073559847,21,0
1.075517788,21,0
1.068832814,20,0
1.068852168,20,0
1.071035528,20,0
1.063884331,20,0
1.002540175,20,0
0.938571933,20,0
0.932964945,20,0
0.92112806,20,0
0.899694133,20,0
0.897790333,20,0
0.882735308,20,0
0.896032783,20,0
0.864647074,20,0
0.854158495,20,0
0.839786487,20,0
0.835078482,19,0
0.831969783,17,0
0.827562384,17,0
0.820527391,17,0
0.814592198,17,0
0.811730624,17,0
0.786143446,19,0
0.777527155,19,0
0.761531055,19,0
0.749736852,18,0
0.743845423,16,0
0.739781051,16,0
0.74315576,16,0
0.724341356,16,0
0.721675443,17,0
0.721675443,17,0
0.719083769,17,0
0.71233136,16,0
0.707475629,16,0
0.704841195,16,0
0.608685286,16,0
0.608575365,17,0
0.610193741,17,0
0.607689532,17,0
0.584028588,17,0
0.572024545,19,0
0.571055175,17,0
0.501236615,16,0
0.487386447,18,0
0.474031399,18,0
0.470451701,18,0
0.469017847,18,0
0.468862434,18,0
0.474415747,18,0
0.485472759,18,0
0.484051923,18,0
0.477684489,16,0
0.464677963,17,0
0.457719331,15,0
0.455815065,15,0
0.454661587,15,0
0.453230724,15,0
0.456544438,16,0
0.451825111,15,0
0.453073039,15,0
0.469049982,14,0
0.470714722,14,0
0.467968487,14,0
0.470009026,14,0
0.469104002,13,0
0.469182056,13,0
0.469879295,13,0
0.468323705,13,0
0.467218058,13,0
0.465993615,13,0
0.468765839,13,0
0.402247415,12,0
0.399702984,12,0
0.399144936,13,0
0.397136153,14,0
0.397268889,14,0
0.422831689,16,0
0.456301592,18,0
0.457964999,20,0
0.629446822,22,0
0.69194658,22,0
0.679393149,22,0
0.719363015,22,0
0.778261496,24,0
0.785530837,24,0
0.789797697,24,0
0.788746427,24,0
0.785357033,24,0
0.784006746,24,0
0.788331731,23,0
0.792636246,21,0
0.791808635,21,0
0.798711248,22,0
0.824930217,22,0
0.828051248,22,0
0.837650494,22,0
0.834079377,22,0
0.831483119,22,0
0.837475047,22,0
0.838034775,22,0
0.839496438,22,0
0.834267054,22,0
0.832396806,22,0
0.832957811,22,0
0.840217547,23,0
0.844827021,22,0
0.848695729,21,0
0.846852475,21,0
0.84454757,21,0
0.831036791,20,0
0.826607897,19,0
0.828089772,17,0
0.828100679,17,0
0.825530074,17,0
0.828758621,16,0
0.82555225,16,0
0.883895548,17,0
0.888991897,17,0
0.896454369,17,0
0.892019811,17,0
0.872322905,17,0
0.869396443,17,0
0.87114945,17,0
0.868573146,17,0
0.87078822,17,0
0.892738539,17,0
0.912406305,17,0
0.922685255,17,0
0.91549164,18,0
0.905186478,18,0
0.913361793,19,0
0.907103721,20,0
0.909367565,21,0
0.914072565,21,0
0.919823764,21,0
0.924648683,21,0
0.922697743,20,0
0.918335505,20,0
0.925064377,23,0
0.8315995,23,0
0.782716915,24,0
0.787673904,26,0
0.754538829,26,0
0.68685832,26,0
0.67324169,26,0
0.6719793,26,0
0.674653203,26,0
0.678474466,26,0
0.679777832,24,0
0.67967996,24,0
0.682428773,24,0
0.685781981,24,0
0.689115835,23,0
0.653691345,23,0
0.654970954,23,0
0.649904235,23,0
0.653585461,23,0
0.659665476,23,0
0.655806842,23,0
0.659665476,23,0
1.13092711,23,0
1.13842523,23,0
1.143405153,21,0
1.149434673,20,0
1.147662834,20,0
1.142580261,20,0
1.141601658,19,0
1.14923139,19,0
1.15130417,20,0
1.153895271,20,0
1.159873807,17,0
1.166547529,17,0
1.169448238,17,0
1.177407946,16,0
1.177070564,16,0
1.182862627,14,0
1.143390941,13,0
1.140100423,15,0
1.132248413,15,0
1.138426019,15,0
1.145932473,15,0
1.143649197,15,0
1.153102871,15,0
1.159475104,15,0
1.157618014,14,0
1.14092147,17,0
1.164126024,17,0
1.160352909,17,0
1.19769529,17,0
1.216893437,17,0
1.212084984,17,0
1.228199825,17,0
1.228890163,19,0
1.227356243,19,0
1.220650455,19,0
1.242353222,19,0
1.239148211,19,0
1.23550436,19,0
1.279660123,20,0
1.270799581,23,0
1.259634002,23,0
1.254018363,23,0
1.25289842,24,0
1.247009564,24,0
1.247711509,24,0
1.246210485,25,0
1.245392441,25,0
1.25288934,24,0
1.251436776,24,0
1.253012633,24,0
1.256162463,25,0
1.255244165,25,0
1.250125078,25,0
1.239556719,25,0
1.235367168,24,0
1.235734475,24,0
1.230353834,24,0
1.226860274,25,0
1.225015714,25,0
1.225359923,25,0
0.864225494,25,0
0.869038123,25,0
0.866962196,25,0
0.863791304,25,0
0.858960339,25,0
0.860860233,25,0
0.85916462,25,0
0.854972758,25,0
0.855172754,25,0
0.855738365,25,0
0.851788323,24,0
0.854045248,23,0
0.856053811,23,0
0.854438176,23,0
0.84035657,23,0
0.847899768,23,0
0.910848139,23,0
0.913287,23,0
0.915600099,23,0
0.917691516,20,0
0.915842861,20,0
0.924077768,18,0
0.918205653,17,0
0.923240125,19,0
0.92686778,18,0
0.918879283,18,0
0.882038422,18,0
0.889237889,19,0
0.960672678,19,0
0.965270955,19,0
0.948958356,19,0
0.94706577,19,0
0.946401244,19,0
0.935316327,19,0
0.937191185,21,0
0.885778194,21,0
0.88869713,21,0
0.917617815,21,0
0.826924714,21,0
0.834551927,21,0
0.837834256,21,0
1.516115385,21,0
1.557929661,21,0
1.553318173,21,0
1.551762149,21,0
1.559364688,21,0
1.558043813,21,0
1.54818742,21,0
1.559698329,20,0
1.550019966,21,0
1.656641317,21,0
1.655781988,21,0
1.654069385,21,0
1.671642335,21,0
1.677214486,23,0
1.68213311,23,0
1.685716184,23,0
1.681814645,23,0
1.679427337,23,0
1.677549177,21,0
1.678291807,20,0
1.675871355,20,0
1.678183662,20,0
1.676779239,19,0
1.675995506,17,0
1.671786006,17,0
1.672066795,16,0
1.672320619,18,0
1.670973782,18,0
1.671581381,18,0
1.672463266,17,0
1.670853765,17,0
1.666014267,17,0
1.663921387,17,0
1.663826191,17,0
1.64210411,17,0
1.638530621,17,0
1.635737665,16,0
1.634556888,16,0
1.63518499,16,0
1.63746211,16,0
1.632691485,16,0
1.631501571,16,0
1.62667623,14,0
1.625073634,13,0
1.622354631,13,0
1.615847035,11,0
1.607933348,11,0
1.604196413,11,0
1.602784198,12,0
1.600893791,12,0
1.597794478,12,0
1.596542655,12,0
1.597617485,12,0
1.599642979,12,0
1.598734048,12,0
1.593213467,10,0
1.590881872,10,0
1.59208866,10,0
1.578626979,11,0
1.591194951,11,0
1.514786251,11,0
1.476922376,11,0
1.483264947,11,0
1.488229514,11,0
1.482964182,12,0
1.484104992,14,0
1.493180801,15,0
1.483144719,15,0
1.494473433,16,0
0.438799068,16,0
0.409242788,17,0
0.411250383,17,0
0.492338865,18,0
0.492691349,18,0
0.492113761,18,0
0.532184952,18,0
0.534732367,18,0
0.541925864,18,0
0.602735234,18,0
0.605176967,19,0
0.605118249,19,0
0.60537236,19,0
0.61163913,19,0
0.638501722,19,0
0.660021492,19,0
0.65581666,19,0
0.66187554,19,0
0.669093582,19,0
0.664271937,19,0
0.674098998,19,0
0.666121342,18,0
0.671061408,18,0
0.66775482,18,0
0.670304803,18,0
0.676529116,18,0
0.678160828,18,0
0.709227822,19,0
0.709227822,19,0
0.706386193,17,0
0.707868143,17,0
0.707868143,16,0
0.713585804,16,0
0.719462607,15,0
0.728709232,15,0
0.735276176,15,0
0.738268184,16,0
0.837700256,16,0
0.837834692,15,0
0.848091103,15,0
0.851164436,17,0
0.862347043,16,0
0.878278624,17,0
0.88526914,17,0
0.895329598,17,0
0.902662799,17,0
0.916080548,17,0
0.916354926,16,0
0.916354926,16,0
0.923461247,18,0
0.976259263,17,0
0.967783359,17,0
0.963318683,17,0
0.967994737,17,0
0.959464683,17,0
0.945566627,17,0
0.951455442,17,0
0.951999676,17,0
0.938373843,17,0
0.937467634,18,0
0.931890676,18,0
0.923710994,18,0
0.923060782,18,0
0.854802151,19,0
0.854839891,19,0
0.853993015,19,0
0.823223986,20,0
0.917696256,20,0
0.913757965,19,0
0.860229475,19,0
0.860528634,18,0
0.869101745,18,0
0.863377257,18,0
0.874277538,20,0
0.86742941,20,0
0.861023667,19,0
0.861899109,20,0
0.85984462,20,0
0.853793146,20,0
0.859420295,20,0
0.851362936,20,0
0.852508457,20,0
0.846571742,18,0
0.838187191,18,0
0.831770014,18,0
0.83566567,18,0
0.830374256,18,0
0.804845579,18,0
0.802186069,18,0
0.797348858,17,0
0.796032951,17,0
0.796032951,17,0
0.794033056,17,0
0.793530759,17,0
0.788602853,16,0
0.781946558,15,0
0.777514505,15,0
0.694261709,15,0
0.693855187,15,0
0.691726946,15,0
0.695947502,15,0
0.691662106,15,0
0.684970091,15,0
0.677871116,17,0
0.677871116,17,0
0.672740098,17,0
0.667469565,17,0
0.66933506,17,0
0.673364497,17,0
0.669324123,16,0
0.599882359,16,0
0.598643103,16,0
0.596484432,16,0
0.727827571,16,0
0.725253828,15,0
0.729998713,14,0
1.209114995,14,0
1.20218717,12,0
1.210750939,12,0
1.21097357,12,0
