SYNBool,TCPCount,RSTCount,SSHCount,ThirdMNumberPackets,CorJSCount
1,190,0,59,89811.375,0
1,190,0,59,75265.875,0
1,142,0,47,90647.54297,0
1,130,0,39,97757.40234,0
1,106,0,27,138071.7773,0
0,93,0,21,144060.1758,0
0,87,0,13,147095.3789,0
0,47,0,11,14176.72266,0
0,33,0,10,20620.96875,0
0,23,0,0,155.4023438,0
1,28,0,0,155.4023438,0
1,44,0,0,348,1
2,329,0,0,1895838,2
2,476,0,0,1484535.41,2
2,494,0,7,1416599.25,2
3,505,0,7,1405268.684,2
3,514,0,9,1373669.426,2
4,638,0,9,1014787.184,2
3,631,0,9,1024556.531,2
3,621,0,11,991000.5938,1
2,338,0,11,236385,0
2,191,0,11,204487.4883,0
2,173,0,4,233279.6133,0
1,176,0,4,186516.668,0
1,179,0,2,153523.0898,0
0,53,0,2,3092.378906,0
1,55,0,2,3121.03125,0
2,64,0,3,5704.78125,0
2,67,0,3,1483.699219,0
3,83,0,3,295.1367188,0
3,87,0,3,-137.25,0
3,75,0,3,1472.683594,0
3,68,0,3,-1966.5,0
3,80,0,3,-2171.003906,0
3,233,0,3,749595.0938,0
3,251,0,0,685161.2813,0
3,262,0,0,662351.3086,0
2,257,0,0,640531.4063,0
2,258,0,0,641016.457,0
2,261,0,0,639743.5313,0
2,262,0,2,632376.9492,0
2,265,0,14,582371.7539,0
1,122,0,14,-2658.714844,0
0,99,0,14,-858,0
0,95,0,14,273,0
0,92,0,14,2784.316406,0
0,95,0,14,1009.40625,0
0,93,0,14,1009.40625,0
0,97,0,12,1580.050781,0
0,84,0,0,3399.75,0
1,93,0,0,3294.457031,0
1,84,0,0,4443.75,0
1,76,0,0,1606.5,0
1,78,0,0,1216.089844,0
1,107,0,0,95635.59375,0
1,152,0,0,134427.2695,0
1,188,0,0,88256.91797,0
1,189,0,0,87898.5,0
0,168,0,0,106447.8164,0
0,169,0,0,110391.2813,0
1,227,0,0,29591.34375,0
2,377,0,0,-37448.28516,0
2,342,0,0,132806.625,0
3,338,0,0,215269.2188,0
4,434,0,0,288605.5313,0
4,430,0,0,301571.0508,0
4,459,0,0,104576.9063,0
4,497,0,0,-31062.83203,0
3,437,0,0,33151.46484,0
2,280,0,0,133423.875,0
2,278,0,0,132340.5,0
2,369,0,0,76573.67578,0
1,225,0,0,204208.5,0
2,226,0,0,185871.3164,0
2,195,0,0,315784.0313,0
2,155,0,0,394366.5,0
2,157,0,0,415135.207,0
2,157,0,0,424778.2383,0
3,267,0,0,348837,0
3,199,0,0,130380.7383,0
3,201,0,0,129021.4102,0
3,208,0,0,134744.1914,0
4,212,0,0,135755.5898,0
5,224,0,0,129618.5977,0
5,257,0,0,82678.78125,0
5,298,0,0,33289.76953,0
5,198,0,0,44351.47266,1
4,132,0,0,79837.81641,1
5,156,0,0,57093,1
4,161,0,0,41605.5,1
4,182,0,0,23772.76172,1
3,177,0,0,25290.75,1
3,148,0,0,50010.75,1
4,235,0,0,1191031.746,13
3,233,0,0,1181865.75,12
3,240,0,0,1133760,12
2,222,0,0,1208166.621,12
2,215,0,0,1285282.746,12
1,205,0,0,1347561.34,12
2,457,0,0,2401456.137,12
3,553,0,0,1764127.969,13
2,430,0,0,2204725.5,1
2,423,0,0,2233569.691,1
2,416,0,0,2323813.324,1
2,409,0,0,2388123.281,1
3,455,0,0,2160976.5,1
3,446,0,4,2175568.5,1
2,191,0,7,125324.9063,1
1,90,0,7,17942.90625,0
1,87,0,7,22104,0
2,100,0,7,16542,0
2,115,0,7,10208.25,0
2,130,0,7,4470.082031,0
1,91,0,7,1741.5,0
1,101,0,3,-1815.75,0
1,109,0,0,-4111.910156,0
1,236,0,0,1737919.371,0
1,276,0,0,1388842.594,0
1,383,0,0,1053284.871,1
2,516,0,0,691673.0977,1
2,554,0,0,414705.1289,1
2,548,0,0,401451.082,1
2,534,0,0,357597.6914,1
2,522,0,0,312604.4063,1
2,412,0,0,-71408.15625,1
3,473,0,0,-86007.66797,1
2,368,0,0,131615.707,0
1,244,0,0,198505.7813,0
1,207,0,0,287760.4688,0
1,201,0,0,301156.9805,0
1,202,0,0,298952.7539,0
1,235,0,0,215681.3789,0
1,230,0,0,283535.25,0
0,127,0,0,-3397.03125,0
0,111,0,0,19449.28125,0
0,147,0,0,67368.76172,0
0,135,0,0,109724.3086,0
0,138,0,0,103972.6289,0
0,152,0,2,87081.03516,0
0,185,0,2,182268.375,0
0,184,0,4,190744.2539,0
1,199,0,6,153130.4063,0
1,210,0,8,132060.2695,0
1,224,0,10,185997,0
2,251,0,12,140958.8438,0
2,297,0,38,97006.5,0
2,376,0,60,173182.2188,0
2,330,0,62,292266,0
2,326,0,60,293974.2305,0
1,324,0,58,288411.8789,0
2,371,0,56,150725.25,0
2,305,0,54,297902.4961,0
1,284,0,52,323597.25,0
1,234,0,26,415343.5313,0
1,198,0,2,149341.5,0
1,188,0,0,165103.5,0
1,193,0,0,156659.4961,0
2,184,0,0,181533.4688,0
1,173,0,0,91633.13672,0
1,181,0,0,78867,0
1,216,0,0,46741.5,0
1,258,0,0,-15908.34375,0
1,218,0,0,36663.46875,0
1,225,0,0,34383.99609,0
1,228,0,0,21967.06641,0
0,239,0,0,30845.25,0
0,206,0,0,59289.50391,0
0,206,0,0,49090.18359,0
0,172,0,0,55972.78125,0
0,138,0,0,451.1835938,0
0,129,0,0,391.78125,0
0,141,0,0,3703.5,0
0,154,0,0,4453.40625,0
0,137,0,0,5713.839844,0
0,125,0,0,7605,0
0,106,0,0,33002.75391,0
0,96,0,0,45859.67578,0
0,86,0,0,60741.84375,0
0,77,0,0,64968.46875,0
0,47,0,0,65665.59375,0
0,20,0,0,148.5351563,0
0,19,0,0,226.40625,0
0,18,0,0,-99.84375,0
0,21,0,0,-258.5742188,0
0,19,0,0,-50.625,0
0,17,0,0,-28.96875,2
0,16,0,0,-50.21484375,2
0,17,0,0,-7.5,2
0,15,0,0,-41.14453125,2
0,16,0,0,-63.46875,2
0,19,0,0,-24.92578125,2
1,33,0,0,4315.746094,3
1,40,0,4,3318.152344,3
1,47,0,6,2313.597656,1
1,51,0,10,2578.300781,1
2,127,0,20,300395.918,9
2,143,0,20,257699.4727,9
2,142,0,20,262004.25,9
2,139,0,20,265336.1133,9
1,126,0,26,307564.9688,8
1,126,0,26,296520.75,8
1,121,0,24,322960.8867,8
1,115,0,20,324932.7539,8
0,38,0,10,6615,0
0,22,0,10,1375.5,0
0,24,0,10,781.96875,0
0,23,0,10,323.5195313,0
0,21,0,4,271.78125,0
0,14,0,0,870.4335938,0
0,20,0,0,316.3945313,0
0,29,0,0,573.3164063,0
0,39,0,0,-915.8085938,0
0,47,0,0,267.65625,0
0,67,0,7,-388.78125,0
0,75,0,7,-425.25,0
0,84,0,7,-664.5,0
0,91,0,7,-729.5273438,0
1,199,0,7,141166.5,1
1,192,0,7,158179.2188,1
1,185,0,8,182732.2383,1
1,178,0,9,189308.8477,1
1,158,0,2,234214.0664,1
1,155,0,3,237668.1445,1
2,240,0,4,257280.0586,1
3,286,0,4,176985,1
2,175,0,4,161227.6289,0
2,186,0,5,133920.5039,0
2,193,0,4,116235.4688,0
2,195,0,3,112651.3242,0
2,197,0,3,112048.5352,0
2,197,0,2,110655.75,0
1,106,0,1,37381.59375,0
1,99,0,1,1235.34375,0
1,98,0,1,1458.410156,0
1,90,0,0,2568.996094,0
1,79,0,0,3933.46875,0
1,74,0,0,4747.511719,0
1,69,0,0,4877.625,0
1,63,0,0,6623.34375,0
2,184,0,0,138422.625,0
2,224,0,0,138932.5313,0
3,257,0,0,117476.707,0
3,257,0,0,125473.4063,0
3,257,0,0,119756.8008,0
3,258,0,0,118603.5,0
3,268,0,5,109607.3789,0
3,294,3,19,76971.41016,0
2,177,3,19,31581.87891,0
2,164,3,19,36993.55078,0
1,134,3,19,44283.71484,0
1,135,3,19,42347.53125,0
1,142,3,19,40258.40625,0
1,148,3,19,37161,0
1,144,3,14,39211.76953,0
1,126,0,4,46673.89453,0
1,127,0,8,45495.28125,0
0,60,0,12,400.3242188,0
0,59,0,12,168,0
0,61,0,12,200.15625,0
0,72,0,12,539.1210938,0
0,102,0,12,52712.82422,0
0,129,0,12,38634.46875,0
0,156,0,8,29916.80859,0
0,162,0,4,22736.25,0
0,174,0,0,8820.175781,0
0,172,0,0,8635.886719,0
0,168,0,0,10886.90625,0
0,152,0,0,13368.375,0
0,115,0,0,25663.74609,0
0,82,0,0,49167,0
1,71,0,0,2601.738281,0
2,98,0,0,2234.707031,0
2,80,0,0,2810.917969,0
2,75,0,0,4769.332031,0
2,71,0,0,7574.34375,0
2,69,0,0,11497.5,0
2,69,0,0,11497.5,0
2,69,0,0,11497.5,0
1,45,0,0,12515.625,0
0,10,0,0,33.52734375,0
0,17,0,0,1171.125,0
0,24,0,0,1720.5,0
1,96,0,0,52384.96875,1
1,115,0,0,35336.40234,1
1,169,0,0,121259.5313,1
1,219,0,0,80640,1
1,238,0,0,58124.07422,1
1,255,0,0,41876.71875,1
1,252,0,0,36470.26172,1
1,250,0,0,22258.72266,1
0,186,0,0,78201.57422,0
0,174,0,0,106410.4805,0
0,129,0,0,109990.4063,0
0,87,0,0,8545.5,0
0,76,0,0,8553,0
0,54,0,0,-315,0
0,51,0,0,-154.5820313,0
0,50,0,0,-255.3398438,0
1,150,0,0,227087.332,0
1,181,0,0,180983.1563,0
1,199,0,0,133722.2695,0
1,202,0,0,127465.5,0
1,217,0,8,89726.15625,0
1,241,0,16,36605.71875,0
1,267,0,34,-1328.097656,0
1,302,0,53,14512.78125,0
0,234,0,70,-10219.04297,0
0,234,0,81,-8613.28125,0
0,238,0,81,-10978.125,0
0,246,0,81,-1715.625,0
0,239,0,73,-2455.910156,0
1,236,0,65,374.0976563,0
1,225,0,47,6720.738281,0
2,240,0,28,7617.644531,0
2,225,0,11,3642,0
2,204,0,0,13413.66797,0
3,193,0,0,16453.58203,0
3,201,0,0,7317.222656,1
4,207,0,0,5732.34375,1
3,238,0,0,-2719.5,1
3,226,0,0,-13230.41016,1
3,262,0,0,-12249.09375,12
4,291,0,0,-8955.832031,18
4,274,0,0,-26961.87891,18
3,255,0,0,-17333.84766,18
3,228,0,0,24293.90625,17
2,206,0,0,62016.38672,17
2,153,0,0,105000.2813,17
2,150,0,0,115619.5313,17
1,69,0,0,46758.76172,6
0,21,0,0,610.59375,0
0,27,0,0,457.875,0
0,43,0,0,630,0
0,60,0,0,1097.121094,0
0,75,0,0,1058.613281,0
0,89,0,0,907.5820313,0
0,105,0,0,-660.1054688,0
0,113,0,0,21,0
0,118,0,0,-443.34375,0
0,121,0,0,-440.1210938,0
0,112,0,0,-494.53125,0
0,101,0,0,638.3789063,0
0,88,0,0,-4075.957031,0
0,76,0,0,-3053.355469,0
1,96,0,0,-1674,0
1,84,0,0,1191.691406,0
1,75,0,0,2082.972656,0
2,173,0,0,116117.25,0
2,181,0,0,115432.4414,1
2,180,0,0,123283.3242,1
2,183,0,0,121943.5195,1
2,181,0,0,131398.8867,1
1,144,0,0,162504.5742,1
2,150,0,0,151827.0117,2
2,152,0,0,140699.25,2
1,46,0,0,-258.5742188,2
1,32,0,0,-95.625,1
1,29,0,0,-656.71875,1
1,28,0,0,-1498.78125,1
2,31,0,0,-990.8320313,1
3,45,0,0,1675.980469,1
2,44,0,0,-207.46875,0
3,60,0,2,-1411.59375,0
3,68,0,2,15.46875,0
4,79,0,4,-1541.566406,0
4,83,0,4,-1021.183594,0
5,95,0,4,-1506.28125,0
4,99,0,4,342.375,0
3,92,0,6,319.6992188,0
4,112,0,8,33805.03125,0
3,105,0,6,31124.25,0
3,109,0,6,29040.75,0
2,104,0,4,31861.125,0
2,105,0,4,29415.55078,0
1,93,0,4,35367.64453,0
1,89,0,4,35886.97266,0
1,84,0,2,33075.46875,0
0,56,0,0,1267.59375,0
0,50,0,0,166.5,0
0,42,0,0,358.4414063,0
0,43,0,0,566.8476563,0
0,47,0,0,410.1445313,0
0,51,0,0,599.25,0
0,53,0,0,-361.5,0
0,54,0,0,339.65625,0
0,57,0,0,-40.48828125,0
0,54,0,0,1746.503906,0
1,63,0,0,28.98046875,5
1,69,0,0,811.96875,6
1,65,0,0,1426.5,6
1,61,0,0,1294.03125,6
1,62,0,0,3444.222656,6
1,64,0,0,1908.84375,6
1,66,0,0,1975.21875,6
1,67,0,0,2061.597656,6
1,252,0,0,1172615.355,1
2,290,0,0,1123239.34,0
2,290,0,0,1136193.223,0
2,294,0,0,1075548.176,0
2,296,0,0,1041999.621,0
2,300,0,0,1061245.207,0
2,305,0,0,975868.875,0
2,312,0,0,922735.875,0
1,123,0,0,2689.125,0
0,80,0,0,256.3476563,0
1,102,0,0,5184,1
2,105,0,2,4227.082031,1
2,101,0,2,4002.152344,1
2,101,0,4,3640.394531,1
2,100,0,6,6531.855469,1
2,98,0,8,8736.785156,1
3,211,0,8,120448.5,2
4,262,0,8,85227.65625,4
3,244,0,10,123571.1602,3
2,242,0,10,146897.1563,3
2,245,0,10,147347.6133,3
3,248,0,10,148097.25,3
3,246,0,10,150679.6523,3
3,243,0,8,155185.875,3
2,128,0,8,36062.33203,2
1,81,0,8,849.65625,0
1,80,0,6,985.7460938,1
1,76,0,4,936.84375,1
1,73,0,4,808.7695313,1
0,69,0,2,886.5,1
1,79,0,0,3730.394531,3
1,89,0,0,2098.699219,3
2,99,0,0,185.4726563,3
2,108,0,0,3692.308594,3
2,127,0,0,6037.5,2
2,153,0,0,1791,2
3,183,0,0,-879,2
4,223,0,0,-64.78125,2
4,245,0,0,-8437.5,1
4,253,0,0,-9134.472656,1
3,245,0,0,-6711.550781,1
3,245,0,0,-6447,1
3,241,0,0,-3444,1
3,232,0,0,-610.1132813,1
2,219,0,0,5361,1
1,192,0,0,3122.71875,1
0,166,0,1,-1524.65625,0
0,155,0,1,-686.53125,0
0,167,0,1,-773.71875,0
0,153,0,1,-491.3085938,0
0,140,0,2,46.81640625,0
0,128,0,3,397.5,0
0,117,0,3,1041,0
0,102,0,3,-433.0195313,0
0,96,0,2,-278.9414063,0
0,95,0,2,20.25,0
0,82,0,2,82.81640625,0
1,89,0,2,-97.21875,0
1,88,0,1,-49.125,0
2,87,0,0,-49.5,0
2,92,0,0,93.87890625,1
2,92,0,4,130.8164063,1
2,104,0,8,685.40625,1
2,108,0,11,587.5664063,1
3,137,0,14,35753.34375,1
2,147,0,18,26400,1
3,193,0,20,32900.56641,1
3,270,0,24,424343.6133,1
3,338,0,28,371946.0938,0
3,410,0,30,140630.5898,0
4,434,0,30,54751.5,1
4,458,0,27,89122.5,1
3,445,0,24,92240.47266,1
3,436,0,20,68269.32422,1
2,384,0,18,35009.82422,1
1,302,0,14,342257.3438,1
1,219,0,10,459133.418,1
1,142,0,4,80611.48828,1
0,99,0,0,41644.88672,0
1,64,0,0,17013.48047,0
1,50,0,0,7375.96875,1
1,37,0,0,143.7304688,1
1,36,0,0,143.7304688,1
1,36,0,0,-42.94921875,1
1,40,0,0,-42.94921875,1
1,40,0,0,-46.06640625,1
1,46,0,0,-68.625,1
0,48,0,0,-35.15625,1
0,41,0,0,0,0
0,38,0,0,3.46875,0
0,49,0,0,1290.925781,0
0,67,0,0,8418.292969,0
0,86,0,0,10266.36328,0
0,99,0,0,3064.78125,0
0,94,0,0,3824.683594,0
0,86,0,0,3181.042969,0
0,82,0,0,4154.167969,0
1,172,0,0,779.25,0
2,161,0,0,14488.72266,0
2,148,0,0,26056.76953,1
2,123,0,0,40549.53516,1
2,110,0,6,55712.25,1
3,121,0,21,40858.125,2
3,128,0,33,35094.36328,2
4,141,0,44,26929.34766,2
3,56,0,46,1649.613281,2
2,64,0,46,178.2070313,2
2,67,0,50,948.9492188,1
2,87,0,61,680.7070313,1
2,115,0,63,5797.5,1
1,119,0,48,4977.65625,0
1,116,0,36,1179.808594,0
0,111,0,25,4742.871094,0
0,118,0,23,-192,0
0,108,0,23,4248,0
0,125,0,19,-4768.628906,0
1,116,0,8,7851.375,0
2,112,0,0,5863.78125,2
2,113,0,0,6829.59375,2
2,114,0,2,7993.125,2
3,126,0,7,3217.5,2
3,133,0,7,-579.5507813,2
3,146,0,7,2621.53125,2
3,176,0,17,152773.5,2
2,198,0,19,104200.5,2
1,183,0,21,136852.5938,0
1,169,0,21,158745.3398,0
1,166,0,19,160106.168,0
0,149,0,14,185457.0938,0
0,144,0,14,186564.5508,0
0,148,0,15,180752.7305,0
0,113,0,14,30912.64453,0
0,90,0,16,2152.5,0
0,83,0,14,4833.199219,0
1,86,0,14,4242.714844,0
2,106,0,14,2499.527344,3
2,127,0,14,10259.68359,6
3,142,0,16,8995.5,6
3,127,0,15,14873.37891,6
3,116,0,9,24389.68359,6
3,127,0,6,16257.375,6
3,133,0,6,7028.71875,6
3,202,0,6,-2696.871094,8
2,180,0,6,4235.378906,5
3,210,0,6,6067.582031,2
2,195,0,11,20736,2
3,258,0,18,8091,2
4,397,0,15,166884.2813,5
4,408,0,28,100746.832,5
4,436,0,28,43455.28125,5
3,365,0,28,112358.25,3
3,366,0,28,114719.5898,3
2,314,0,28,151609.2539,3
3,307,0,21,152769,3
2,245,0,14,251319.5039,4
1,93,0,14,73540.5,1
1,61,0,0,72624,1
1,37,0,0,2881.699219,1
1,50,0,0,15459.65625,1
1,75,0,0,10466.66016,1
2,90,0,0,3420.46875,1
2,202,0,0,86590.5,1
2,197,0,0,88537.55859,0
3,201,0,0,76728.75,0
3,210,0,0,74077.5,1
3,196,0,0,86060.25,1
3,177,0,0,128211.4336,1
3,156,0,0,171989.6836,1
2,139,0,0,202129.8398,1
1,20,0,0,3469.875,1
2,31,0,0,4519.96875,1
1,33,0,0,4405.535156,2
1,36,0,0,4379.15625,1
2,63,0,2,18364.06641,1
2,74,0,4,7897.78125,1
2,86,0,8,-1503,1
2,87,0,10,-425.7773438,1
2,88,0,12,3445.488281,1
1,92,0,14,5559.222656,1
1,89,0,14,6835.5,0
1,130,0,14,193142.9414,0
0,165,0,12,785221.3008,0
0,206,0,10,523650.4688,0
0,220,0,6,369876.5039,0
0,224,0,4,369249.1992,0
0,242,0,2,305130.5273,0
0,348,0,0,772606.582,0
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1
0,126,0,0,25334.71875,0
0,121,0,0,27992.05078,0
0,114,0,0,32740.39453,0
0,106,0,0,41495.51953,0
0,79,0,0,929.25,0
0,81,0,2,1066.5,0
0,82,0,6,1518.527344,0
0,81,0,8,1418.53125,0
0,82,0,12,1372.5,0
1,136,0,20,47985.46875,8
1,120,0,20,59670,8
2,259,0,20,328754.707,10
2,252,0,20,345577.7461,10
2,244,0,18,360577.1602,10
2,237,0,14,370227.9023,10
2,232,0,12,376511.9063,10
2,224,0,8,421425.2461,10
1,161,0,0,504857.5313,2
1,161,0,0,504857.5313,2
0,27,0,0,18174.75,0
0,50,0,0,24749.98828,0
1,147,0,0,102021.0352,0
2,160,0,0,89977.96875,0
2,159,0,0,93896.70703,0
2,157,0,0,93747,0
2,158,0,0,102961.4648,0
2,157,0,0,100496.25,0
2,140,0,0,145171.8398,0
2,138,0,0,149130.9023,0
1,95,0,0,299549.7773,0
1,202,0,0,322251.8438,0
2,257,0,0,183971.5313,0
3,268,0,0,151339.5,0
3,276,0,0,144451.0898,1
3,280,0,0,144196.5117,1
3,281,0,0,144755.5313,1
3,258,0,0,194877.0938,1
3,209,0,1,206351.4023,1
2,138,0,2,131343.668,1
1,103,0,2,140723.5313,1
0,92,0,2,165958.5117,1
0,87,0,2,182260.6055,0
0,87,0,2,183712.5352,0
0,86,0,2,191305.5,0
0,91,0,6,181000.3242,0
0,88,0,7,184029.0938,0
0,48,0,10,9475.5,0
0,31,0,10,1054.40625,0
0,36,0,10,970.2070313,0
0,37,0,10,556.59375,0
0,38,0,10,452.9882813,0
0,40,0,10,271.0898438,0
0,39,0,6,525.65625,0
0,38,0,4,184.7695313,0
1,112,0,0,58657.48828,2
2,339,0,0,1386669.223,7
2,340,0,0,1353499.125,7
2,341,0,0,1366457.156,7
2,349,0,0,1326901.406,7
2,352,0,0,1329283.816,7
2,359,0,0,1265625.34,7
2,362,0,0,1273914.668,7
1,302,0,0,1370805.094,5
0,135,0,0,256428.6914,0
0,160,0,0,194313.75,0
1,219,0,0,156481.6992,0
1,216,0,0,143584.7813,0
1,220,0,0,140220.4688,0
2,231,0,0,137963.0273,1
3,391,0,0,295817.625,3
4,388,0,0,290341.5,4
4,338,0,0,380876.8242,4
4,319,0,0,435759.4336,4
3,307,0,0,360194.5898,4
3,330,0,0,303174,4
3,327,0,0,305001.6563,4
2,309,0,0,311712,3
1,150,0,0,82417.01953,1
0,139,0,0,111662.7773,0
0,148,0,0,94994.15625,0
1,173,0,0,63577.34766,0
1,155,0,0,9231.597656,1
1,128,0,0,32855.71875,1
1,120,0,0,35323.27734,1
1,119,0,0,39370.5,1
2,219,0,2,39118.98047,3
3,312,0,4,-6004.21875,3
3,302,0,8,31936.46484,4
2,270,0,12,130494.75,4
2,239,0,12,210923.0508,3
3,238,0,12,214639.6289,4
3,241,0,12,210928.7461,4
3,239,0,12,209817.7852,4
2,134,0,10,217909.4883,2
1,37,0,8,1410.972656,2
2,32,0,4,306.7148438,2
2,29,0,0,271.5,2
2,28,0,0,422.1445313,2
1,27,0,0,422.1445313,1
1,27,0,0,455.6835938,1
2,30,0,0,340.59375,1
2,31,0,0,168.2929688,1
2,33,0,0,168.2929688,1
1,37,0,0,644.9414063,0
1,38,0,0,727.5585938,0
1,38,0,0,255.9960938,0
1,39,0,11,111.6679688,0
1,46,0,26,-219,0
0,50,0,38,-648.84375,0
0,55,0,52,-472.1835938,0
0,58,0,68,-976.5,0
0,52,0,68,-913.78125,0
0,55,0,68,126.84375,0
0,58,0,68,-66.09375,0
0,58,0,57,-138.9726563,0
0,51,0,42,78.75,0
1,47,0,30,171.7382813,0
1,44,0,16,103.9101563,0
1,34,0,0,499.3007813,0
1,30,0,0,20.42578125,0
1,45,0,0,20854.03125,0
1,54,0,0,19904.05078,0
1,63,0,8,12753.87891,0
2,117,0,13,13467.26953,0
1,122,0,13,318.28125,0
2,173,0,13,-17456.25,0
3,223,0,13,-25987.5,0
3,227,0,13,-13263.75,0
3,210,0,13,-7602.714844,0
3,200,0,13,5524.253906,0
3,191,0,5,16413.15234,0
2,143,0,4,19801.96875,0
2,141,0,8,28198.48828,0
1,92,0,10,9139.125,0
0,47,0,13,299.3789063,0
0,50,0,13,37.40625,0
0,57,0,13,-194.15625,0
0,59,0,16,-314.6367188,0
0,56,0,16,-750.46875,0
0,51,0,13,-368.25,0
0,47,0,9,-28.5,0
0,52,0,7,1825.324219,0
0,70,0,4,14438.54297,0
1,74,0,4,9124.582031,0
2,227,0,4,1137599.285,0
3,278,0,1,1019698.5,0
3,277,0,1,1016947.137,0
3,273,0,0,1024221.75,0
3,283,0,1,942527.9648,0
3,281,0,1,996300.7617,0
3,271,0,1,1063002.035,0
3,367,0,1,855329.0977,0
2,217,0,1,164999.1563,0
1,170,0,1,198378,0
1,190,0,1,164587.3945,0
1,224,0,1,119661.5742,0
1,245,0,0,92276.71875,0
1,264,0,0,68839.03125,0
1,251,0,0,54627.78516,0
1,198,0,0,-16518.83203,1
2,379,0,0,392379.4688,2
2,370,0,0,399261.4805,2
2,359,0,0,441045,2
2,327,0,0,610196.1563,2
2,301,0,0,733978.125,2
3,346,0,8,684264.9023,3
4,492,0,32,486909.8438,4
3,446,0,32,624390.5039,3
2,257,0,32,496145.5313,2
2,256,0,32,496145.5313,2
2,264,0,32,459899.1211,2
2,285,0,32,349693.875,2
2,284,0,34,358420.4414,2
1,215,0,28,504175.793,1
0,74,0,6,17929.44141,0
0,71,0,8,18369.90234,0
0,71,0,10,18694.5,0
0,77,0,13,18694.5,0
1,159,0,15,101809.5,1
1,146,0,17,123473.7305,1
1,147,0,18,132969.0938,1
2,160,0,18,120122.25,1
3,175,0,17,110430.2461,1
3,176,0,17,114718.957,1
3,174,0,15,110434.5,1
3,169,0,12,109224,1
2,70,0,10,289.7226563,0
2,62,0,8,625.2304688,0
3,85,0,5,9739.628906,0
2,86,0,3,8719.863281,0
2,92,0,2,12095.77734,0
2,106,0,0,2534.15625,0
3,147,0,0,-7686.902344,0
4,264,0,0,63367.5,2
5,368,0,0,44100,2
5,377,0,0,59697,4
4,360,0,0,68853.78516,4
4,353,0,0,71066.625,4
3,339,0,0,89248.03125,4
3,332,0,0,102034.5938,4
2,297,0,0,132443.8242,4
1,187,0,0,103528.3008,2
0,95,0,8,-65.15625,2
0,104,0,22,-137.5195313,0
0,97,0,30,-1183.21875,0
0,88,0,30,-2774.53125,0
0,83,0,30,-1379.25,0
0,71,0,30,-442.0898438,0
0,63,0,30,0.46875,0
0,56,0,30,540.6679688,0
0,45,0,22,1045.511719,0
0,28,0,8,-297.1054688,0
0,25,0,0,-535.21875,0
0,23,0,0,-502.3476563,0
0,24,0,0,-479.7070313,0
0,27,0,6,-124.59375,0
0,28,0,12,-105.0585938,0
0,31,0,18,225.2929688,0
0,33,0,26,79.25390625,0
1,37,0,26,67.59375,0
1,36,0,26,324.5976563,0
1,36,0,26,294.2460938,0
1,29,0,26,147.75,0
1,29,0,20,254.1445313,0
1,30,0,14,198.28125,0
1,33,0,8,243.0351563,0
1,66,0,16,10229.625,0
0,69,0,16,7613.261719,0
0,74,0,16,7271.71875,0
1,82,0,16,5528.90625,0
1,85,0,16,5495.566406,0
2,110,0,16,5130.644531,1
2,110,0,16,5193.503906,1
2,106,0,16,7286.25,1
3,78,0,0,7744.558594,1
4,200,0,0,179728.4063,1
4,195,0,0,176335.6523,1
3,188,0,0,188147.5195,1
4,254,0,0,131934.7617,1
3,226,0,0,179224.875,0
3,226,0,0,179224.875,0
3,227,0,0,169298.6133,0
2,224,0,0,165947.2852,0
1,102,0,0,31818.85547,0
1,103,0,0,33040.59375,0
1,107,0,0,32552.94141,0
0,40,0,0,457.03125,0
0,43,0,0,268.1367188,0
0,39,0,0,292.3945313,0
0,36,0,0,95.625,0
1,39,0,0,-274.2539063,0
2,232,0,0,1286440.969,3
2,233,0,0,1272367.5,3
2,227,0,0,1288744.5,3
2,226,0,0,1268185.16,3
2,222,0,0,1270471.875,3
2,222,0,0,1291877.344,3
2,221,0,0,1278344.238,3
1,214,0,0,1283093.262,3
0,12,0,0,-153.75,0
0,8,0,0,16.98046875,0
0,8,0,0,16.98046875,0
0,7,0,0,154.5,0
0,7,0,0,171.9960938,0
0,9,0,0,146.15625,0
0,8,0,0,-212.15625,0
0,6,0,0,298.0429688,0
0,9,0,6,881.7773438,0
1,18,0,20,203.7070313,0
1,29,0,34,-689.25,1
1,34,0,46,-70.32421875,1
2,50,0,60,-345.84375,1
3,199,0,75,432322.1836,3
4,284,0,90,325552.2305,3
4,291,0,100,348890.5313,3
5,305,0,110,301556.0977,3
5,306,0,112,274452.0938,3
6,374,0,108,168022.4063,2
6,373,0,96,165920.5195,2
6,365,0,82,176399.7188,2
6,217,0,67,88412.70703,0
6,297,0,52,515745.1523,3
7,300,0,42,489364.1367,3
6,287,0,26,549421.793,3
5,280,0,10,553291.1602,3
5,221,0,0,656426.625,5
6,234,0,0,614633.625,5
6,288,0,0,474717.9492,15
6,468,0,0,1448705.004,32
6,377,0,0,1652247,31
5,368,0,0,1710675,31
5,364,0,0,1700434.969,31
5,360,0,0,1778818.781,31
4,340,0,0,1921463.719,29
4,462,0,0,1326657.293,29
4,482,0,0,1458752.332,19
3,299,0,0,223214.625,2
2,225,0,0,363214.5,0
2,224,0,0,365885.8477,0
3,235,0,0,346618.7813,1
