ThirdMomentNumberOfPackets60,SYNCount60,UniqSrcIps60,DNSCount60,TelnetCount60,SSHCount60
604218.2621,195,29,34,140,2
620321.2926,191,29,34,140,2
629636.4553,180,29,34,140,2
609359.5108,195,29,34,140,2
594277.7943,195,29,34,140,4
593997.8113,195,29,34,140,4
603338.9321,194,29,34,140,4
629960.3046,186,27,34,140,2
643127.926,176,28,34,140,2
666478.7832,191,28,34,140,2
666322.4314,191,28,34,140,2
666004.9926,191,28,34,140,2
665688.256,191,28,34,140,2
614647.3754,175,28,34,140,2
631933.7783,191,28,34,140,2
625897.5574,191,28,34,140,2
625752.7608,191,28,34,140,2
629265.4503,191,28,34,126,2
654560.0635,185,28,34,112,2
663481.4652,176,29,36,102,2
684855.6979,192,29,36,92,2
683566.0708,192,29,36,78,2
686866.0262,192,29,36,66,2
690616.7997,192,29,36,54,2
597859.5686,176,29,36,40,2
577904.606,187,29,36,30,2
558390.8063,192,29,36,16,2
561239.6275,192,29,36,6,2
569623.2568,191,27,36,0,2
569308.2405,191,27,38,0,2
567618.2786,180,27,38,0,2
583724.9033,191,27,38,0,2
584541.5179,190,26,38,0,2
584695.6688,190,26,38,0,2
585009.3895,190,26,38,0,2
585164.036,190,26,38,0,2
502262.5408,187,26,38,0,2
484748.1514,190,26,38,0,2
486333.6799,190,26,30,0,2
481783.7302,191,27,32,0,2
482800.3179,190,27,30,0,2
481392.1755,179,26,30,0,2
526693.9999,190,26,32,0,2
527959.3241,190,26,24,0,2
527518.3427,190,26,26,0,2
527959.3241,190,26,24,0,2
544540.8593,185,26,24,0,2
617169.6574,190,26,24,0,2
618642.386,190,26,16,0,2
618642.386,189,26,16,0,4
624007.558,188,25,16,0,4
632360.996,185,23,18,0,4
572910.916,174,20,12,0,4
574502.3417,179,19,12,0,4
574827.0398,179,19,12,0,4
575531.9535,179,19,12,0,4
576028.8074,179,19,12,0,4
597204.6508,173,20,12,0,4
680422.8407,179,20,12,0,4
682925.6314,178,19,12,0,4
683923.8978,178,18,12,0,4
684110.5767,178,18,12,0,4
689581.8268,177,18,12,0,4
691807.5954,176,18,12,0,4
688513.2127,178,19,12,0,2
688897.988,178,19,12,0,2
689283.3753,178,19,12,0,2
689669.3741,178,19,12,0,2
667806.4259,185,19,16,0,2
616318.6238,179,19,16,0,2
610424.3158,180,20,18,0,2
610775.8052,180,19,18,0,2
611127.9188,180,19,18,0,2
611319.9779,180,19,20,0,2
566669.5117,169,19,24,0,2
559641.4508,180,19,24,0,2
559804.2241,180,19,24,0,2
560134.924,180,19,24,0,2
560134.924,180,19,24,0,2
566447.8677,179,18,22,0,2
598564.176,179,18,22,0,2
604602.9938,179,18,22,0,2
604228.7763,179,18,26,0,2
604404.4446,179,18,26,0,2
604404.4446,179,18,26,0,2
645245.1967,184,18,26,0,2
661758.5488,179,18,26,0,2
661758.5488,179,18,26,0,2
661758.5488,179,18,26,0,2
662337.7853,179,18,24,0,2
676386.45,175,18,24,0,2
735454.7733,179,18,24,0,2
735454.7733,179,18,24,0,2
733930.0633,179,20,24,0,2
732641.8539,179,20,24,0,6
727562.378,179,20,24,0,20
743396.0238,166,20,24,0,32
860080.9203,179,20,24,0,46
854441.568,179,20,24,0,60
856843.1313,178,19,26,0,68
851320.4573,178,19,26,0,82
855642.2627,176,19,26,0,94
815357.6113,172,19,24,0,107
784727.416,178,19,24,0,107
785355.4218,178,19,22,0,107
785355.4218,178,19,22,0,107
770654.2,179,21,24,0,107
692507.032,172,21,24,0,107
953539.012,199,24,24,0,107
1373099.608,225,24,26,0,105
1348557.737,230,24,26,0,105
1347160.558,231,25,24,0,105
1387166.275,224,24,24,0,105
1431870.393,216,24,24,0,105
1390947.813,223,24,24,0,105
1342270.359,233,24,24,0,105
1341493.86,233,24,24,0,105
1336974.393,234,23,24,0,105
1331041.667,218,23,24,0,105
1326149.645,219,23,24,0,105
1295046.468,235,23,24,0,105
1272742.659,236,24,24,0,105
1272501.107,236,24,24,0,105
1318314.824,222,24,24,0,105
1329026.027,229,23,26,0,105
1303612.093,243,23,30,0,105
1249115.774,253,24,36,0,105
1248888.085,253,24,36,0,105
1299614.364,245,26,32,0,105
1353770.605,236,26,32,0,105
1341778.874,239,25,30,0,105
1289928.794,251,25,30,0,105
1289928.794,251,25,30,0,105
1290687.762,251,25,28,0,105
1324096.782,246,25,24,0,105
1380217.878,235,25,24,0,105
1326954.848,250,26,24,0,105
1270550.515,255,26,24,0,109
1245165.567,261,26,24,0,113
1242885.932,261,26,24,0,119
1260087.957,245,26,24,0,125
1223412.148,250,26,24,0,131
1170619.259,261,26,20,0,137
1168566.888,261,26,20,0,143
1167268.507,261,26,20,0,147
1206485.651,245,26,20,0,149
1217046.143,245,26,20,0,155
1211341.094,261,26,20,0,157
1209155.341,261,26,20,0,163
1207047.782,261,26,20,0,169
1205631.539,261,26,20,0,173
1221721.778,245,26,20,0,177
1171935.151,261,26,20,0,181
1150640.494,261,26,20,0,185
1148652.128,261,26,22,0,185
1153345.022,261,26,22,0,173
1156048.995,261,26,22,0,164
1124994.526,248,26,22,0,150
1091156.52,261,26,22,0,136
1095082.606,261,26,18,0,128
1100258.734,261,26,18,0,114
1104611.068,261,26,18,0,102
1155089.114,251,26,18,0,89
1185119.408,261,26,18,0,89
1164198.946,265,30,20,0,89
1161877.608,265,30,20,0,89
1179822.108,264,30,18,0,89
1219687.2,255,30,18,0,89
1005862.173,236,29,20,0,89
896454.4,235,29,18,0,89
915284.0806,230,28,18,0,89
916754.1147,229,28,18,0,89
918004.2333,229,26,18,0,89
921539.862,228,26,18,0,89
957831.0074,221,26,18,0,89
1055186.084,228,27,20,0,89
1054690.415,228,27,20,0,89
1058876.839,227,27,22,0,89
1059602.184,227,27,22,0,89
1064309.232,226,27,22,0,89
1056985.523,226,27,22,0,89
1056985.523,225,27,22,0,91
1057698.684,225,27,22,0,91
1057229.107,225,27,22,0,91
1069990.541,216,27,20,0,91
1050580.32,206,27,16,0,91
1052092.804,208,26,10,0,91
1051138.248,209,27,10,1,91
1045878.148,209,26,14,13,91
1043104.377,209,26,14,21,91
1059267.875,205,26,14,25,91
1065157.178,208,25,14,32,91
1032069.137,210,26,14,43,91
1027614.152,210,26,14,55,91
1025496.007,210,26,14,61,91
1023392.297,210,26,14,67,91
1013883.294,203,23,14,83,91
1014707.793,206,23,14,99,87
1033186.317,200,23,14,107,83
1030388.916,200,23,14,119,77
1029598.056,200,23,14,127,71
1047168.836,197,23,14,135,65
1080836.071,200,23,14,145,59
1081101.156,200,23,14,151,53
1081101.156,200,23,14,154,49
1077908.997,200,23,14,164,47
1076524.76,200,23,14,174,41
1000618.042,194,23,14,180,39
966236.7114,201,23,14,180,33
968201.7742,201,23,14,180,27
969536.456,201,23,14,180,23
969762.2353,201,23,14,183,19
983373.4074,187,23,14,183,15
988960.0118,201,23,14,183,11
984490.558,203,24,12,183,7
985112.9308,203,24,12,183,5
986040.6872,203,23,12,183,2
998321.822,200,23,12,183,2
1040653.431,203,23,12,183,2
1040653.431,203,23,12,183,2
1040653.431,203,23,12,183,2
1040653.431,203,23,12,183,2
1040653.431,203,23,12,183,2
988401.672,190,25,12,185,2
1092618.785,209,25,10,189,2
2845003.853,232,24,12,189,2
2769174.593,249,24,12,189,2
2755946.026,249,24,12,189,2
2759095.69,243,25,12,189,2
2531620.138,219,25,12,189,2
4008316.436,234,23,12,189,2
13314108.18,234,23,12,189,4
22847082.79,234,23,12,189,4
24020715.03,234,23,12,189,4
23942442.64,234,23,12,189,4
24524402.33,228,22,32,189,4
24184540.45,233,22,32,189,4
24000195.76,233,21,30,189,4
23980198.71,233,21,30,189,4
23645071.51,239,25,38,203,6
23967828.97,224,26,38,212,6
23832367.31,227,26,38,225,4
23242776.77,240,26,38,225,4
22941650.17,240,27,42,225,4
22639408.19,241,27,44,290,4
22677672.1,237,26,44,290,4
22950183.13,225,27,44,294,6
22643333.24,225,27,44,380,6
22085333.03,240,28,40,441,6
22168687.61,246,31,48,454,6
22493465.98,252,31,48,450,6
23799415.32,242,31,50,453,6
23495666.19,243,30,50,503,6
24000866.48,245,30,52,493,6
23061404.74,257,30,52,487,6
22479786.54,268,33,68,553,8
21655193.25,264,34,68,548,8
20964021.4,264,34,72,532,12
19968688.21,264,34,72,562,12
18980302.45,264,34,72,595,12
17783575.08,270,34,72,587,12
16765755.56,280,34,72,585,12
17009847.03,266,34,72,647,12
16739866.43,266,34,72,642,12
16000904.41,266,34,72,750,12
15713716.32,266,34,72,780,12
15688650.88,266,34,72,770,12
15469127.75,263,34,72,764,12
14788640.56,270,35,78,827,12
14440105.2,273,35,80,834,12
13954915.55,274,36,80,834,12
13574364.49,274,36,80,871,12
13513146.16,272,36,80,916,12
13819877.68,259,36,82,916,12
13051686.75,280,35,82,950,12
11998221.41,308,35,82,1013,12
11852648.9,320,34,82,1013,12
11852648.9,320,34,82,1013,12
12196717.66,304,34,82,1013,12
12196717.66,304,34,82,1013,12
12204911.09,311,34,82,1013,12
12121847.64,320,34,84,1013,12
12121847.64,320,34,84,1013,12
12094545.64,317,34,84,1011,12
12565239.23,294,35,84,1007,12
13798116.54,271,35,82,1007,12
13646460.36,270,35,82,1007,12
13630351.33,270,35,82,1007,12
14053758.48,268,34,80,1007,12
14092883.07,267,34,80,1007,12
15369081.6,259,34,80,1007,12
13537700.35,264,34,80,1007,10
10090088.08,275,34,80,1007,10
10680144.66,275,34,80,1007,10
10694112.84,275,34,80,1007,10
11551178.48,264,34,58,1007,10
11808097.32,259,34,58,1007,10
11646875.26,273,35,58,1007,10
11557934.71,276,35,60,1007,10
11806409.52,272,37,52,993,8
11827012.28,271,37,52,984,8
11993955.19,268,37,52,971,8
12799269.79,256,37,52,971,8
12526986.03,272,37,48,971,8
12783438.17,272,37,46,906,8
12826149.15,272,37,46,906,8
12872703.94,273,38,46,902,6
13167856.34,272,38,46,815,6
13852075.08,267,38,46,742,6
14331444.07,268,38,38,721,6
14603525.3,262,38,38,721,6
13979390.2,258,37,36,711,6
14259731.81,255,37,36,650,6
12948360.31,255,37,34,648,6
12990027.4,268,38,34,650,6
11985020.07,272,36,18,620,4
12177821.35,268,35,18,653,4
11880426.11,260,34,14,693,0
12321263.22,260,33,14,669,0
12648154.97,266,33,14,624,0
12398417.41,270,32,14,624,0
12717020.88,258,32,14,618,0
12931590.61,258,32,14,546,0
13155269.75,258,32,16,545,0
13526159.83,259,32,16,434,0
13434917.54,274,32,16,394,2
13492669.96,274,32,16,394,2
13812158.88,267,32,16,394,2
11897171.8,253,32,10,331,2
7770053.975,250,31,8,324,2
2817024.251,256,29,8,324,2
2819113.158,265,29,8,284,2
2880694.144,265,29,8,239,2
2902197.658,264,29,8,239,4
2797513.6,241,28,8,205,4
2082063.6,214,26,8,142,4
2117139.068,217,24,8,142,4
2113401.125,218,26,8,142,4
2113401.125,218,26,8,142,4
2113401.125,218,26,8,142,4
2155410.256,211,26,8,142,4
2168653.94,218,26,6,142,4
2156662.48,218,26,6,142,4
2156013.956,218,26,6,142,4
2156662.48,218,26,6,142,4
2156662.48,218,26,6,142,4
2117245.584,212,26,6,142,4
2064629.536,219,26,6,142,4
2020628.603,228,27,8,142,4
2020628.603,228,27,8,142,4
2054961.296,221,27,8,142,4
2084420.654,216,27,8,142,4
2085918.856,221,27,8,142,4
2061309.909,221,27,8,142,4
2061309.909,221,27,8,142,4
2060401.148,221,27,8,142,4
2060401.148,221,27,8,142,4
2072310.316,215,27,8,142,4
2056452.598,220,27,6,142,4
2062262.409,218,25,6,142,4
2064911.332,218,25,6,142,4
2065829.1,218,25,6,142,4
2070952.084,217,25,6,142,4
2058682.367,217,25,6,144,4
2056325.56,216,25,6,150,4
2054336.338,216,25,6,156,4
2052348.448,216,25,6,164,4
2047448.221,216,25,6,166,4
2100147.985,206,26,6,170,4
2098667.137,214,26,6,176,4
2040475.553,222,26,6,182,4
2044510.056,221,26,6,186,4
2041448.608,221,26,6,194,4
2051997.243,219,25,6,198,4
1300382.491,196,25,6,198,4
589965.9019,196,25,6,162,4
606096.9583,196,25,6,122,4
618441.632,196,26,6,90,4
620831.7294,196,26,8,82,4
641034.516,190,26,8,90,4
637646.1074,187,25,8,94,4
612989.1927,196,25,8,100,4
611679,196,25,8,106,4
604176.3167,197,26,6,112,4
598039.8699,198,27,6,116,4
542632.8,183,27,6,120,2
528875.7499,187,26,6,128,2
531782.624,199,26,6,132,2
531782.624,199,26,6,132,2
525591.7452,200,26,10,132,2
546960.3933,194,27,10,132,2
586028.9761,201,28,12,132,2
594411.8328,219,28,12,132,2
579450.8608,219,28,10,132,0
579162.4292,219,28,12,132,0
580161.003,218,28,12,132,0
546044.3901,203,28,12,132,0
525717.8953,209,28,12,132,0
500907.0123,218,28,12,132,0
500907.0123,218,28,12,132,0
500907.0123,218,28,12,132,0
494815.9561,202,28,12,132,0
500251.9933,202,28,14,132,0
475110.8066,211,27,14,132,0
449193.4803,218,27,14,132,0
449193.4803,218,27,14,132,0
475019.7927,208,27,14,132,0
498544.4637,202,27,14,132,0
509421.574,195,26,16,132,0
484338.208,204,26,16,132,0
459116.5322,211,26,16,132,0
459116.5322,211,26,16,132,0
469903.3998,195,27,18,132,2
482397.4467,195,27,18,132,2
477392.7923,197,27,18,132,2
488179.1448,211,27,18,132,2
488179.1448,211,27,18,132,2
512828.3593,203,27,18,132,2
538390.1043,195,27,18,132,2
538254.6407,195,27,18,132,2
523503.194,210,27,20,132,2
506699.6499,211,27,20,132,2
506699.6499,211,27,20,132,2
469771.0167,195,27,20,130,2
473248.9732,195,27,20,124,2
466881.624,198,27,20,118,2
472937.946,210,27,20,110,2
475655.5488,210,27,20,108,2
476777.7897,210,27,20,104,2
486818.036,195,27,20,98,2
506775.5927,188,28,22,92,2
491078.4128,192,27,22,88,2
494426.1932,204,27,22,80,2
489651.7639,206,29,22,76,2
487152.6313,204,29,22,84,2
420198.7078,189,29,22,96,2
417521.7977,189,29,22,106,2
397819.532,196,28,22,112,2
383084.1648,205,27,20,120,2
380575.2958,205,27,20,128,2
398390.2733,198,27,20,140,2
413655.1407,189,28,20,148,2
410464.4147,190,28,20,156,2
469009.3573,204,28,20,152,2
474770.2165,202,28,20,148,4
475543.7883,202,28,20,144,4
490153.2598,198,28,20,136,4
489003.6357,186,28,20,132,4
483265.5379,202,29,20,132,4
463112.2758,208,28,16,132,4
463547.484,207,28,16,132,4
447915.9232,191,28,14,132,4
423238.2615,173,25,14,132,6
420396.8574,178,25,14,132,6
410098.1868,189,25,12,132,6
410098.1868,189,25,12,132,6
410706.1639,189,23,12,132,6
429947.6278,182,23,12,132,6
446087.3748,173,23,12,132,6
426344.2338,184,23,12,132,6
405245.6003,189,23,12,132,8
405245.6003,189,23,12,132,8
405472.2783,189,23,10,132,8
426907.4101,180,25,10,132,8
445600.3926,174,25,10,132,10
506022.1487,190,25,10,132,10
505884.4313,190,25,10,132,10
507804.6703,189,23,10,132,10
514588.1957,188,22,6,132,12
538660.672,179,22,6,132,14
556324.6095,174,22,6,132,14
571884.6914,188,22,6,132,14
572687.8328,188,22,4,132,12
572687.8328,188,22,4,132,12
578568.3178,186,22,4,132,12
561983.459,172,22,4,132,16
555057.996,185,22,6,132,18
532897.0087,189,22,6,132,18
532897.0087,189,22,6,132,18
532897.0087,189,22,6,132,18
543680.3213,174,22,4,132,18
555012.7934,174,22,6,132,18
582741.1622,189,22,6,132,18
582741.1622,189,22,6,132,18
582741.1622,189,22,6,132,18
591683.4581,186,22,6,132,18
586866.6241,174,24,6,132,18
581786.1438,176,25,6,132,18
663865.9865,191,26,6,132,18
663339.0926,191,26,8,132,18
661709.2838,192,28,6,132,18
681590.0139,188,28,6,132,18
684076.2954,176,28,6,132,18
691275.7937,174,28,6,132,18
743435.6521,190,26,6,122,18
740102.0655,192,27,6,104,18
739542.7748,193,28,6,90,18
764791.5074,186,28,6,76,20
788811.3643,177,28,6,62,22
773820.2175,182,28,6,46,24
758925.9717,193,28,6,30,26
762375.6913,193,27,6,20,28
766473.8158,192,27,6,14,28
713511.8798,177,27,6,18,30
712260.238,177,27,6,24,28
788957.8715,193,28,6,30,30
785521.2419,193,28,6,38,32
780788.196,193,28,6,48,36
790744.8097,177,27,6,54,38
816349.6248,170,27,6,62,40
803652.8717,184,27,6,70,42
779063.9197,186,27,6,76,44
775325.8132,186,28,6,84,46
793916.5643,181,28,6,90,48
806045.2394,171,28,8,96,48
803135.8143,171,28,8,104,48
774260.865,181,28,8,112,48
743937.6665,187,28,8,118,48
735798.4465,187,28,8,128,61
758631.9583,176,28,10,134,72
781365.5994,172,28,10,146,70
772649.1634,174,28,10,151,70
806273.0267,188,28,10,167,70
805680.2273,188,28,10,170,70
793411.0688,187,28,10,173,115
745573.9087,171,28,10,175,143
745739.582,171,28,10,175,143
791500.0208,187,28,12,175,143
798008.6018,186,28,12,175,141
798556.3407,186,28,12,175,139
805138.338,184,28,12,175,142
802525.2433,170,28,12,175,147
774427.4188,177,28,12,175,153
744978.6418,186,28,12,175,157
744491.1419,186,28,12,175,159
744307.6243,186,28,12,175,159
760827.0023,173,27,10,175,163
785295.7405,169,27,10,175,163
839047.7168,185,27,10,175,169
837873.2063,185,27,10,175,173
837295.944,185,27,10,175,175
842309.8233,184,27,8,175,179
829063.6752,169,27,8,175,183
803559.6818,183,27,8,175,185
779921.8928,185,27,8,175,191
778881.9443,185,27,8,175,195
778695.8759,184,27,8,175,199
783664.624,182,27,8,175,201
685471.1407,173,26,8,195,205
694719.658,183,26,6,230,207
697889.9614,181,24,6,230,209
697581.4926,181,23,6,230,211
697128.6387,181,23,6,230,213
696677.4713,181,23,6,230,215
691264.316,181,23,6,230,221
693766.0453,179,22,6,230,224
698644.4193,178,21,6,230,224
703609.4813,178,20,6,230,222
704085.916,178,20,6,230,220
695662.4923,182,22,8,230,218
723919.1608,187,22,8,230,216
853217.3873,213,22,8,226,214
815726.2718,227,22,8,218,214
818636.5443,227,22,8,212,212
820396.6,227,22,8,206,212
750900.996,220,21,8,200,210
717473.095,227,21,8,192,208
721243.8845,227,21,8,182,204
699134.1083,228,23,8,176,205
662705.5953,228,24,8,168,203
683109.3113,216,25,10,160,201
694141.7633,229,25,10,154,199
697839.236,229,24,10,146,195
700186.2725,229,24,10,140,193
690622.3827,234,25,10,134,193
693409.0448,234,25,10,126,193
733853.7058,224,26,10,118,193
779075.6241,234,26,10,112,193
787862.7697,234,26,10,102,180
795092.7074,234,26,8,96,169
800158.2183,233,26,8,84,169
810298.9793,231,24,8,79,169
769496.5573,227,24,10,63,169
733014.9423,233,24,10,60,169
749867.2208,233,24,10,57,122
758659.1899,233,24,10,55,94
758659.1899,233,24,10,55,94
736911.4268,218,24,8,55,94
728993.808,233,24,8,55,94
728428.6498,233,25,10,55,94
729371.2786,233,25,10,55,91
730741.7938,233,25,10,55,86
766004.5166,226,25,10,55,80
766478.2428,230,25,10,55,76
738194.6192,233,25,10,55,74
739370.901,233,25,10,55,70
741228.3087,233,25,10,55,64
741228.3087,233,25,10,55,64
707860.7407,218,26,10,55,58
705848.8,233,26,12,55,54
706431.5548,233,26,12,55,52
707583.7533,233,26,12,55,48
708743.1938,233,26,12,55,44
745772.2967,219,26,12,55,46
778071.1887,234,26,20,56,43
766922.4757,234,26,20,56,45
767572.2181,234,26,20,56,43
766694.616,234,27,22,56,43
803699.088,228,27,22,36,43
780059.2063,226,26,22,1,43
739700.6593,234,26,22,8,45
736113.6947,234,26,22,12,51
727706.9427,234,26,22,21,62
718115.4108,234,26,22,34,70
692237.2201,220,26,24,40,72
702255.0027,235,26,24,43,72
699898.5081,235,26,24,49,74
697794.5418,235,26,24,52,76
683410.389,235,26,24,52,78
719014.3938,226,25,22,52,80
812818.4283,232,26,22,52,84
683375.146,207,26,22,52,86
710578.2753,193,25,22,52,88
710069.3613,193,25,22,52,90
708409.3206,194,26,22,52,92
738827.5581,185,26,22,52,96
769598.7107,178,26,22,52,98
769212.7593,178,26,22,52,100
768940.1926,180,27,32,52,99
798011.5313,180,26,32,52,99
811195.6073,178,24,30,52,99
791116.146,163,24,30,52,99
791116.146,163,24,30,52,99
790342.2118,163,24,32,52,99
807630.384,157,22,30,52,99
806834.0086,157,23,30,54,99
805344.635,157,23,30,60,99
733493.3053,141,23,30,66,99
733130.8178,141,23,30,68,99
732361.8468,141,23,30,72,99
731257.8563,141,23,30,76,99
730158.5158,141,23,30,80,99
747813.7785,131,23,30,86,99
766281.5628,125,23,30,90,99
764768.1948,125,23,30,94,99
764228.4854,125,23,30,96,99
762493.0952,125,23,30,102,99
765263.2593,124,23,30,106,99
703529.7953,109,23,30,111,100
697044.4053,109,23,28,123,106
696050.9415,109,23,28,127,106
693969.8318,110,26,28,131,106
692987.63,110,26,28,135,106
690656.6073,97,26,28,141,106
704517.1603,94,26,28,143,106
703038.416,94,26,28,149,106
701567.0158,94,26,28,155,106
700103,94,26,28,161,106
702650.7413,93,24,28,165,106
615135.7243,78,24,26,171,106
613833.194,78,24,26,177,106
612577.8598,78,24,26,183,106
611765.7553,78,24,26,187,106
611765.7553,78,24,26,191,102
489108.3568,61,24,18,192,99
494286.6523,61,24,18,192,93
494605.178,61,24,18,192,91
495379.6455,61,24,16,192,89
496040.3073,61,24,16,192,85
495396.404,53,24,16,192,83
479485.7688,45,23,16,185,79
481377.7923,45,23,16,181,71
485009.2318,45,23,16,172,58
485009.2318,45,24,16,184,48
485548.236,43,24,14,207,40
336901.4968,28,24,14,206,37
337719.9665,28,24,14,200,35
338470.2,28,24,14,197,33
341223.3381,28,24,14,197,31
342194.698,28,23,14,197,29
9017.89425,6,22,14,197,25
9017.784741,5,21,14,197,37
8954.443926,5,21,14,197,55
20933.99118,12,21,14,197,75
20713.25674,11,21,14,197,92
20454.6,11,21,14,197,111
20132.94859,11,21,14,197,125
19797.18184,11,20,14,197,144
14371.58125,8,19,4,197,153
14389.96534,8,19,4,197,153
14389.96534,8,19,4,197,153
14406.62899,8,19,4,197,153
14406.62899,8,19,4,197,153
14395.486,8,18,2,197,153
15842.18125,9,19,10,197,153
15864.92534,9,19,10,195,153
15976.37059,9,19,10,189,153
16069.81975,9,20,10,183,153
16101.188,9,20,10,181,153
16154.67407,9,20,12,177,153
15950.72726,9,20,12,184,153
15936.31784,9,20,12,202,153
16087.77674,9,20,10,196,153
16225.32193,9,20,10,192,153
16332.42207,9,20,10,188,153
16344.91868,9,20,10,186,153
16476.19393,9,20,10,180,153
16554.92326,9,20,10,176,153
16616.588,9,20,12,171,152
16929.02684,9,20,12,159,146
17009.53868,9,20,12,155,146
17151.88393,8,17,12,153,146
17196.35334,8,17,12,151,146
17212.85,8,17,12,151,146
17198.61168,8,17,12,151,146
17215.1,8,17,12,149,146
17247.84993,8,17,12,147,146
17197.85001,8,17,12,149,146
17197.85001,8,17,12,149,146
17197.85001,8,17,12,149,146
17231.20166,8,17,12,147,146
17279.91607,8,17,12,145,146
17231.20166,8,17,12,147,146
17182.57674,8,17,12,149,146
17152.32726,8,17,12,151,146
17070.82593,8,17,12,155,146
16893.07526,8,17,12,163,146
16798.59749,8,18,12,167,146
16720.61366,8,18,12,171,146
16668.82925,8,18,12,173,146
20955.03834,15,19,12,181,146
20805.69259,15,19,12,187,146
20714.34126,15,19,12,191,146
20992.654,16,21,12,171,146
20706.438,16,21,12,151,150
20674.16607,16,21,12,153,150
20588.34674,16,21,12,157,150
20503.61141,16,21,12,161,150
20465.78649,16,21,12,163,150
20325.14074,16,21,12,169,150
20227.21975,16,21,12,173,150
20414.96459,17,23,14,177,136
20745.16193,17,23,14,181,116
9459.233991,11,23,14,181,94
9663.226176,11,23,14,181,75
9785.15175,11,23,14,181,52
9974.232074,11,23,14,181,36
10106.60868,11,23,14,181,15
10268.308,11,22,14,181,4
10268.308,11,22,14,181,4
10268.308,11,22,14,181,4
10268.308,11,22,14,181,4
10268.308,11,22,14,181,4
10310.18934,11,22,14,181,4
8063.544593,10,21,6,181,4
8063.544593,10,21,6,181,4
8045.537676,11,23,6,181,4
8827.122,11,22,6,181,4
8827.122,11,22,6,181,4
8827.122,11,22,4,181,4
8970.761259,11,22,4,170,4
8446.22775,11,22,4,148,4
8446.22775,11,22,4,148,4
8446.22775,11,22,4,148,4
8446.22775,11,22,4,148,4
8458.322509,11,22,4,148,4
8458.322509,11,22,4,148,4
8458.322509,11,22,4,148,4
8484.73225,11,21,2,148,4
8484.73225,11,21,2,148,4
8472.490824,11,21,2,148,4
8491.672741,11,21,2,146,4
8498.628009,11,21,2,144,4
8544.391843,12,22,2,138,4
8571.45625,12,22,2,136,4
8630.528176,12,22,2,132,4
8675.900009,12,22,2,128,4
8765.297676,12,22,2,120,4
8809.669509,12,22,2,116,4
8879.347259,12,22,2,110,4
8934.58225,12,22,2,106,4
8979.91075,12,22,2,102,4
9035.442074,13,24,2,96,4
9091.011509,14,25,2,90,4
9137.083343,14,25,2,86,4
9183.457176,14,25,2,82,4
9274.242843,14,25,2,74,4
9329.192,14,25,2,70,4
9376.3,14,25,2,66,4
9408.172741,14,25,2,64,4
2043.467259,7,24,2,56,4
2068.815509,7,24,2,50,4
2087.069343,7,24,2,46,4
2113.20425,6,22,2,41,4
2029.10625,6,21,2,32,0
2045.02675,6,21,2,28,0
2060.90525,6,21,2,24,0
2076.72975,6,21,2,20,0
2084.888,6,21,2,18,0
5655.314,6,22,2,12,56
19462.38075,6,22,2,8,137
19487.67018,5,20,0,4,144
19567.02201,5,18,0,0,144
19499.31274,4,17,0,4,148
19373.232,4,17,0,7,151
20198.60607,5,17,2,15,159
21757.64884,5,17,2,25,169
21677.05,5,17,2,26,170
21692.24666,5,17,2,26,170
24742.79675,8,21,6,31,175
39967.86326,9,22,6,31,175
86135.74699,9,23,12,34,178
86056.91793,9,23,12,34,178
100314.344,9,23,14,34,178
103755.5923,9,23,18,35,179
103859.253,9,23,18,35,179
104017.4219,8,23,18,35,179
106069.9932,8,22,18,36,180
106069.9932,8,22,18,36,180
106177.5893,8,22,18,36,180
105729.088,8,22,18,38,182
105619.4343,8,22,18,38,182
104549.9348,8,22,20,42,186
103741.0858,8,22,20,45,189
103741.0858,8,22,20,45,189
103062.9628,8,22,20,47,191
100622.1508,9,22,22,56,200
100622.1508,9,22,22,56,200
100622.1508,9,22,22,56,200
100622.1508,9,22,22,56,200
99498.42425,10,21,24,70,214
99398.47149,10,21,24,70,214
99498.42425,10,21,24,70,214
99498.42425,10,20,24,70,214
99449.32593,10,20,24,70,214
99449.32593,10,20,24,70,214
97962.76059,11,21,24,70,214
97962.76059,11,21,24,70,214
97962.76059,11,21,24,70,214
97962.76059,11,21,24,70,214
97857.872,11,21,24,70,214
97857.872,11,21,24,70,214
97955.73393,10,21,24,70,214
97850.832,10,21,26,70,214
97850.832,10,21,26,70,214
97850.832,10,21,26,70,214
97753.20474,11,23,26,70,214
97705.41675,11,24,26,70,214
97705.41675,11,24,26,70,214
97551.616,12,25,26,70,214
97504.07368,12,25,26,70,214
97407.30625,13,25,26,70,214
97407.30625,13,25,26,70,214
97407.30625,13,25,26,70,214
97407.30625,13,25,26,70,214
97407.30625,13,25,26,70,214
97407.30625,13,25,26,70,214
95897.90926,14,27,26,70,214
95897.90926,14,27,26,70,214
98426.12901,14,27,26,70,158
95392.09475,14,27,26,70,77
95790.78268,14,26,26,70,70
95745.80741,14,26,26,70,70
96490.652,14,26,26,66,66
97008.86607,14,26,26,63,63
99268.492,13,26,24,55,55
101275.619,13,26,24,45,45
101523.2534,13,26,24,44,44
101523.2534,13,26,24,44,44
102412.3753,10,25,20,39,39
92257.55275,9,24,20,39,39
46109.82607,9,24,14,36,36
44074.01875,9,24,14,36,36
21415.27618,9,24,12,36,36
8902.283926,9,24,8,35,35
8887.472,9,24,8,35,35
8887.472,9,24,8,35,35
