MeanPacketSize60,SYNBoolean60
523.7099456,23
526.1124718,22
526.1124718,22
526.1124718,22
526.1124718,22
530.0700306,22
543.1448059,21
543.1448059,21
543.4620231,21
543.4620231,21
543.4620231,21
556.8550472,21
545.5810763,22
544.4333333,22
542.1602094,23
538.2361878,24
528.9225468,24
537.6117241,24
541.761297,24
545.2003478,24
545.6890669,24
545.0610376,25
554.6513358,25
543.5824974,24
543.5762712,24
543.5762712,24
543.0749827,24
544.5315534,24
540.9305365,24
540.9305365,24
540.9305365,24
540.9305365,24
541.11918,24
540.7738054,24
538.6537804,24
538.6537804,24
538.5071819,24
538.5071819,24
549.3688635,24
545.8220653,25
529.3865676,26
527.5480591,27
527.5480591,27
532.5336352,26
528.1249229,26
522.5603398,27
522.5603398,27
526.5729558,28
522.054692,28
516.2070064,28
521.116019,29
520.4793412,29
520.4645251,28
520.4645251,28
523.8038373,28
525.7336898,28
525.7336898,28
526.3228916,28
526.3228916,28
522.7819365,28
520.9903692,28
523.8131985,28
523.8131985,28
523.8131985,28
523.587234,28
515.9203155,28
523.5625,29
523.5625,29
523.5625,29
521.0674246,30
521.0674246,30
517.4725602,30
522.2682927,30
522.8638174,30
524.5133262,29
527.6466792,28
533.7422737,28
529.7352782,28
529.6094175,27
529.7173972,27
530.0970027,27
530.3528603,27
531.4166439,27
531.6584497,27
531.9218964,27
531.6798137,27
531.8254795,27
527.6058315,27
530.9131579,27
530.9131579,27
530.9131579,27
530.9131579,27
530.6522782,27
520.7809064,27
528.2693515,28
528.2693515,28
524.7352178,29
522.7594839,29
519.4321124,28
509.9132653,28
529.034145,28
530.7099494,27
530.7099494,27
530.7099494,27
525.9082381,27
535.6090802,27
535.6090802,27
531.6406577,26
536.8726823,25
538.9910285,25
545.195018,24
545.9832567,24
536.2688883,25
527.1704391,26
526.26427,26
516.4671291,25
516.4671291,25
515.7340769,26
519.7615039,27
522.9016115,26
521.0700331,26
517.8627155,26
517.8627155,26
511.7922664,27
499.7038671,28
503.1888377,27
494.9318182,26
494.9318182,26
494.9318182,26
502.2452337,26
502.2452337,26
504.4245871,25
497.8324958,24
498.0603352,24
493.6079003,25
502.7826883,25
502.9165552,24
498.0435754,23
497.9285116,23
499.61799,24
502.4355892,25
501.8298996,24
497.8324958,23
497.8324958,23
497.8324958,23
502.204492,24
499.3270277,25
504.4158281,24
493.482858,23
493.2505039,23
493.4703402,24
484.9248555,25
489.1301587,25
494.7065578,24
472.3216216,24
470.5561669,25
473.2769053,24
472.3621071,25
479.286861,26
480.7557152,25
474.440508,24
474.440508,24
481.1174276,25
481.0547945,26
474.1472713,26
469.5501966,25
469.5501966,25
469.5501966,25
470.7481134,26
474.5083876,26
466.965311,26
466.965311,26
464.7804878,26
469.3783363,25
474.3841593,25
474.7565495,25
474.7565495,25
474.4745873,24
469.7901956,23
467.8411114,24
475.431988,24
475.431988,24
475.431988,24
478.0166404,23
487.1383983,22
484.0342434,23
492.1691815,23
492.1691815,23
491.693309,24
485.1910491,23
485.1910491,23
485.150859,24
489.9111566,25
489.9111566,25
493.5357567,24
484.992785,24
485.9683333,25
490.294519,26
489.594147,27
488.2587779,26
485.2762287,26
482.171023,27
478.3982703,28
486.7648943,28
486.6865927,28
480.521983,28
483.0603254,27
482.297023,28
484.2871659,29
488.817752,30
487.5018555,30
494.6158774,30
499.4088006,30
493.2672074,31
501.9558291,31
497.3422539,31
506.6569007,31
511.1741015,30
504.5923928,29
504.6988667,29
503.4077746,30
509.0628166,31
503.8666837,31
485.23674,31
494.7639029,31
494.6540308,31
492.2436875,32
497.0985816,32
495.0199041,31
491.4605954,30
491.6525657,30
491.9530299,31
501.849345,31
501.7744288,31
497.9893865,31
495.5669838,32
493.7314578,32
498.4384782,33
498.0627857,33
501.4410808,32
494.2247824,31
494.2247824,31
494.2247824,31
498.4847098,32
498.0817898,33
499.9423559,32
490.9215736,32
490.9215736,32
491.9176002,32
498.3220217,33
498.005772,33
498.2395475,32
492.5112188,31
493.2943559,32
496.7510791,33
495.8882508,34
495.0084602,33
490.8359573,32
491.7269485,31
496.637476,32
492.5947381,32
495.8384888,31
501.1631621,30
490.7216968,30
490.9383617,30
487.7167615,30
496.0782828,31
496.9610324,30
496.7246679,29
491.4691624,28
491.1520605,28
493.7737522,28
485.1585462,27
490.7137866,26
498.6911643,25
507.469024,24
495.8227848,25
500.5456269,26
500.2267316,26
500.1211793,26
501.5641816,25
496.334563,25
498.1769839,25
522.0078692,24
523.7579083,23
523.7579083,23
531.3007309,23
526.9706649,24
528.9259987,24
527.9925422,25
527.9925422,25
528.9717172,24
517.1752816,24
528.3497729,25
529.080598,24
532.2785059,23
534.9006928,23
531.1158451,23
535.4648167,24
533.9841949,25
533.0759119,25
530.8832952,26
530.4333769,26
522.1657572,26
526.7962423,26
521.7367072,27
521.1340371,27
517.9936488,28
517.7524303,27
503.4278416,27
515.2601881,27
513.4763092,28
514.61,28
511.4301471,28
507.4822109,28
514.4432234,28
514.4432234,28
514.4432234,28
510.400292,29
507.1088924,29
514.8354019,29
511.7251393,29
510.9338214,29
511.1690595,29
510.3773033,29
513.7180773,29
512.669814,29
512.669814,29
512.9118236,29
512.9118236,29
514.9882698,29
516.2612587,29
515.8912605,29
517.0752097,29
515.8289588,30
514.679701,30
516.2874962,29
507.8713027,29
502.2517149,30
511.224359,31
511.224359,31
508.798992,31
504.8201124,30
502.5020193,31
503.6890034,32
501.1189189,32
499.1367009,31
495.0772048,30
495.0772048,30
495.4390536,30
501.2450559,31
501.2450559,31
506.3890063,30
495.4420355,30
493.0319088,31
482.1893154,32
490.3455976,33
490.0596554,32
484.8369389,31
485.9189262,30
487.3476406,31
493.568176,31
493.8922171,31
496.8527316,30
492.4127859,29
498.5969773,28
503.7440336,29
506.2477573,28
506.4645982,28
514.2936886,27
504.090468,27
500.9956272,27
508.8385458,28
510.8640351,27
510.9030713,26
505.4419695,25
506.388841,26
508.320436,27
511.9940358,26
510.4609889,25
507.5209033,24
511.7930928,24
516.5305771,25
516.1376936,25
516.6565192,25
520.534296,24
512.3275752,23
504.6952984,24
515.9842963,24
516.2368811,24
515.0665069,23
511.543742,22
511.8135118,23
514.713231,24
516.1117037,23
518.5322004,23
517.9002679,23
521.9699494,23
528.3022377,23
519.4700119,22
519.4700119,22
518.9667754,22
517.5100532,22
522.0248687,22
521.8358209,21
523.1632714,21
522.5610413,21
522.1461883,21
518.9215743,22
525.1987454,22
519.6726137,21
519.2629234,21
518.8539626,21
518.2586667,21
524.4519288,21
541.8726852,20
532.6617897,19
532.6617897,19
531.6493551,20
535.3839874,21
535.5539153,20
532.1709721,19
532.1709721,19
532.1709721,19
523.9395006,20
534.1791419,21
534.0406881,21
534.0406881,21
534.0406881,21
534.1196774,22
536.7350061,23
544.1506141,22
535.5843293,21
535.5843293,21
536.3614899,21
538.0122775,22
535.7928593,22
508.0564149,22
508.0564149,22
508.0564149,22
509.2563948,23
512.9864292,24
508.8830143,23
509.2925791,23
509.5715155,23
509.9823332,23
505.873219,24
521.1535468,24
509.8373934,24
509.8373934,24
509.797746,25
509.797746,25
504.5311203,25
512.0860643,25
509.0975387,26
509.0975387,26
509.729154,26
510.3036314,26
511.7849892,26
512.189889,26
511.9297597,26
512.0545455,25
513.5544218,25
496.9549604,25
488.5834267,26
489.5286195,26
490.6160338,26
490.6160338,26
493.9742402,26
491.4898534,26
492.2207792,26
492.2207792,26
492.2207792,26
492.8058925,25
487.6044521,25
492.7981911,25
490.2649621,26
486.7881828,26
487.4973965,26
477.6738825,26
484.1474667,27
483.3539591,28
463.8962981,29
461.1456051,29
460.9315484,28
451.1929606,28
453.6225767,28
453.3330064,28
451.222439,28
447.0748333,27
442.4579082,27
445.4871425,28
444.1024904,28
444.654612,29
439.9579439,30
432.7239755,29
431.7987595,29
452.2976162,29
451.933742,29
449.271897,29
445.6098361,28
438.9102785,27
426.7553794,28
424.1987864,29
423.5187813,29
423.2473432,29
423.3766961,28
417.0098339,28
416.4330403,29
409.4315494,29
409.5181472,28
409.5181472,28
409.6382713,27
408.2814949,27
410.8216804,26
409.5207706,26
408.9725506,26
407.6664655,25
403.2782591,25
409.4707063,26
409.5989562,26
409.9738746,26
409.2739671,26
414.9635825,26
410.1930301,26
417.2609141,27
417.2609141,27
417.4807219,27
415.9727273,26
411.4473573,26
417.6288469,27
417.849107,27
418.0696385,27
417.7842775,27
415.3065002,26
419.0409971,27
420.5859714,26
422.6304619,26
421.7252005,25
421.7082609,24
416.8075341,24
421.6903465,23
436.26642,22
438.4582461,22
441.4745604,22
440.9944095,22
442.5463311,22
442.3076381,23
442.5570959,23
444.9085106,23
443.425608,23
446.9382276,23
448.3221268,23
447.9551267,23
453.308209,22
453.6019417,22
454.1337195,22
455.975976,22
456.3662325,22
459.2667171,22
461.6461929,22
463.0772133,23
485.1702851,23
494.8496675,22
496.0618108,22
494.0680253,23
494.0680253,23
491.9715481,23
506.3822314,23
519.6787234,23
521.3520439,23
521.3520439,23
520.6084044,24
522.3213852,24
520.6209408,25
532.898111,26
533.9661503,26
532.2736573,27
531.3281294,27
523.9088919,27
516.1003094,28
516.3201754,28
522.8245524,29
519.7913762,29
538.8296844,28
525.5376925,28
519.5968033,29
508.9818405,30
508.7763061,30
508.4853052,29
497.2240736,29
499.358406,30
499.0478322,30
499.1414094,30
494.7734266,31
487.8717445,31
486.8278925,32
490.6241642,33
490.4471076,33
491.260739,33
491.8203011,32
486.6439765,32
483.7810442,33
491.8526827,34
491.6530282,34
493.8051172,33
486.9799069,32
486.6821743,31
493.2646854,32
493.2646854,32
493.5453067,31
490.0064229,30
490.0064229,30
492.1246832,30
495.9470007,31
495.9470007,31
498.2132772,30
490.3123883,30
488.2062484,31
484.8421053,32
473.5827303,33
459.0069647,33
460.3870076,33
458.2589286,34
458.2589286,34
459.8910479,33
459.5726902,34
464.4959875,34
458.6279762,33
458.3619309,33
457.042737,34
457.042737,34
457.5108127,33
456.8682118,33
456.9865481,32
445.2686496,31
445.2952449,32
446.1875,31
444.0030581,31
450.5498891,31
453.8713207,30
454.4878685,30
448.2594352,29
450.2148014,29
455.8144841,30
456.8121019,30
457.2324019,30
466.0334657,29
466.0334657,29
466.7908891,30
479.3093445,30
475.4481426,29
475.5894768,29
475.730895,29
481.0320285,29
489.0064917,29
490.2996809,28
485.6866219,27
485.9183985,27
485.9183985,27
490.4382086,28
490.0968564,28
492.4257778,28
482.4227273,27
480.0577444,28
477.3991647,29
473.317011,30
485.0351464,30
478.9296196,29
478.4857912,29
478.4857912,29
478.4959584,30
484.6149345,31
483.09426,31
477.4525939,30
477.4525939,30
478.8322029,31
486.1884787,31
488.4960608,30
492.2940341,29
507.3845463,28
531.2655989,27
518.7287635,27
530.938437,27
530.938437,27
530.938437,27
533.5726496,26
530.9260527,26
534.0284974,27
534.4787682,27
537.0742558,26
537.0742558,26
537.0742558,26
533.2124047,26
535.5102706,27
535.7892333,27
528.5590677,27
508.4014881,28
505.6755108,28
494.5036742,28
499.9483107,29
499.9483107,29
499.9483107,29
491.2679814,29
484.333635,29
483.8158439,29
492.2545032,29
491.3173913,30
489.6487805,31
487.894768,30
481.2846626,29
481.2846626,29
481.5328576,30
485.2277368,31
483.1922636,30
476.9675659,29
476.7331112,29
477.2826546,30
471.21402,31
482.1305204,31
477.0030312,30
477.3564927,30
478.7999391,29
478.7999391,29
488.0042869,29
490.4021301,28
497.6223163,28
472.7015584,29
472.7015584,29
473.2260274,30
479.0707431,31
479.7061972,31
472.3467081,31
473.0996602,30
472.9745115,30
470.1477303,31
478.5832887,30
474.0928713,29
474.0928713,29
474.0928713,29
473.2517789,30
480.330855,31
482.6060773,30
473.6273168,29
472.5634243,29
473.0116959,30
477.9092838,31
475.9967559,30
469.9906727,29
468.9503806,29
467.9153543,29
465.4705408,30
473.2980063,31
472.4120791,30
466.9997194,29
466.7871565,29
473.0604255,29
495.1662811,29
502.5656176,28
503.8596491,27
498.8113329,26
497.9293286,27
504.0146225,28
513.3930866,27
514.7944069,26
516.0339729,25
509.7126246,25
510.5871679,25
517.6448598,25
520.3530887,25
520.612802,25
520.612802,25
518.7926712,25
511.8306998,25
521.599812,26
522.0059598,26
522.1320992,26
520.5547582,26
530.3168923,26
522.1934579,27
521.9243462,27
521.6555694,27
521.6555694,27
519.8348823,28
502.7480147,28
498.1860724,29
496.4415221,28
510.3544896,27
510.3544896,27
511.2021726,26
500.1315085,26
510.4700678,25
510.7916414,25
510.7916414,25
511.1924826,25
520.4059613,25
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
512.8105165,25
512.5270522,25
497.461076,25
490.9886621,24
490.9013264,24
496.8895028,25
503.0402486,26
489.0239326,27
485.0346591,26
477.0579793,26
473.6151438,26
464.3611186,27
470.3056565,28
468.959152,29
459.4451427,28
449.9595933,27
451.4618485,26
441.9265265,27
452.8297304,28
453.4136319,27
458.8009834,27
450.1341301,26
450.1341301,26
457.3572675,27
459.7236645,27
459.3314214,27
458.5423087,27
452.4439128,26
451.6212625,27
460.1161919,28
460.1161919,28
460.9624343,28
453.7311283,27
455.2449568,28
460.9624343,29
460.6614114,29
460.9624343,29
464.3584559,28
453.0335463,28
460.2426893,29
459.9428072,29
457.5212106,30
457.5279087,30
449.8234828,29
450.6566173,30
456.4303015,30
457.2327565,29
455.4069416,29
455.6108207,28
448.2342318,27
446.3968172,28
454.3589679,29
454.5418546,29
452.5704476,28
446.4180219,27
448.184438,28
455.7478632,28
457.3694444,28
458.5906788,28
460.4625064,28
455.7334711,28
457.6934418,29
473.969273,30
474.4869935,30
474.5380571,30
468.7261563,29
468.3203521,29
480.8692243,29
491.3093818,30
491.6605156,30
495.0845186,30
506.9358491,29
501.7507553,28
508.3198644,28
522.3695716,28
523.2692757,28
523.6755335,28
537.9928416,27
525.3358779,27
527.4159132,28
525.7318318,27
522.6754177,27
520.6147906,27
514.5655084,26
518.0757576,26
516.3356022,26
513.932882,25
512.2173021,25
511.4195995,25
503.1761399,24
498.4383521,25
508.0208877,26
507.7755871,27
507.4329683,26
502.9276131,25
503.2197939,25
507.8956219,26
507.6545929,26
508.3354614,25
503.9734209,24
503.4756402,25
500.4800239,25
509.646785,26
509.4559465,26
511.5116349,25
507.180271,24
507.3309707,25
514.7655743,25
514.167158,25
514.0333039,26
519.0932177,26
509.2200821,26
499.979652,27
508.3208142,28
508.7460545,28
507.3080292,27
503.5812018,26
503.2461031,27
508.5427179,28
506.8415986,28
507.8803289,27
506.7835404,26
504.1954323,26
495.7527081,27
506.8909809,27
506.6861912,27
500.0138291,26
499.8600128,25
496.5552957,25
500.2850482,26
500.1637663,26
499.9214286,26
499.6793917,26
493.1618633,25
493.9634489,26
498.9591331,26
498.8755803,26
501.3993153,26
504.2389836,25
497.078299,25
499.9586229,26
507.8259224,26
510.1280507,26
512.7182021,26
510.9683148,25
510.1850986,26
521.479688,27
523.8752042,27
529.0830301,26
528.8181818,26
536.0248105,26
529.3286991,26
530.0901857,25
530.2295191,25
530.5084633,25
530.6480744,25
521.1316957,25
531.1751995,26
532.6654436,26
529.1438968,27
530.1724138,26
540.686083,26
532.4893262,26
533.6719064,26
533.2596057,26
533.6140468,26
533.8732877,25
533.5424749,25
534.731053,25
534.7203219,24
536.3902604,23
538.9969199,22
550.5613847,22
545.5924886,22
545.8517738,22
546.417165,22
546.878169,22
548.3845874,21
546.8264085,21
548.8217822,20
549.5908608,20
549.7466336,20
548.2493748,19
552.211127,19
550.5759943,20
550.8468372,20
551.1180654,20
551.3911032,20
545.1832192,20
549.4625659,20
545.7088123,21
546.0125479,21
546.3167074,21
546.2944871,21
548.533138,21
545.4273772,22
545.5376307,22
545.8033473,22
545.8033473,22
550.1338499,21
555.6631726,21
550.8077601,21
550.4910116,21
550.6463329,21
550.6463329,21
551.1459979,21
549.0942004,20
549.0942004,20
549.0942004,20
549.5446868,20
550.2494624,19
549.7170011,19
549.7170011,19
548.5537219,19
547.5462509,19
544.0532174,19
549.0554128,18
537.8698936,18
534.5163599,18
535.5734792,17
532.2599253,17
528.248551,16
520.1577111,16
526.8443997,17
527.2517623,17
527.2517623,17
532.7273927,18
523.4161469,18
506.8622512,19
501.8820256,20
496.4199016,21
495.8684139,22
495.866648,21
489.1516035,21
488.7958145,22
491.6959459,23
491.3540373,23
489.6603012,24
483.5156744,23
481.6579851,24
478.5751758,25
485.3234043,26
485.1986174,26
488.7364903,25
484.6053967,25
481.086398,26
487.8319267,27
487.735053,27
488.7337646,26
483.0322914,25
485.8791998,25
490.5585718,26
490.5585718,26
490.8463045,26
490.4225774,25
486.3919166,24
481.9254288,25
494.816023,26
491.7163439,27
490.8204101,27
484.7157107,26
483.9619883,27
487.7117454,28
486.832594,28
486.2485428,28
485.9943614,27
480.7873024,27
485.0918391,28
484.2236659,28
483.3591109,28
482.7847399,28
476.7453523,27
472.7210662,28
481.821684,28
481.14414,28
482.8580347,28
483.831518,28
481.5611247,28
487.9056869,29
489.5049342,29
491.5822904,29
493.3846336,29
496.6004426,28
495.6893181,28
493.9574418,29
493.0917194,29
488.8347186,28
492.0737226,27
503.9255647,27
506.4555556,27
511.6662297,26
512.4305227,25
513.0955012,25
514.8298996,24
515.911413,23
515.0387965,23
514.8464785,23
516.6178496,22
516.9724357,22
518.8519702,21
517.1860465,21
520.450147,20
520.8154093,20
520.5850267,20
517.4510529,19
524.1949329,19
520.7225365,19
520.1730598,20
517.7932564,20
516.2939269,20
515.3854665,19
506.0190817,19
512.8499421,20
510.5768233,20
509.4108683,20
508.250932,20
511.5871907,20
498.3229832,20
500.8378538,19
499.5173427,19
499.1054332,19
500.1994039,19
498.9271873,19
499.0314244,19
499.0155653,19
497.4656131,19
496.8018703,19
489.6194797,19
496.0673862,20
497.190699,20
497.9428655,20
498.0691676,20
505.7996933,20
499.7193292,21
501.3655536,22
501.7455292,22
502.2665101,22
501.6965825,21
502.5262849,21
502.5262849,21
502.5262849,21
502.5262849,21
502.5262849,21
504.3117683,21
495.1797461,21
486.4861699,22
477.760095,23
481.1391509,23
463.6135686,23
453.8525391,23
462.167493,24
463.381704,24
434.2120611,24
439.22877,24
437.047231,24
416.3523302,24
418.6735758,25
415.6260623,25
415.2289497,25
411.4366109,26
410.4785733,26
403.1216904,27
401.486243,28
395.8877331,28
390.6098391,29
387.9792868,28
382.1389154,27
376.4456955,27
382.3856966,28
391.0172068,29
405.3212025,30
413.4999059,30
412.3872505,30
418.7342852,31
422.4072706,32
413.9808082,33
410.8214475,33
401.3059471,33
396.9475116,33
390.1236897,33
391.7458131,34
397.3614776,34
392.1671307,33
389.3409285,33
399.7380354,33
406.8334928,33
406.2240743,33
411.0583133,33
408.423734,33
422.2180117,34
429.619021,35
425.4248687,35
423.0036338,34
422.6069425,34
421.8834225,34
418.532534,35
419.169078,36
419.169078,36
417.1733711,35
417.1733711,35
417.5200149,36
419.1174172,37
419.1174172,37
417.5151933,36
418.3006997,35
418.0659158,34
421.4325401,34
420.5446785,34
423.7710803,33
425.4910518,32
421.8053477,32
419.5700238,33
430.9880563,34
428.4308012,34
429.4588765,34
438.3497698,33
437.4618967,32
439.02942,33
441.4485022,34
443.4278961,34
444.2307148,33
445.5891456,32
447.3215147,32
453.3993756,33
456.9713971,33
458.0420898,33
459.0036898,34
463.5715566,33
462.502093,33
461.9154107,33
453.7936825,32
448.3782662,32
448.2933073,31
444.6004978,31
443.5385527,31
459.3006048,31
463.0987967,30
476.1394258,29
485.6743646,29
502.3167046,30
508.9297697,30
503.3084826,29
511.746004,29
520.3650446,29
502.8267143,30
492.6589849,31
494.9674161,31
486.0787968,30
496.5760534,29
465.3203793,28
444.6194634,28
468.0194679,29
477.2718017,29
472.0594015,28
478.7688406,27
502.6851501,27
508.13438,27
507.5696471,28
507.5696471,28
507.5696471,28
508.0603753,27
503.4318243,27
508.2569758,27
508.0188579,27
508.2569758,27
508.2569758,27
502.2897478,27
507.7528507,28
500.5189873,29
500.5189873,29
504.5408755,28
503.9170247,27
494.6867631,27
504.7754617,27
504.7754617,27
504.4257843,27
504.4257843,27
507.6271096,27
505.7228246,27
507.7045696,26
508.35623,26
508.7077005,26
510.282504,25
509.0158304,25
510.7487276,24
510.0176518,24
509.3803419,24
507.9108568,24
509.2698981,23
498.6981848,23
503.0690824,24
503.8533333,23
502.8075117,23
500.9608718,22
500.0324963,22
502.5227983,22
511.116205,22
517.6912145,22
519.2333117,22
517.5541169,21
511.4841216,21
515.2300032,22
514.1897436,22
510.0494924,23
509.8319698,23
503.8411565,22
503.0873916,23
507.1378987,24
507.1378987,24
503.3384949,25
503.3170965,25
490.6640674,25
483.4449313,26
494.8542685,26
494.6320023,26
494.4466187,25
488.1859963,24
488.8832029,24
494.3753236,25
494.3753236,25
494.3753236,25
493.8144519,24
487.8795553,24
487.6789756,25
493.4057389,26
493.4057389,26
494.681764,25
487.1315871,25
488.7926829,25
487.97142,26
494.3175617,27
494.3175617,27
499.1962045,26
487.3624182,26
488.4964473,27
494.100087,28
494.100087,28
494.6721557,27
488.6958425,26
488.561875,26
483.7729426,27
494.0029002,28
494.0029002,28
489.9959527,27
489.8016296,27
492.0599193,28
499.819224,28
501.7914328,28
502.8229198,28
509.1629073,27
502.9008508,27
502.8101185,28
508.3086681,29
511.1862627,30
513.3823617,29
505.689081,28
503.4259318,28
502.4279113,29
506.45864,30
504.6440926,30
502.3097026,29
494.92875,28
492.5972654,29
502.0925007,29
502.6679423,28
503.4511943,28
504.9209498,27
500.8957467,26
495.2068758,27
506.4034008,27
506.7285798,26
513.9730492,25
523.5246893,24
512.5013378,25
516.1829693,26
516.1886673,26
516.8522511,26
517.5710088,25
512.6890265,24
509.2287496,25
517.006026,26
517.006026,26
517.26563,26
518.5359499,25
510.8184932,25
515.5420354,26
515.4063191,26
516.4249921,25
520.1493444,25
521.777371,24
517.1317324,24
520.0188619,25
520.7146974,25
520.7146974,25
519.8303716,24
515.4856252,23
507.4658203,24
516.0597345,25
516.0597345,25
516.0597345,25
523.1165439,24
513.2481305,24
515.6656141,25
515.6656141,25
515.6656141,25
514.8992967,24
509.8952218,24
506.3989848,25
509.180603,26
508.8055901,26
508.6932135,26
509.7596703,25
505.865606,24
503.7639412,23
507.9109764,24
508.118283,25
508.3419129,26
508.6288525,25
505.6933195,24
509.1993875,25
517.3052768,26
519.246749,26
521.3903953,25
514.8671847,24
513.8953119,24
516.1624152,25
513.9730077,25
511.091954,25
516.0229963,24
505.1559536,23
498.0425883,24
506.9669342,25
504.710955,25
501.7337895,24
492.2486376,24
490.3435063,24
487.276286,25
493.3319863,26
488.8563519,26
487.1674626,25
475.4587696,25
475.822445,26
478.8036626,27
478.4019196,27
473.5742222,26
461.9127686,25
462.0316156,25
469.4596892,26
472.3198345,25
472.6704142,25
470.362254,24
463.4386912,23
463.2089094,24
469.2596069,25
468.9079719,25
468.4764137,25
472.2910102,24
462.6162162,23
469.3136217,24
468.6088106,24
468.2573357,24
466.1009445,23
459.5863048,22
457.0709793,23
466.4697634,24
465.7748615,24
465.6597668,23
468.0178991,22
459.3177914,22
460.0126655,23
461.0144592,22
460.7763006,22
460.4371932,22
460.0986728,22
457.2177932,22
461.1303215,21
463.4631088,20
465.8211454,20
466.1707819,20
471.284772,20
466.6165392,20
458.2104161,21
455.3838815,22
456.7563618,22
457.6580808,22
452.5756149,22
460.5769524,23
462.4206491,23
456.4755087,24
447.2360807,24
449.5908977,24
447.6353685,24
449.4068915,24
450.6388821,24
450.4283975,24
451.859692,24
452.6929891,23
453.8960688,23
457.0770374,23
459.6773067,23
461.7691151,22
461.3599798,21
457.4484014,21
464.9219105,22
470.4160472,22
473.7148397,22
473.7148397,22
469.0739214,22
474.1182712,23
473.8453582,23
474.3619886,23
475.0962387,23
475.6286019,22
467.9813582,22
476.8366762,23
477.474563,23
478.4351464,23
478.4351464,23
474.6228412,23
479.9895013,24
480.3131074,24
480.9618521,24
481.6126482,24
484.2756816,23
473.4311757,23
478.918346,23
479.2401781,23
478.848247,23
481.0387722,22
481.9386232,22
485.7776596,23
484.1080795,23
480.6970573,23
476.8969018,23
471.9339159,23
474.4687015,24
473.1933987,24
472.0323991,24
468.0431363,24
461.8184453,23
461.3838384,23
471.8707426,23
477.2189332,22
476.8606149,22
476.2716121,23
475.5495768,22
468.0304361,21
468.2204453,21
468.4213166,21
483.173399,21
484.5345345,20
478.4069809,19
478.4069809,19
477.8595041,19
483.7012509,18
483.0881705,18
481.9809454,18
471.8098676,17
471.4693387,17
470.7867147,17
469.8027944,17
468.8235763,17
468.0904144,16
454.9426194,15
453.5896988,15
453.0749782,15
451.5397308,15
447.9056769,14
434.777617,13
429.7353919,13
428.6854571,13
426.6052756,14
425.573039,14
424.8912494,13
405.0068674,12
403.3743428,12
401.7582418,12
400.15625,12
395.6101784,11
372.5843694,10
370.9275618,10
369.288225,10
368.2060712,10
368.17338,10
356.2589588,9
339.9311065,9
340.4972106,9
341.7281009,9
342.8782548,9
330.2136818,8
299.608658,7
303.3034301,7
310.6282865,7
310.5077063,7
297.7032967,6
234.0787949,5
236.5005875,5
238.7761905,5
243.3350254,5
244.3126615,5
108.6339468,4
85.64139344,3
82.00583658,3
106.7977162,4
103.0664557,3
101.6424242,3
100.5865103,3
97.36530324,3
93.96434109,2
93.97667185,2
93.97667185,2
93.98907956,2
93.98907956,2
93.80841121,2
134.0425532,3
134.3015647,3
135.2651297,3
136.1179039,3
136.4517544,3
137.0426471,3
135.573487,3
131.6575716,3
132.6218837,3
133.5800562,3
134.3309659,3
134.5220484,3
135.4855908,3
136.1438953,3
136.6081871,3
138.3266564,3
139.0544323,3
140.1640379,2
140.5419968,2
140.6698413,2
140.5388273,2
140.6380952,2
140.8949045,2
140.5134707,2
140.5103011,2
140.5103011,2
140.8076312,2
141.1948882,2
140.8044515,2
140.4208861,2
140.0378549,2
139.290625,2
137.8343558,2
137.0834598,2
136.3909774,2
136.0119581,2
150.4873502,3
149.4157895,3
148.7180157,3
152.3062331,4
157.1764706,4
156.8938547,4
156.0914127,4
155.2994505,4
154.9083447,4
153.7540541,4
153.1204819,4
154.3817935,5
157.2514045,5
155.7316693,5
159.6704731,5
164.9671848,5
169.299639,5
175.2160612,5
179.0833333,5
179.0833333,5
179.0833333,5
179.0833333,5
179.0833333,5
180.1402806,5
127.5573394,4
127.3784404,4
126.9179954,5
182.6790123,5
182.6790123,5
182.6049383,5
187.7403433,5
200.6855792,5
200.6855792,5
200.6855792,5
200.6855792,5
201.2114014,5
201.2114014,5
201.2114014,5
202.1918465,5
202.1918465,5
201.6563246,5
202.6778846,5
203.1662651,5
205.2665037,6
206.7012346,6
209.7027708,6
212.0613811,6
216.8707124,6
219.3941019,6
223.3296703,6
226.4593838,6
229.3048433,6
232.75,7
236.3382789,8
239.5287009,8
242.8369231,8
249.8402556,8
254.0196078,8
257.8933333,8
260.3918919,8
257.2523364,7
265.9121951,7
272.1105528,7
282.3439153,6
306.8787879,6
316.1949686,6
326.2287582,6
337.0952381,6
342.8680556,6
269.6818182,6
205.9381443,6
206.9411765,5
209.8515901,5
184.2631579,4
180.634058,4
187.7852761,5
206.6155844,5
204.9333333,5
205.2390746,5
